displayField,canonicalCode,sourceFiles,productionUsageCount,currentKoreanLabel,currentEnglishLabel,coverageStatus,rawUiExposureLocations
EXERCISE_DETAIL,하체힘/코어/스쿼트패턴,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,4,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/감속/후면사슬,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/견갑안정근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/골반안정근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/내전근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/내전근/코어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/둔근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/둔근/척추기립근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/종아리/코어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/코어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,9,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링/코어/골반안정근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,햄스트링리듬/하퇴스윙,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회내근/회외근/전완근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회복/가동성/관절보호,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회복/가벼운풋워크/리듬,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회전근개,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회전근개/능형근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,회전저항/코어안정성,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,5,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근/견갑안정근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근/이두근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,8,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근/이두근/코어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,9,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근/코어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,후면삼각근/하부승모근,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_DETAIL,힙힌지/파워,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,EZ바,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,EZ바 또는 덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,6,,,ADD,CommonUi.kt
EXERCISE_MODE,거리 또는 시간,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,5,,,ADD,CommonUi.kt
EXERCISE_MODE,거리 또는 횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,낮은 발판/덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,28,,,ADD,CommonUi.kt
EXERCISE_MODE,덤벨 또는 맨몸,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,5,,,ADD,CommonUi.kt
EXERCISE_MODE,덤벨 또는 바벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,덤벨 또는 케이블,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,6,,,ADD,CommonUi.kt
EXERCISE_MODE,덤벨 한쪽 잡기,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,랜드마인,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,랜드마인 또는 바벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,링 또는 스트랩,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,맨몸,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,16,,,ADD,CommonUi.kt
EXERCISE_MODE,맨몸 또는 덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,맨몸 또는 바벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,맨몸 또는 중량,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,머신,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,13,,,ADD,CommonUi.kt
EXERCISE_MODE,머신 또는 덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,4,,,ADD,CommonUi.kt
EXERCISE_MODE,머신 또는 밴드,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,머신 또는 케이블,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,메디신볼,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,7,,,ADD,CommonUi.kt
EXERCISE_MODE,무게*거리 또는 시간,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,무게*횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,124,,,ADD,CommonUi.kt
EXERCISE_MODE,바 또는 링,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,6,,,ADD,CommonUi.kt
EXERCISE_MODE,바벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,8,,,ADD,CommonUi.kt
EXERCISE_MODE,바벨 또는 EZ바,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,바벨 또는 덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,바이퍼,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,4,,,ADD,CommonUi.kt
EXERCISE_MODE,박스/덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,밴드,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,벤치,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,벤치 또는 머신,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,벨트 또는 덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,벽,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,벽 또는 맨몸,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,스미스 머신,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,시간,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,23,,,ADD,CommonUi.kt
EXERCISE_MODE,시간 또는 반복,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,7,,,ADD,CommonUi.kt
EXERCISE_MODE,시간 또는 횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/강도,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/거리,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/거리/페이스,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/성공횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/최대횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/층수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,시간/횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,언더핸드 바벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,인클라인 벤치/덤벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,인클라인 벤치/덤벨 또는 EZ바,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,인클라인 벤치/덤벨 또는 머신,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,좌우 횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,철봉,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,캡틴체어,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,케이블,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,24,,,ADD,CommonUi.kt
EXERCISE_MODE,케이블 로프,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,케이블 머신,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,케틀벨,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,평행봉,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,플레이트,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
EXERCISE_MODE,한발 무게*횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,6,,,ADD,CommonUi.kt
EXERCISE_MODE,한발 횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,2,,,ADD,CommonUi.kt
EXERCISE_MODE,한팔 무게*횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,23,,,ADD,CommonUi.kt
EXERCISE_MODE,한팔 횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,3,,,ADD,CommonUi.kt
EXERCISE_MODE,횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,33,,,ADD,CommonUi.kt
EXERCISE_MODE,횟수 또는 무게*횟수,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,5,,,ADD,CommonUi.kt
EXERCISE_MODE,횟수 또는 시간,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,8,,,ADD,CommonUi.kt
EXERCISE_MODE,횟수 또는 중량,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,1,,,ADD,CommonUi.kt
FINAL_SOURCE_STATUS,SOURCE_ACCEPTED,app/src/main/assets/metadata/canonical_v1,1,근거 사용 가능,Source accepted,RETAIN,
FINAL_SOURCE_STATUS,SOURCE_ACCEPTED_WITH_LIMITATION,app/src/main/assets/metadata/canonical_v1,1,제한 조건과 함께 근거 사용,Source accepted with limitations,RETAIN,
FORCE_TYPE,ACCELERATE,app/src/main/assets/metadata/canonical_v1,31,Accelerate,Accelerate,REVISE,
FORCE_TYPE,BRACE,app/src/main/assets/metadata/canonical_v1,93,Brace,Brace,REVISE,
FORCE_TYPE,CARRY,app/src/main/assets/metadata/canonical_v1,3,캐리,Carry,RETAIN,
FORCE_TYPE,DECELERATE,app/src/main/assets/metadata/canonical_v1,8,Decelerate,Decelerate,REVISE,
FORCE_TYPE,HINGE,app/src/main/assets/metadata/canonical_v1,13,힌지,Hinge,RETAIN,
FORCE_TYPE,LAND,app/src/main/assets/metadata/canonical_v1,9,Land,Land,REVISE,
FORCE_TYPE,PULL,app/src/main/assets/metadata/canonical_v1,29,당기기,Pull,RETAIN,
FORCE_TYPE,PUSH,app/src/main/assets/metadata/canonical_v1,24,밀기,Push,RETAIN,
FORCE_TYPE,ROTATE,app/src/main/assets/metadata/canonical_v1,17,Rotate,Rotate,REVISE,
FORCE_TYPE,SQUAT,app/src/main/assets/metadata/canonical_v1,30,스쿼트,Squat,RETAIN,
JOINT_ACTION,ANKLE_DORSIFLEXION,app/src/main/assets/metadata/canonical_v1,40,,,ADD,
JOINT_ACTION,ANKLE_PLANTARFLEXION,app/src/main/assets/metadata/canonical_v1,40,,,ADD,
JOINT_ACTION,ELBOW_EXTENSION,app/src/main/assets/metadata/canonical_v1,86,,,ADD,
JOINT_ACTION,ELBOW_FLEXION,app/src/main/assets/metadata/canonical_v1,86,,,ADD,
JOINT_ACTION,FOREARM_PRONATION,app/src/main/assets/metadata/canonical_v1,2,,,ADD,
JOINT_ACTION,FOREARM_SUPINATION,app/src/main/assets/metadata/canonical_v1,2,,,ADD,
JOINT_ACTION,HIP_ABDUCTION,app/src/main/assets/metadata/canonical_v1,4,,,ADD,
JOINT_ACTION,HIP_ADDUCTION,app/src/main/assets/metadata/canonical_v1,4,,,ADD,
JOINT_ACTION,HIP_EXTENSION,app/src/main/assets/metadata/canonical_v1,54,,,ADD,
JOINT_ACTION,HIP_EXTERNAL_ROTATION,app/src/main/assets/metadata/canonical_v1,16,,,ADD,
JOINT_ACTION,HIP_FLEXION,app/src/main/assets/metadata/canonical_v1,54,,,ADD,
JOINT_ACTION,HIP_INTERNAL_ROTATION,app/src/main/assets/metadata/canonical_v1,16,,,ADD,
JOINT_ACTION,KNEE_EXTENSION,app/src/main/assets/metadata/canonical_v1,46,,,ADD,
JOINT_ACTION,KNEE_FLEXION,app/src/main/assets/metadata/canonical_v1,46,,,ADD,
JOINT_ACTION,LUMBAR_EXTENSION,app/src/main/assets/metadata/canonical_v1,5,,,ADD,
JOINT_ACTION,LUMBAR_FLEXION,app/src/main/assets/metadata/canonical_v1,5,,,ADD,
JOINT_ACTION,SCAPULAR_DEPRESSION,app/src/main/assets/metadata/canonical_v1,8,,,ADD,
JOINT_ACTION,SCAPULAR_DOWNWARD_ROTATION,app/src/main/assets/metadata/canonical_v1,15,,,ADD,
JOINT_ACTION,SCAPULAR_ELEVATION,app/src/main/assets/metadata/canonical_v1,8,,,ADD,
JOINT_ACTION,SCAPULAR_PROTRACTION,app/src/main/assets/metadata/canonical_v1,21,,,ADD,
JOINT_ACTION,SCAPULAR_RETRACTION,app/src/main/assets/metadata/canonical_v1,21,,,ADD,
JOINT_ACTION,SCAPULAR_UPWARD_ROTATION,app/src/main/assets/metadata/canonical_v1,15,,,ADD,
JOINT_ACTION,SHOULDER_ABDUCTION,app/src/main/assets/metadata/canonical_v1,12,,,ADD,
JOINT_ACTION,SHOULDER_ADDUCTION,app/src/main/assets/metadata/canonical_v1,12,,,ADD,
JOINT_ACTION,SHOULDER_EXTENSION,app/src/main/assets/metadata/canonical_v1,47,,,ADD,
JOINT_ACTION,SHOULDER_EXTERNAL_ROTATION,app/src/main/assets/metadata/canonical_v1,3,,,ADD,
JOINT_ACTION,SHOULDER_FLEXION,app/src/main/assets/metadata/canonical_v1,47,,,ADD,
JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,app/src/main/assets/metadata/canonical_v1,24,,,ADD,
JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,app/src/main/assets/metadata/canonical_v1,24,,,ADD,
JOINT_ACTION,SHOULDER_INTERNAL_ROTATION,app/src/main/assets/metadata/canonical_v1,4,,,ADD,
JOINT_ACTION,THORACIC_EXTENSION,app/src/main/assets/metadata/canonical_v1,5,,,ADD,
JOINT_ACTION,THORACIC_FLEXION,app/src/main/assets/metadata/canonical_v1,5,,,ADD,
JOINT_ACTION,THORACIC_ROTATION,app/src/main/assets/metadata/canonical_v1,17,,,ADD,
JOINT_ACTION,WRIST_EXTENSION,app/src/main/assets/metadata/canonical_v1,4,,,ADD,
JOINT_ACTION,WRIST_FLEXION,app/src/main/assets/metadata/canonical_v1,4,,,ADD,
JOINT_COMPLEX,jc_ankle_hindfoot,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_cervical_spine,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_elbow_flexion_extension,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_foot_mid_forefoot,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_forearm_radioulnar,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_hand_grip,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_hip,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_knee_patellofemoral,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_knee_tibiofemoral,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_lumbar_spine,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_pelvic_ring_sacroiliac,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_shoulder_glenohumeral,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_shoulder_scapuloclavicular,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_thoracic_spine_ribcage,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_COMPLEX,jc_wrist_carpal,app/src/main/assets/metadata/tissue_load_v1/tissue_rcv_joint_complexes_v1.csv,1,,,ADD,
JOINT_IMPACT,COURT_DECELERATION_IMPACT,app/src/main/assets/metadata/canonical_v1,1,코트 감속 충격,Court deceleration impact,RETAIN,
JOINT_IMPACT,DECELERATION_IMPACT,app/src/main/assets/metadata/canonical_v1,1,감속 충격,Deceleration impact,RETAIN,
JOINT_IMPACT,DIRECTION_CHANGE_IMPACT_STRESS,app/src/main/assets/metadata/canonical_v1,1,방향 Change 충격 스트레스,Direction change impact stress,REVISE,
JOINT_IMPACT,HIGH_AMPLITUDE_JUMP_LANDING_STRESS,app/src/main/assets/metadata/canonical_v1,1,High Amplitude 점프 착지 스트레스,High amplitude jump landing stress,REVISE,
JOINT_IMPACT,JUMP_LANDING_IMPACT_STRESS,app/src/main/assets/metadata/canonical_v1,1,점프 착지 충격 스트레스,Jump landing impact stress,RETAIN,
JOINT_IMPACT,LOW_LEVEL_REACTIVE_IMPACT,app/src/main/assets/metadata/canonical_v1,1,Low Level 반응성 충격,Low level reactive impact,REVISE,
JOINT_IMPACT,NONE,app/src/main/assets/metadata/canonical_v1,0,없음,None,RETAINED_SEARCH_ONLY,
JOINT_IMPACT,REPEATED_LOW_AMPLITUDE_IMPACT_STRESS,app/src/main/assets/metadata/canonical_v1,1,Repeated Low Amplitude 충격 스트레스,Repeated low amplitude impact stress,REVISE,
JOINT_IMPACT,REPETITIVE_LOCOMOTION_IMPACT,app/src/main/assets/metadata/canonical_v1,1,Repetitive Locomotion 충격,Repetitive locomotion impact,REVISE,
JOINT_TENDON_IMPACT_STRESS,HIGH,app/src/main/assets/metadata/canonical_v1,1,높음,High,RETAIN,
JOINT_TENDON_IMPACT_STRESS,LOW,app/src/main/assets/metadata/canonical_v1,1,낮음,Low,RETAIN,
JOINT_TENDON_IMPACT_STRESS,MODERATE,app/src/main/assets/metadata/canonical_v1,1,보통,Moderate,RETAIN,
JOINT_TENDON_IMPACT_STRESS,VERY_HIGH,app/src/main/assets/metadata/canonical_v1,1,매우 높음,Very high,RETAIN,
KINETIC_CHAIN,CLOSED_CHAIN,app/src/main/assets/metadata/canonical_v1,71,,,ADD,
KINETIC_CHAIN,OPEN_CHAIN,app/src/main/assets/metadata/canonical_v1,94,,,ADD,
LATERALITY,ALTERNATING,app/src/main/assets/metadata/canonical_v1,1,Alternating,Alternating,REVISE,
LATERALITY,ASYMMETRIC,app/src/main/assets/metadata/canonical_v1,1,Asymmetric,Asymmetric,REVISE,
LATERALITY,BILATERAL,app/src/main/assets/metadata/canonical_v1,149,Bilateral,Bilateral,REVISE,
LATERALITY,UNILATERAL,app/src/main/assets/metadata/canonical_v1,108,편측,Unilateral,RETAIN,
LIGAMENT_JOINT_STABILITY,ANKLE_ACHILLES,app/src/main/assets/metadata/canonical_v1,0,발목 아킬레스,Ankle achilles,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,ANKLE_EVERSION_CONTROL_STRESS,app/src/main/assets/metadata/canonical_v1,1,발목 Eversion 제어 스트레스,Ankle eversion control stress,REVISE,
LIGAMENT_JOINT_STABILITY,ANKLE_INVERSION_LIGAMENT_STRESS,app/src/main/assets/metadata/canonical_v1,1,발목 Inversion 인대 스트레스,Ankle inversion ligament stress,REVISE,
LIGAMENT_JOINT_STABILITY,ANKLE_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,발목 안정성 스트레스,Ankle stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,ELBOW,app/src/main/assets/metadata/canonical_v1,0,팔꿈치,Elbow,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,ELBOW_JOINT_STRESS,app/src/main/assets/metadata/canonical_v1,1,팔꿈치 관절 스트레스,Elbow joint stress,RETAIN,
LIGAMENT_JOINT_STABILITY,HIP,app/src/main/assets/metadata/canonical_v1,0,고관절,Hip,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,HIP_PELVIS_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,고관절 Pelvis 안정성 스트레스,Hip pelvis stability stress,REVISE,
LIGAMENT_JOINT_STABILITY,HIP_ROTATIONAL_CONTROL_STRESS,app/src/main/assets/metadata/canonical_v1,1,고관절 회전 제어 스트레스,Hip rotational control stress,RETAIN,
LIGAMENT_JOINT_STABILITY,JOINT_RANGE_CONTROL_STRESS,app/src/main/assets/metadata/canonical_v1,1,관절 Range 제어 스트레스,Joint range control stress,REVISE,
LIGAMENT_JOINT_STABILITY,KNEE,app/src/main/assets/metadata/canonical_v1,0,무릎,Knee,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,KNEE_ANKLE_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 발목 안정성 스트레스,Knee ankle stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,KNEE_HIP_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 고관절 안정성 스트레스,Knee hip stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,KNEE_JOINT_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 관절 스트레스,Knee joint stress,RETAIN,
LIGAMENT_JOINT_STABILITY,KNEE_ROTATIONAL_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 회전 안정성 스트레스,Knee rotational stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,KNEE_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 안정성 스트레스,Knee stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,KNEE_VALGUS_CONTROL_STRESS,app/src/main/assets/metadata/canonical_v1,1,무릎 Valgus 제어 스트레스,Knee valgus control stress,REVISE,
LIGAMENT_JOINT_STABILITY,LOW_BACK,app/src/main/assets/metadata/canonical_v1,0,Low 등,Low back,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,LUMBOPELVIC_CONTROL_STRESS,app/src/main/assets/metadata/canonical_v1,1,요골반 제어 스트레스,Lumbopelvic control stress,RETAIN,
LIGAMENT_JOINT_STABILITY,NONE,app/src/main/assets/metadata/canonical_v1,0,없음,None,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,SHOULDER,app/src/main/assets/metadata/canonical_v1,0,어깨,Shoulder,RETAINED_SEARCH_ONLY,
LIGAMENT_JOINT_STABILITY,SHOULDER_EXTENSION_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,어깨 신전 안정성 스트레스,Shoulder extension stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,SHOULDER_JOINT_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,어깨 관절 안정성 스트레스,Shoulder joint stability stress,RETAIN,
LIGAMENT_JOINT_STABILITY,SHOULDER_SCAPULAR_STABILITY_STRESS,app/src/main/assets/metadata/canonical_v1,1,어깨 견갑 안정성 스트레스,Shoulder scapular stability stress,RETAIN,
