resourceKey,korean,english,scope,sourcePath,sourceLineOrSymbol,classification,status,placeholderSignature,pluralRequired,notes
,반응,,CoachCheckInInterpreter,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt,56,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 ${safeWindow}일 동안 ${affectedAxes.joinToString(,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,49,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,)} 부하에 많이 기여한 기록입니다.,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,49,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 피로 상승은 ${top.label} 기록과 ${top.affectedAxes.joinToString(,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,76,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,)} 부담이 함께 누적된 영향일 가능성이 큽니다.,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,76,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,고중량·힘 신경계,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,83,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,전신 근육,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,84,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,국소 근육,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,85,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,고속,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,86,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,반응,,CoachFatigueCauseAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt,87,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,수면 기록 부족,,CoachingSignalModels,app/src/main/java/com/training/trackplanner/analysis/coach/CoachingSignalModels.kt,59,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 수면 입력이 부족해 수면 보정 신호를 계산하지 않았습니다.,,CoachingSignalModels,app/src/main/java/com/training/trackplanner/analysis/coach/CoachingSignalModels.kt,60,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,코트 시간 반응 데이터가 적습니다,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,60,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,배드민턴 시간과 다음날 회복 입력을 날짜 기준으로 모으는 중입니다.,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,61,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 수면 입력이 낮아 긴 코트 시간 뒤 회복 해석을 보수적으로 봅니다.,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,80,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,긴 코트 시간 뒤 회복 입력을 확인합니다,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,87,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,90분 이상 코트 시간 뒤 반응을 봅니다,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,88,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,코트 시간 반응은 참고 수준입니다,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,89,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,${strongestThreshold}분 이상 배드민턴 뒤 다음날 피로/불편감 입력이 높았던 기록이 있습니다. 같은 패턴을 단정하지 않고 다음날 강도를 보수적으로 봅니다.,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,92,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,현재 기록에서는 긴 코트 시간이 항상 다음날 높은 피로 입력으로 이어진다고 보기 어렵습니다.,,CourtDurationRecoveryAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt,94,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,수면 입력도 낮아 회복 해석을 보수적으로 봅니다.,,JointTendonWarningAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt,34,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,관절/건 불편감 입력을 확인합니다,,JointTendonWarningAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt,38,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,"최근 불편감 입력과 관련 운동 기록이 함께 보입니다. 점프, 감속, 고중량 하체는 강도를 낮춰 확인합니다.",,JointTendonWarningAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt,41,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 불편감 입력이 높습니다. 운동 기록만으로 단정하지 않고 오늘 부하를 보수적으로 조절합니다.,,JointTendonWarningAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt,43,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 수면 입력이 낮아 RPE 해석을 보수적으로 봅니다.,,RpeAutoregulationAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt,65,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,비슷한 부하에서 RPE가 상승했습니다,,RpeAutoregulationAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt,72,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,"${top.exerciseName}의 최근 RPE 평균 ${top.recentRpe.formatOneDecimal()}, 이전 비슷한 세트 ${top.baselineRpe.formatOneDecimal()}입니다. 오늘은 같은 무게라도 체감 강도를 확인하며 조절합니다.",,RpeAutoregulationAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt,73,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,최근 수면이 많이 낮습니다,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,46,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 수면을 보수적으로 봅니다,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,47,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,최근 수면은 큰 경고 신호가 아닙니다,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,48,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,수면 기록 부족,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,49,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,"최근 3일 평균 ${recent}시간, 기준 ${baseline}시간입니다. 오늘 강도 해석을 보수적으로 적용합니다.",,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,82,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,최근 3일 평균 ${recent}시간입니다. 고강도 훈련 판단에는 여유를 둡니다.,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,84,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,최근 3일 평균 ${recent}시간입니다. 피로 신호를 조금 더 보수적으로 봅니다.,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,86,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,최근 3일 평균 ${recent}시간입니다. 수면만으로 강한 조절 신호를 만들지는 않습니다.,,SleepRecoverySignalAnalyzer,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt,88,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,피로도를 계산하고 있습니다.,,DailyFatigueModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueModels.kt,172,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 전,,DailyFatigueModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueModels.kt,174,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,계산 중,,DailyFatigueModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueModels.kt,175,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도는 평소 범위입니다.,,FatigueAnalysisMapper,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt,205,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도 상승입니다. 회복 미완료 여부는 다음 날 흐름에서 확인합니다.,,FatigueAnalysisMapper,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt,207,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도가 매우 높습니다. 다음 날 회복 흐름을 확인하세요.,,FatigueAnalysisMapper,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt,209,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도가 높습니다. 다음 날 회복 흐름을 확인하세요.,,FatigueAnalysisMapper,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt,211,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도는 현재 흐름과 비슷합니다.,,FatigueAnalysisMapper,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt,212,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,2주,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,6,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,4주,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,7,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,8주,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,8,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,12주,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,9,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,28주,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,10,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,현재 피로도,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,17,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,고중량·힘 신경계,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,18,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,전신 근육,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,19,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,국소 근육,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,20,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,고속,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,21,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,반응,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,22,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,회복 지속,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,23,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 역할,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,38,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,동작 계열,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,39,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,프로그램 역할,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,40,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동명,,FatigueAnalysisModels,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt,41,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로 부담이 낮습니다.,,FatigueMath,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt,117,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,평소 훈련 부하 범위입니다.,,FatigueMath,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt,118,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,일부 피로가 평소보다 높습니다.,,FatigueMath,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt,119,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,강도나 반복 부위를 조절하세요.,,FatigueMath,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt,120,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,회복을 우선하고 고강도 훈련을 피하세요.,,FatigueMath,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt,121,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,현재,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,17,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 전,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,17,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,28,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,회복 우선 확인,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,72,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,회복 확인 필요,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,73,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,예상 피로도 증가,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,74,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,예상 피로도 증가,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,75,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,예상 피로도 보통,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,76,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,양호,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,86,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,보통,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,87,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,주의,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,88,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,높음,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,89,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,매우 높음,,HomeFatigueCardSummaryFactory,app/src/main/java/com/training/trackplanner/analysis/fatigue/HomeFatigueCardSummaryFactory.kt,90,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,간단히,,FatigueAnalysisSection,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt,26,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,자세히,,FatigueAnalysisSection,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt,27,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로도 분석,,FatigueAnalysisSection,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt,45,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로도를 계산하고 있습니다.,,FatigueAnalysisSection,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt,52,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 기록이 쌓이면 표시됩니다.,,FatigueCharts,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueCharts.kt,34,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 기록이 쌓이면 표시됩니다.,,FatigueCharts,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueCharts.kt,53,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로도 변화,,FatigueDetailView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt,26,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,주간 평균,,FatigueDetailView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt,33,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로 기여도 추이,,FatigueDetailView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt,36,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,표시할 항목을 선택하세요.,,FatigueDetailView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt,53,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 기록이 쌓이면 표시됩니다.,,FatigueDetailView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt,55,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,피로도 변화,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,23,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,현재,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,38,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,끝나면 예상 피로도,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,43,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,높은 부하,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,60,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,여유 부하,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,61,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,운동 기록이 쌓이면 표시됩니다.,,FatigueSimpleView,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt,81,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,항목 검색,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,78,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,모두 해제,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,85,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,상위 3개 다시 선택,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,88,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,REVIEW,Baseline Kotlin literal inventory
,선택 기간 기여 ${source.periodContributionPercent}%,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,98,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,검색 결과가 없습니다.,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,122,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,닫기,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,133,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,적용,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,141,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,항목 선택,,FatigueSourceMultiSelect,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt,152,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
