stableKey,korean,english,source,status
band_pallof_press,밴드 팔로프 프레스,Band Pallof Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_28347c1f,버드독,Bird Dog,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_3f184ef9,버피,Burpee,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_deca2b61,벤치 딥스,Bench Dips,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
barbell_bench_press,벤치프레스,Bench Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e2efd0fe,불가리안 스플릿 스쿼트,Bulgarian Split Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_9b132c23,사이드 스텝 후 정지,Side Step to Stop,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_f6d43398,사이드 플랭크,Side Plank,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,Suspension Trainer Single-Arm Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,Suspension Trainer Inverted Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a4040be3,셔틀런,Shuttle Run,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_681eed4a,수영,Swimming,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_284ecca6,슈퍼맨,Superman,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_1052e9fa,스미스 머신 런지,Smith Machine Lunge,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fa3416f6,스미스 머신 스쿼트,Smith Machine Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c4535de3,스캡 푸시업,Scapular Push-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e1894690,스캡 풀업,Scapular Pull-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_ee378da7,스케이터 스쿼트,Skater Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
barbell_back_squat,스쿼트,Back Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c4ea0a2a,스킵 바운드,Skip Bound,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_b59bed7d,스탠딩 레그 컬,Standing Leg Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,Standing Calf Raise Machine,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c5c2fdef,스트라이드,Stride,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_ca5cce66,스트레이트암 풀다운,Straight-Arm Pulldown,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_dd16e07a,스트레칭,Stretching,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_f2a79d37,스플릿 스쿼트,Split Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c6d9efef,스플릿 스텝,Split Step,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_8e69fc74,스플릿 스텝 리액션,Split-Step Reaction,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_377448a9,스플릿 스텝 후 좌우 런지,Split Step to Left/Right Lunge,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a76f20b6,시티드 원암 케이블 로우,Seated Single-Arm Cable Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_5c8751d2,시티드 카프 레이즈,Seated Calf Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_ab918e2b,실내 자전거,Stationary Bike,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_767e188e,아놀드 프레스,Arnold Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_73b0b63f,아처 푸시업,Archer Push-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,An Se-young-Inspired High-Intensity Rally Footwork,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a412dd45,앙클링,Ankling,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_4255e429,앞뒤 랜덤 콕줍기,Random Front-Back Shuttle Pickup,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_2055b629,애질리티 래더,Agility Ladder,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_32219f7a,오버헤드 프레스,Overhead Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e3715c0b,워킹 런지,Walking Lunge,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_d60745b4,원레그 레그 익스텐션,Single-Leg Leg Extension,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_8824026f,원레그 레그 컬,Single-Leg Leg Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a091b9fe,원레그 레그 프레스,Single-Leg Leg Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_85f12271,원레그 박스 스쿼트,Single-Leg Box Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_5ca7133f,원레그 카프 레이즈,Single-Leg Calf Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_f1d31d3d,원레그 핵 스쿼트,Single-Leg Hack Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_314df428,원레그 홉 투 스틱,Single-Leg Hop to Stick,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
single_leg_hip_bridge,원레그 힙 브릿지,Single-Leg Hip Bridge,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e0b1e364,원암 덤벨 RDL,Single-Arm Dumbbell RDL,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_30a0e9aa,원암 덤벨 로우,Single-Arm Dumbbell Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_389e0556,원암 덤벨 벤치프레스,Single-Arm Dumbbell Bench Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_7814843a,원암 덤벨 숄더프레스,Single-Arm Dumbbell Shoulder Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,Single-Arm Dumbbell Overhead Triceps Extension,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_85b2ac56,원암 덤벨 컬,Single-Arm Dumbbell Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_32eb8457,원암 랫풀다운,Single-Arm Lat Pulldown,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a60496be,원암 리어델트 케이블 플라이,Single-Arm Rear Delt Cable Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_33d2da8e,원암 머신 로우,Single-Arm Machine Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c365e5e2,원암 스트레이트암 풀다운,Single-Arm Straight-Arm Pulldown,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_9f283612,원암 인클라인 덤벨 프레스,Single-Arm Incline Dumbbell Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_b076570e,원암 케이블 래터럴 레이즈,Single-Arm Cable Lateral Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c536edc2,원암 케이블 숄더프레스,Single-Arm Cable Shoulder Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,Single-Arm Cable Overhead Triceps Extension,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_3d5719de,원암 케이블 컬,Single-Arm Cable Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,Single-Arm Cable Triceps Pushdown,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_442617f6,원암 케이블 플라이,Single-Arm Cable Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_40fa57be,원암 케이블 하이 로우,Single-Arm Cable High Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_86323ed6,원암 해머 컬,Single-Arm Hammer Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_f332aeab,월 드라이브,Wall Drive,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_f97a05ab,월 슬라이드,Wall Slide,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_64661229,월싯,Wall Sit,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_d5048362,인클라인 덤벨 컬,Incline Dumbbell Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a61f1e96,인클라인 덤벨 프레스,Incline Dumbbell Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a61f307a,인클라인 덤벨 플라이,Incline Dumbbell Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_faae2044,인터벌 러닝,Interval Running,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_df966b45,점프 런지,Jump Lunge,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_421ba24b,좌우 랜덤 콕줍기,Random Lateral Shuttle Pickup,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_9bd6dddb,줄넘기,Jump Rope,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e41e8dcf,중량 친업,Weighted Chin-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e41f4c2b,중량 풀업,Weighted Pull-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,Gymnastic Ring Single-Arm Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,Gymnastic Ring Inverted Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
chest_supported_row_machine,체스트 서포티드 로우 머신,Chest-Supported Row Machine,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_6a966452,체스트 서포티드 원암 덤벨 로우,Chest-Supported Single-Arm Dumbbell Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_462c760e,체스트 서포티드 원암 머신 로우,Chest-Supported Single-Arm Machine Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_1a4bbdcf,축구,Soccer,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_6466fe77,친업,Chin-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a345e30b,캡틴체어 레그 레이즈,Captain's Chair Leg Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c62c0716,컨센트레이션 컬,Concentration Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_b76d3f92,케이블 래터럴 레이즈,Cable Lateral Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fa31f7a6,케이블 로우,Cable Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_rear_delt_fly,케이블 리어델트 플라이,Cable Rear Delt Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_lift,케이블 리프트,Cable Lift,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,Cable Overhead Triceps Extension,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_woodchop,케이블 우드찹,Cable Woodchop,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_3c3692aa,케이블 원암 로우,Single-Arm Cable Row,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e709eeda,케이블 컬,Cable Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fa34ddfe,케이블 킥백,Cable Kickback,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_pallof_press,케이블 팔로프 프레스,Cable Pallof Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_4c76dbb2,케이블 풀스루,Cable Pull-Through,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_4c779df2,케이블 플라이,Cable Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
cable_hip_adduction,케이블 힙 어덕션,Cable Hip Adduction,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,Kettlebell Goblet Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_7404067c,케틀벨 스윙,Kettlebell Swing,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,Kettlebell Single-Leg Romanian Deadlift,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
kettlebell_farmer_carry,케틀벨 파머스 캐리,Kettlebell Farmer's Carry,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
kettlebell_halo,케틀벨 헤일로,Kettlebell Halo,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a611010d,코사크 스쿼트,Cossack Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a8385c4a,코펜하겐 플랭크,Copenhagen Plank,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a4350c0f,콘 드릴,Cone Drill,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_b69ab702,크로스바디 해머 컬,Cross-Body Hammer Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_27b3deb5,클로즈그립 벤치프레스,Close-Grip Bench Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_91f6958d,터키시 겟업,Turkish Get-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_2f3b56d0,테니스,Tennis,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fa570291,트라이셉스 푸시다운,Triceps Pushdown,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_3caa236b,파이크 푸시업,Pike Push-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
face_pull,페이스풀,Face Pull,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e465d1e9,포고 점프,Pogo Jump,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_28902b13,푸시업,Push-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
pull_up,풀업,Pull-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_c5043892,프론트 스쿼트,Front Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,Front-Foot-Elevated Split Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_91b749b3,플랫 덤벨 플라이,Flat Dumbbell Fly,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_a44ae2ca,플랭크,Plank,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,Plate Rotational Press-Out,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
