schema_version,row_type,program_key,program_name,duration_days,week_number,day_of_week,order_index,exercise_name,category,detail1,detail2,mode,description,family_id,family_name,family_role,family_e1rm_multiplier,default_rest_seconds,rest_seconds,prescription,set_count,reps,weight_kg,seconds,stable_key,source,movement_pattern,movement_category,primary_muscles,secondary_muscles,equipment_tags,force_type,body_region,laterality,joint_emphasis,scapular_demand,hip_demand,plane,is_unilateral,metadata_updated_at
3,exercise,,,,,,,원암 케이블 트라이셉스 푸시다운,근력운동,삼두근,전완근/코어,"케이블, 한팔 무게*횟수",한 팔씩 케이블을 아래로 밀어 팔꿈치를 편다. 팔꿈치 위치를 고정해 좌우 삼두 차이를 확인한다.,,,,1,60,,,,,,,ex_5322f2d1,BUILT_IN,ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER,ACCESSORY,삼두근,전완근/코어,케이블,ISOLATION,UPPER,UNILATERAL,ELBOW|SHOULDER,SHOULDER_STABILITY_LIGHT,,SAGITTAL,1,1781278881407
3,exercise,,,,,,,원암 케이블 플라이,근력운동,대흉근,전면삼각근/코어,"케이블, 한팔 무게*횟수",케이블을 한 팔씩 몸 앞쪽으로 모은다. 몸통 회전을 억제하면서 가슴 수축과 좌우 차이를 따로 본다.,,,,1,60,,,,,,,ex_442617f6,BUILT_IN,CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION,ACCESSORY,대흉근,전면삼각근/코어,케이블,PUSH,UPPER,UNILATERAL,SHOULDER,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,1,1781278881407
3,exercise,,,,,,,원암 케이블 하이 로우,근력운동,광배근/하부승모근,능형근/후면삼각근/코어,"케이블, 한팔 무게*횟수",높은 케이블을 한쪽 팔로 대각선 아래로 당긴다. 스매시 후 당기는 패턴과 견갑 하강을 보강한다.,row,로우,원암/덤벨 로우 보정,1.12,75,,,,,,,ex_40fa57be,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,광배근/하부승모근,능형근/후면삼각근/코어,케이블,PULL,UPPER,UNILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,1,1781278881407
3,exercise,,,,,,,원암 해머 컬,근력운동,상완요골근/이두근,전완근/그립,"덤벨, 한팔 무게*횟수",엄지가 위를 향하게 잡고 한 팔씩 들어 올린다. 라켓 그립과 전완 버티는 힘을 함께 보강한다.,,,,1,60,,,,,,,ex_86323ed6,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS|UNILATERAL_UPPER,ACCESSORY,상완요골근/이두근,전완근/그립,덤벨,ISOLATION,UPPER,UNILATERAL,ELBOW|WRIST,,,SAGITTAL,1,1781278881407
3,exercise,,,,,,,월싯,근력운동,대퇴사두근,둔근/코어,"벽, 시간",벽에 등을 기대고 무릎을 굽힌 상태로 버틴다. 무릎 각도와 허리 위치를 일정하게 유지한다.,,,,1,45,,,,,,,ex_64661229,BUILT_IN,KNEE_DOMINANT|LOWER_BODY_STRENGTH,STRENGTH,대퇴사두근,둔근/코어,벽,LOWER_BODY,LOWER,BILATERAL,HIP|KNEE,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,인버티드 로우,근력운동,광배근/능형근,후면삼각근/이두근/코어,"바 또는 링, 횟수",바 아래에 몸을 두고 가슴을 바 쪽으로 당긴다. 몸을 곧게 유지해 등과 견갑 제어를 함께 훈련한다.,row,로우,로우 계열,1,75,,,,,,,ex_e159d15a,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|CORE_STABILITY_SUPPORT,STRENGTH,광배근/능형근,후면삼각근/이두근/코어,TRX/링,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,인클라인 덤벨 컬,근력운동,이두근 장두,전완근,"덤벨, 무게*횟수",기울인 벤치에 기대 팔을 뒤쪽에 둔 상태로 컬한다. 이두가 늘어난 위치에서 천천히 시작한다.,,,,1,60,,,,,,,ex_d5048362,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,이두근 장두,전완근,덤벨|콘/마커,ISOLATION,UPPER,BILATERAL,ELBOW|WRIST,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,인클라인 덤벨 프레스,근력운동,상부대흉근,전면삼각근/삼두근,"덤벨, 무게*횟수","인클라인 덤벨 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 상부대흉근이고, 전면삼각근/삼두근이 흔들리지 않게 보조한다.",vertical_press,수직 프레스,덤벨/머신 프레스 보정,1.08,90,,,,,,,ex_a61f1e96,BUILT_IN,PUSH_HORIZONTAL|CHEST_STRENGTH,STRENGTH,상부대흉근,전면삼각근/삼두근,덤벨|콘/마커,PUSH,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,인클라인 덤벨 플라이,근력운동,상부대흉근,전면삼각근/전거근,"덤벨, 무게*횟수",기울인 벤치에서 팔을 넓게 열었다가 상부 가슴으로 모은다. 어깨 앞쪽이 밀리지 않게 가동범위를 조절한다.,,,,1,60,,,,,,,ex_a61f307a,BUILT_IN,CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION,ACCESSORY,상부대흉근,전면삼각근/전거근,덤벨|콘/마커,PUSH,UPPER,BILATERAL,SHOULDER,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,중량 친업,근력운동,광배근/이두근,전완근/코어,"벨트 또는 덤벨, 무게*횟수",친업에 추가 중량을 걸고 당긴다. 팔꿈치 굴곡 힘과 등 힘을 유지하되 실패지점까지 밀지 않는다.,weighted_pullup,중량 풀업,풀업 계열,1,120,,,,,,,ex_e41e8dcf,BUILT_IN,PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH,STRENGTH,광배근/이두근,전완근/코어,덤벨,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION,,FRONTAL,0,1781278881407
3,exercise,,,,,,,중량 풀업,근력운동,광배근/대원근,이두근/전완근/코어,"벨트 또는 덤벨, 무게*횟수",풀업에 추가 중량을 걸고 몸통 흔들림을 줄여 당긴다. 배드민턴의 등/그립/견갑 안정성 강화에 유리하다.,weighted_pullup,중량 풀업,풀업 계열,1,120,,,,,,,ex_e41f4c2b,BUILT_IN,PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH,STRENGTH,광배근/대원근,이두근/전완근/코어,덤벨,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION,,FRONTAL,0,1781278881407
3,exercise,,,,,,,체스트 서포티드 로우,근력운동,광배근/능형근,후면삼각근/이두근,"벤치 또는 머신, 무게*횟수",가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,bench_press,벤치프레스,벤치프레스 계열,1,90,,,,,,,ex_8e51640a,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION,STRENGTH,광배근/능형근,후면삼각근/이두근,머신|벤치,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,체스트 서포티드 원암 덤벨 로우,근력운동,광배근/능형근,후면삼각근/이두근,"인클라인 벤치/덤벨, 한팔 무게*횟수",가슴을 벤치에 기대고 한 팔씩 당긴다. 허리 반동을 줄여 등 수축과 좌우 차이를 더 깔끔하게 기록할 수 있다.,bench_press,벤치프레스,덤벨 벤치프레스 보정,1.22,75,,,,,,,ex_6a966452,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,광배근/능형근,후면삼각근/이두근,덤벨|벤치|콘/마커,PULL,UPPER,UNILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,1,1781278881407
3,exercise,,,,,,,체스트 서포티드 원암 로우,근력운동,광배근/능형근,후면삼각근/이두근,"인클라인 벤치/덤벨 또는 머신, 한팔 무게*횟수",가슴을 지지한 상태에서 한 팔씩 당긴다. 허리 피로를 줄이고 등 수축 품질을 유지하기 좋다.,bench_press,벤치프레스,덤벨 벤치프레스 보정,1.22,75,,,,,,,ex_462c760e,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,광배근/능형근,후면삼각근/이두근,덤벨|머신|벤치|콘/마커,PULL,UPPER,UNILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,1,1781278881407
3,exercise,,,,,,,친업,근력운동,광배근/이두근,전완근/코어,"맨몸 또는 중량, 횟수",손바닥이 몸을 향하게 잡고 가슴을 바까지 당긴다. 팔꿈치 굴곡과 등 통합 힘을 함께 기른다.,weighted_pullup,중량 풀업,풀업 계열,1,90,,,,,,,ex_6466fe77,BUILT_IN,PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL,STRENGTH,광배근/이두근,전완근/코어,맨몸,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION,,FRONTAL,0,1781278881407
3,exercise,,,,,,,카프 레이즈,근력운동,비복근/가자미근,발목안정근,"머신 또는 덤벨, 무게*횟수","뒤꿈치를 들어 올려 종아리를 수축한다. 점프, 착지, 보행 안정성 보조에 쓰는 기본 종아리 운동이다.",,,,1,60,,,,,,,ex_f892893e,BUILT_IN,CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT,ACCESSORY,비복근/가자미근,발목안정근,덤벨|머신,ISOLATION,LOWER,BILATERAL,ANKLE,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,캡틴체어 레그 레이즈,근력운동,복직근/고관절굴곡근,전거근/견갑안정근,"캡틴체어, 횟수",팔꿈치를 받치고 다리를 들어 올린다. 매달리기 부담 없이 하복부와 고관절 굴곡을 기록하기 좋다.,,,,1,60,,,,,,,ex_a345e30b,BUILT_IN,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,복직근/고관절굴곡근,전거근/견갑안정근,,CORE,TRUNK,BILATERAL,SPINE|HIP,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,컨센트레이션 컬,근력운동,이두근,전완근,"덤벨, 한팔 무게*횟수",팔꿈치를 허벅지 안쪽에 고정하고 한 팔씩 컬한다. 반동을 줄인 이두 고립운동으로 좌우 차이 확인에 좋다.,,,,1,60,,,,,,,ex_c62c0716,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT,ACCESSORY,이두근,전완근,덤벨,ISOLATION,UPPER,UNILATERAL,ELBOW|WRIST,,,SAGITTAL,1,1781278881407
3,exercise,,,,,,,케이블 래터럴 레이즈,근력운동,측면삼각근,상부승모근/회전근개,"케이블, 무게*횟수",케이블을 옆으로 들어 측면삼각근을 수축한다. 덤벨보다 시작 구간 장력이 커서 가볍게 통제한다.,,,,1,60,,,,,,,ex_b76d3f92,BUILT_IN,SHOULDER_ABDUCTION|SHOULDER_ISOLATION|SHOULDER_ACCESSORY,ACCESSORY,측면삼각근,상부승모근/회전근개,케이블,ISOLATION,UPPER,BILATERAL,SHOULDER,SCAPULAR_CONTROL_LIGHT,,FRONTAL,0,1781278881407
3,exercise,,,,,,,케이블 로우,근력운동,광배근/능형근,이두근/후면삼각근,"케이블, 무게*횟수",케이블을 몸쪽으로 당겨 등을 수축한다. 허리 부담을 낮추면서 등 볼륨을 쌓기 좋은 기본 로우다.,row,로우,로우 계열,1,90,,,,,,,ex_fa31f7a6,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION,STRENGTH,광배근/능형근,이두근/후면삼각근,케이블,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,케이블 원암 로우,근력운동,광배근/능형근,이두근/후면삼각근/코어,"케이블, 무게*횟수","케이블 원암 로우: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 광배근/능형근이고, 이두근/후면삼각근/코어이 흔들리지 않게 보조한다.",row,로우,원암/덤벨 로우 보정,1.12,75,,,,,,,ex_3c3692aa,BUILT_IN,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,광배근/능형근,이두근/후면삼각근/코어,케이블,PULL,UPPER,UNILATERAL,SHOULDER|ELBOW,SCAPULAR_RETRACTION,,TRANSVERSE,1,1781278881407
3,exercise,,,,,,,케이블 원암 트라이셉스 익스텐션,근력운동,삼두근,전완근/코어,"케이블, 무게*횟수","케이블 원암 트라이셉스 익스텐션: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 삼두근이고, 전완근/코어이 흔들리지 않게 보조한다.",,,,1,60,,,,,,,ex_eb636bac,BUILT_IN,ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER,ACCESSORY,삼두근,전완근/코어,케이블,ISOLATION,UPPER,UNILATERAL,ELBOW|SHOULDER,SHOULDER_STABILITY_LIGHT,,SAGITTAL,1,1781278881407
3,exercise,,,,,,,케이블 컬,근력운동,이두근,전완근,"케이블, 무게*횟수",케이블을 팔꿈치 고정 상태로 말아 올린다. 반복 내내 장력이 유지돼 이두 고립에 좋다.,,,,1,60,,,,,,,ex_e709eeda,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,이두근,전완근,케이블,ISOLATION,UPPER,BILATERAL,ELBOW|WRIST,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,케이블 킥백,근력운동,둔근,햄스트링/코어,"케이블, 한발 무게*횟수",발목 스트랩으로 한쪽 다리를 뒤로 뻗는다. 허리를 꺾지 않고 둔근 수축으로 끝 범위를 만든다.,,,,1,60,,,,,,,ex_fa34ddfe,BUILT_IN,HIP_EXTENSION|GLUTE_ISOLATION|POSTERIOR_CHAIN_ACCESSORY|UNILATERAL_LOWER,ACCESSORY,둔근,햄스트링/코어,케이블,ISOLATION,LOWER,UNILATERAL,HIP,,HIP_EXTENSION,SAGITTAL,1,1781278881407
3,exercise,,,,,,,케이블 풀스루,근력운동,둔근/햄스트링,척추기립근/코어,"케이블, 무게*횟수",케이블을 다리 사이로 잡고 엉덩이를 뒤로 보냈다가 편다. 허리보다 둔근과 햄스트링으로 마무리한다.,,,,1,75,,,,,,,ex_4c76dbb2,BUILT_IN,HIP_HINGE|POSTERIOR_CHAIN_STRENGTH,STRENGTH,둔근/햄스트링,척추기립근/코어,케이블,HINGE,LOWER,BILATERAL,HIP|SPINE,,HIP_EXTENSION,SAGITTAL,0,1781278881407
3,exercise,,,,,,,케이블 플라이,근력운동,대흉근,전면삼각근/코어,"케이블, 무게*횟수",케이블을 양손으로 모아 가슴을 수축한다. 프레스 후 가슴 볼륨을 보완하는 고립운동이다.,,,,1,60,,,,,,,ex_4c779df2,BUILT_IN,CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION,ACCESSORY,대흉근,전면삼각근/코어,케이블,PUSH,UPPER,BILATERAL,SHOULDER,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,크로스바디 해머 컬,근력운동,상완요골근/상완근,이두근/전완근,"덤벨, 무게*횟수",덤벨을 반대쪽 가슴 방향으로 들어 올린다. 팔 두께와 전완 보조 힘을 함께 기른다.,,,,1,60,,,,,,,ex_b69ab702,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS,ACCESSORY,상완요골근/상완근,이두근/전완근,덤벨,ISOLATION,UPPER,BILATERAL,ELBOW|WRIST,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,클로즈그립 벤치프레스,근력운동,삼두근/대흉근,전면삼각근,"바벨, 무게*횟수",일반 벤치보다 손 간격을 좁혀 밀어 올린다. 손목과 어깨가 불편하면 간격을 조금 넓혀 조절한다.,bench_press,벤치프레스,좁은 그립 벤치프레스 보정,1.05,120,,,,,,,ex_27b3deb5,BUILT_IN,PUSH_HORIZONTAL|CHEST_STRENGTH,STRENGTH,삼두근/대흉근,전면삼각근,바벨|벤치,PUSH,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,킥스탠스 RDL,근력운동,햄스트링/둔근,척추기립근/골반안정근,"덤벨 또는 바벨, 무게*횟수",한쪽 발을 뒤꿈치 보조로 두고 앞다리 중심으로 힙힌지를 한다. 싱글 레그 RDL보다 안정적으로 좌우 차이를 본다.,,,,1,90,,,,,,,ex_885b629,BUILT_IN,HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,햄스트링/둔근,척추기립근/골반안정근,바벨|덤벨,HINGE,LOWER,UNILATERAL,HIP|SPINE,,HIP_EXTENSION|PELVIC_STABILITY,SAGITTAL,1,1781278881407
3,exercise,,,,,,,트라이셉스 푸시다운,근력운동,삼두근,전완근,"케이블, 무게*횟수",케이블 바나 로프를 아래로 밀어 삼두근을 수축한다. 팔 볼륨을 위한 기본 삼두 고립운동이다.,,,,1,60,,,,,,,ex_fa570291,BUILT_IN,ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY,ACCESSORY,삼두근,전완근,케이블,ISOLATION,UPPER,BILATERAL,ELBOW|SHOULDER,SHOULDER_STABILITY_LIGHT,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,파이크 푸시업,근력운동,전면삼각근/측면삼각근,삼두근/상부승모근/코어,"맨몸, 횟수",엉덩이를 높이고 머리가 바닥 쪽으로 내려가게 밀어낸다. 맨몸으로 오버헤드 프레스 패턴을 연습한다.,,,,1,75,,,,,,,ex_3caa236b,BUILT_IN,PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION,STRENGTH,전면삼각근/측면삼각근,삼두근/상부승모근/코어,맨몸,PUSH,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,페이스풀,근력운동,후면삼각근/하부승모근,회전근개/능형근,"케이블, 무게*횟수","페이스풀: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 후면삼각근/하부승모근이고, 회전근개/능형근이 흔들리지 않게 보조한다.",,,,1,60,,,,,,,face_pull,BUILT_IN,SHOULDER_HORIZONTAL_ABDUCTION|REAR_DELTOID_ISOLATION|SHOULDER_ACCESSORY|SCAPULAR_RETRACTION|EXTERNAL_ROTATION_SUPPORT,ACCESSORY,후면삼각근/하부승모근,회전근개/능형근,케이블,PULL,UPPER,BILATERAL,SHOULDER,SCAPULAR_RETRACTION|ROTATOR_CUFF_SUPPORT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,푸시업,근력운동,대흉근,삼두근/전면삼각근/코어,"맨몸, 횟수","푸시업: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대흉근이고, 삼두근/전면삼각근/코어이 흔들리지 않게 보조한다.",,,,1,60,,,,,,,ex_28902b13,BUILT_IN,PUSH_HORIZONTAL|CHEST_STRENGTH,STRENGTH,대흉근,삼두근/전면삼각근/코어,맨몸,PUSH,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,풀업,근력운동,광배근,이두근/코어,"맨몸, 횟수","풀업: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 광배근이고, 이두근/코어이 흔들리지 않게 보조한다.",weighted_pullup,중량 풀업,풀업 계열,1,90,,,,,,,pull_up,BUILT_IN,PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL,STRENGTH,광배근,이두근/코어,맨몸,PULL,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION,,FRONTAL,0,1781278881407
3,exercise,,,,,,,프론트 스쿼트,근력운동,대퇴사두근/코어,둔근/상부등,"바벨, 무게*횟수",바벨을 앞쪽 어깨에 올리고 스쿼트한다. 상체를 세운 자세로 대퇴사두근과 코어를 함께 훈련한다.,squat,스쿼트,프론트 스쿼트 보수 환산,0.88,120,,,,,,,ex_c5043892,BUILT_IN,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN,STRENGTH,대퇴사두근/코어,둔근/상부등,바벨,LOWER_BODY,LOWER,BILATERAL,HIP|KNEE,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,프론트풋 엘리베이티드 스플릿 스쿼트,근력운동,대퇴사두근/둔근,내전근/햄스트링/코어,"낮은 발판/덤벨, 무게*횟수",앞발을 낮은 발판에 올리고 깊게 내려간다. 무릎 전방 범위와 둔근 사용을 함께 늘릴 때 쓴다.,squat,스쿼트,프론트 스쿼트 보수 환산,0.88,90,,,,,,,ex_7ce96a7a,BUILT_IN,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,대퇴사두근/둔근,내전근/햄스트링/코어,덤벨|박스/스텝박스,LOWER_BODY,LOWER,ALTERNATING,HIP|KNEE,,PELVIC_STABILITY,SAGITTAL,1,1781278881407
3,exercise,,,,,,,프리처 컬,근력운동,이두근,전완근,"EZ바 또는 덤벨, 무게*횟수",팔꿈치를 패드에 고정해 반동을 줄이고 컬한다. 아놀드식 팔 훈련에서 자주 보이는 이두 고립운동이다.,,,,1,60,,,,,,,ex_e994008a,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT,ACCESSORY,이두근,전완근,EZ바|덤벨,ISOLATION,UPPER,BILATERAL,ELBOW|WRIST,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,플랫 덤벨 플라이,근력운동,대흉근,전면삼각근/전거근,"덤벨, 무게*횟수",팔꿈치를 살짝 굽힌 채 양팔을 벌렸다가 가슴 앞으로 모은다. 프레스보다 가슴 늘어남과 수축 감각을 우선한다.,,,,1,60,,,,,,,ex_91b749b3,BUILT_IN,CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION,ACCESSORY,대흉근,전면삼각근/전거근,덤벨,PUSH,UPPER,BILATERAL,SHOULDER,SCAPULAR_CONTROL_LIGHT,,TRANSVERSE,0,1781278881407
3,exercise,,,,,,,할로우 바디 홀드,근력운동,복직근/심부코어,고관절굴곡근,"맨몸, 시간",허리를 바닥에 붙이고 팔과 다리를 뻗은 채 버틴다. 몸통이 꺾이지 않는 기본 코어 긴장을 만든다.,row,로우,로우 계열,1,45,,,,,,,ex_2a826c82,BUILT_IN,CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE,SUPPORT,복직근/심부코어,고관절굴곡근,맨몸,CORE,TRUNK,BILATERAL,SPINE|HIP,,,ANTI_EXTENSION,0,1781278881407
3,exercise,,,,,,,해머 컬,근력운동,상완요골근/이두근,전완근,"덤벨, 무게*횟수",엄지가 위를 향하게 들고 컬한다. 팔 두께와 그립 보조에 좋고 배드민턴 전완 보강에도 쓸 수 있다.,,,,1,60,,,,,,,ex_2892da5a,BUILT_IN,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS,ACCESSORY,상완요골근/이두근,전완근,덤벨,ISOLATION,UPPER,BILATERAL,ELBOW|WRIST,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,핵 스쿼트,근력운동,대퇴사두근,둔근/햄스트링,"머신, 무게*횟수",머신에서 등을 대고 깊게 내려갔다가 밀어 올린다. 대퇴사두근에 집중하기 쉬운 보디빌딩 하체 운동이다.,,,,1,120,,,,,,,ex_e9e97659,BUILT_IN,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN,STRENGTH,대퇴사두근,둔근/햄스트링,핵스쿼트 머신,LOWER_BODY,LOWER,BILATERAL,HIP|KNEE,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,핸드스탠드 푸시업,근력운동,전면삼각근/측면삼각근,삼두근/상부승모근/코어,"벽 또는 맨몸, 횟수",벽을 이용하거나 물구나무 자세에서 팔을 굽혔다 편다. 난도가 높으므로 범위와 자세 품질을 먼저 관리한다.,,,,1,120,,,,,,,ex_fa2e73b3,BUILT_IN,PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION,STRENGTH,전면삼각근/측면삼각근,삼두근/상부승모근/코어,벽|맨몸,PUSH,UPPER,BILATERAL,SHOULDER|ELBOW,SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,행잉 레그 레이즈,근력운동,복직근/고관절굴곡근,전완근/광배근,"철봉, 횟수",철봉에 매달려 다리를 들어 올린다. 골반을 말아 올리는 느낌으로 코어를 쓰고 흔들림을 줄인다.,,,,1,60,,,,,,,ex_b3f447be,BUILT_IN,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,복직근/고관절굴곡근,전완근/광배근,철봉/풀업바,CORE,TRUNK,BILATERAL,SPINE|HIP,,,SAGITTAL,0,1781278881407
3,exercise,,,,,,,힙 쓰러스트,근력운동,둔근,햄스트링/코어,"바벨, 무게*횟수","힙 쓰러스트: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다.",,,,1,120,,,,,,,ex_721f7b5b,BUILT_IN,HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY,STRENGTH,둔근,햄스트링/코어,바벨,HINGE,LOWER,BILATERAL,HIP,,HIP_EXTENSION,SAGITTAL,0,1781278881407
3,exercise,,,,,,,힙 어덕션,근력운동,내전근,골반안정근/코어,"머신 또는 케이블, 무게*횟수",다리를 안쪽으로 모아 내전근을 훈련한다. 사이드 런지와 코트 감속에서 필요한 안쪽 허벅지 힘을 보강한다.,,,,1,60,,,,,,,ex_eaea872c,BUILT_IN,HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT,SUPPORT,내전근,골반안정근/코어,케이블|머신,LOWER_BODY,LOWER,BILATERAL,HIP,,PELVIC_STABILITY,FRONTAL,0,1781278881407
