"seedId","title","authorsOrLeadAuthor","year","journal","pmid","pmcid","doi","kciArticleId","language","targetComplexIds","targetTissueIds","candidateAxes","reportedMetrics","exerciseConditions","evidenceRelationCandidate","sourcePriority","accessStatus","verificationStatus","publicationIntegrityStatus","intendedUse","knownLimitations","notes"
"TISSUE_MTC_SEED_037","Primary deep-squat cartilage and meniscus stress studies cited by the above papers","","","","","","","","en","KNEE_MENISCAL_CARTILAGE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover and verify - Do not use review summaries as claims","Prompt section 19.3; research lead only; no claim or approval."
"TISSUE_MTC_SEED_038","Primary meniscus-root and contact-stress finite-element studies","","","","","","","","en","KNEE_MENISCAL_CARTILAGE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","FINITE_ELEMENT_MECHANISM","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Do not transfer injured-root models to healthy exercise scoring","Prompt section 19.3; research lead only; no claim or approval."
"TISSUE_MTC_SEED_039","Meniscal load distribution under axial compression and tibial rotation","","","","","","","","en","KNEE_MENISCAL_CARTILAGE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","FINITE_ELEMENT_MECHANISM","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover primary cadaveric or FE studies","Prompt section 19.3; research lead only; no claim or approval."
"TISSUE_MTC_SEED_040","Measurement of in vivo anterior cruciate ligament strain during dynamic jump landing","Taylor KA|Terry ME|Utturkar GM|Spritzer CE|Queen RM|Irribarra LA|Garrett WE|DeFrate LE","2011","Journal of biomechanics","21092960","PMC3053134","10.1016/j.jbiomech.2010.10.028","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","DIRECT_INTERNAL_MEASUREMENT","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_041","In Vivo Anterior Cruciate Ligament Deformation During a Single-Legged Jump Measured by Magnetic Resonance Imaging and High-Speed Biplanar Radiography","Englander ZA|Baldwin EL 3rd|Smith WAR|Garrett WE|Spritzer CE|DeFrate LE","2019","The American journal of sports medicine","31593498","PMC7042957","10.1177/0363546519876074","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_042","Elevated In Vivo ACL Strain Is Associated With a Straight Knee in Both the Sagittal and the Coronal Planes","Foody JN|Bradley PX|Spritzer CE|Wittstein JR|DeFrate LE|Englander ZA","2023","The American journal of sports medicine","36625427","","10.1177/03635465221141876","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_043","In vivo measurement of ACL length and relative strain during walking","Taylor KA|Cutcliffe HC|Queen RM|Utturkar GM|Spritzer CE|Garrett WE|DeFrate LE","2013","Journal of biomechanics","23178040","PMC3552116","10.1016/j.jbiomech.2012.10.031","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title and PMID","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_044","The strain behavior of the anterior cruciate ligament during squatting and active flexion-extension. A comparison of an open and a closed kinetic chain exercise","Beynnon BD|Johnson RJ|Fleming BC|Stankewich CJ|Renström PA|Nichols CE","1997","The American journal of sports medicine","9397272","","10.1177/036354659702500616","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_045","In vivo anterior cruciate ligament strain behaviour during a rapid deceleration movement: case report","Cerulli G|Benoit DL|Lamontagne M|Caraffa A|Liti A","2003","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","14523613","","10.1007/s00167-003-0403-6","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","DIRECT_INTERNAL_MEASUREMENT","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_046","Hamstrings Contraction Regulates the Magnitude and Timing of the Peak ACL Loading During the Drop Vertical Jump in Female Athletes","Ueno R|Navacchia A|Schilaty ND|Myer GD|Hewett TE|Bates NA","2021","Orthopaedic journal of sports medicine","34604430","PMC8485303","10.1177/23259671211034487","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_047","Computational study of extrinsic factors affecting ACL strain during single-leg jump landing","Rao H|Bakker R|McLachlin S|Chandrashekar N","2024","BMC musculoskeletal disorders","38654258","PMC11036765","10.1186/s12891-024-07372-7","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_048","The influence of deceleration forces on ACL strain during single-leg landing: a simulation study","Shin CS|Chaudhari AM|Andriacchi TP","2007","Journal of biomechanics","16797556","","10.1016/j.jbiomech.2006.05.004","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_049","The effects of single-leg landing technique on ACL loading","Laughlin WA|Weinhandl JT|Kernozek TW|Cobb SC|Keenan KG|O'Connor KM","2011","Journal of biomechanics","21561623","","10.1016/j.jbiomech.2011.04.010","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_050","Effect of axial tibial torque direction on ACL relative strain and strain rate in an in vitro simulated pivot landing","Oh YK|Kreinbrink JL|Wojtys EM|Ashton-Miller JA","2012","Journal of orthopaedic research : official publication of the Orthopaedic Research Society","22025178","PMC4048060","10.1002/jor.21572","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_051","The influence of muscle-tendon forces on ACL loading during jump landing: a systematic review","Oberhofer K|Hosseini Nasab SH|Schütz P|Postolka B|Snedeker JG|Taylor WR|List R","2017","Muscles, ligaments and tendons journal","28717620","PMC5505580","10.11138/mltj/2017.7.1.125","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify PMID","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_052","Cruciate ligament force during the wall squat and the one-leg squat","Escamilla RF|Zheng N|Imamura R|Macleod TD|Edwards WB|Hreljac A|Fleisig GS|Wilk KE|Moorman CT 3rd|Andrews JR","2009","Medicine and science in sports and exercise","19127183","","10.1249/MSS.0b013e3181882c6d","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL|KNEE_PCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_053","Cruciate ligament forces between short-step and long-step forward lunge","Escamilla RF|Zheng N|Macleod TD|Imamura R|Edwards WB|Hreljac A|Fleisig GS|Wilk KE|Moorman CT 3rd|Paulos L|Andrews JR","2010","Medicine and science in sports and exercise","20195182","","10.1249/MSS.0b013e3181d966d4","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL|KNEE_PCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_054","Cruciate ligament forces in the human knee during rehabilitation exercises","Toutoungi DE|Lu TW|Leardini A|Catani F|O'Connor JJ","2000","Clinical biomechanics (Bristol, Avon)","10656979","","10.1016/s0268-0033(99)00063-7","","en","CRUCIATE_LIGAMENT_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","METRIC_EXTRACTED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title and model semantics","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_055","Effect of knee flexion angle on ground reaction forces, knee moments and muscle co-contraction during an impact-like deceleration landing: implications for the non-contact mechanism of ACL injury","Podraza JT|White SC","2010","The Knee","20303276","","10.1016/j.knee.2010.02.013","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_056","The relationship between anterior tibial shear force during a jump landing task and quadriceps and hamstring strength","Bennett DR|Blackburn JT|Boling MC|McGrath M|Walusz H|Padua DA","2008","Clinical biomechanics (Bristol, Avon)","18599168","","10.1016/j.clinbiomech.2008.05.005","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Not direct ACL strain","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_057","Hamstrings stiffness and landing biomechanics linked to anterior cruciate ligament loading","Blackburn JT|Norcross MF|Cannon LN|Zinder SM","2013","Journal of athletic training","24303987","PMC3867087","10.4085/1062-6050-48.4.01","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_058","Effect of verbal instructions on muscle activity and risk of injury to the anterior cruciate ligament during landing","Cowling EJ|Steele JR|McNair PJ","2003","British journal of sports medicine","12663353","PMC1724613","10.1136/bjsm.37.2.126","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_059","Effects of chronic anterior cruciate ligament deficiency on muscle activation patterns during an abrupt deceleration task","Steele JR|Brown JM","1999","Clinical biomechanics (Bristol, Avon)","10619112","","10.1016/s0268-0033(98)00071-0","","en","CRUCIATE_LIGAMENT_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_060","Relative strain in the anterior cruciate ligament and medial collateral ligament during simulated jump landing and sidestep cutting tasks: implications for injury risk","Bates NA|Nesbitt RJ|Shearn JT|Myer GD|Hewett TE","2015","The American journal of sports medicine","26150588","PMC6584634","10.1177/0363546515589165","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_ACL|KNEE_MCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_061","Knee Abduction Affects Greater Magnitude of Change in ACL and MCL Strains Than Matched Internal Tibial Rotation In Vitro","Bates NA|Nesbitt RJ|Shearn JT|Myer GD|Hewett TE","2017","Clinical orthopaedics and related research","28455730","PMC5599390","10.1007/s11999-017-5367-9","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_ACL|KNEE_MCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_062","Robotic simulation of identical athletic-task kinematics on cadaveric limbs exhibits a lack of differences in knee mechanics between contralateral pairs","Bates NA|McPherson AL|Nesbitt RJ|Shearn JT|Myer GD|Hewett TE","2017","Journal of biomechanics","28062120","PMC5501177","10.1016/j.jbiomech.2016.12.019","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_ACL|KNEE_MCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CADAVERIC_MECHANISM","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_063","Strain in the human medial collateral ligament during valgus loading of the knee","Gardiner JC|Weiss JA|Rosenberg TD","2001","Clinical orthopaedics and related research","11603680","","10.1097/00003086-200110000-00031","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_MCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_064","Evaluation of the mechanical properties of posterolateral structures and supporting posterolateral instability of the knee","Chun YM|Kim SJ|Kim HS","2008","Journal of orthopaedic research : official publication of the Orthopaedic Research Society","18404705","","10.1002/jor.20596","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_LCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_065","Kinematics of Different Components of the Posterolateral Corner of the Knee in the Lateral Collateral Ligament-intact State: A Human Cadaveric Study","Domnick C|Frosch KH|Raschke MJ|Vogel N|Schulze M|von Glahn M|Drenck TC|Herbort M","2017","Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association","28615108","","10.1016/j.arthro.2017.03.035","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_066","Relative role changing of lateral collateral ligament on the posterolateral rotatory instability according to the knee flexion angles: a biomechanical comparative study of role of lateral collateral ligament and popliteofibular ligament","Lim HC|Bae JH|Bae TS|Moon BC|Shyam AK|Wang JH","2012","Archives of orthopaedic and trauma surgery","22847725","","10.1007/s00402-012-1591-7","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","KNEE_LCL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_067","Strain distribution of the anterolateral ligament during internal rotation at different knee flexion angles: A biomechanical study on human cadavers","Wang Y|Li S|Xu D|Qian L|Jiang C|Fu M|Sun P|Ouyang J","2019","The Knee","30709642","","10.1016/j.knee.2019.01.001","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_068","The popliteofibular ligament. An anatomical study of the posterolateral corner of the knee","Shahane SA|Ibbotson C|Strachan R|Bickerstaff DR","1999","The Journal of bone and joint surgery. British volume","10463736","","10.1302/0301-620x.81b4.9501","","en","CORONAL_ROTATIONAL_KNEE_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_069","Mechanics of the human hamstring muscles during sprinting","Schache AG|Dorn TW|Blanch PD|Brown NA|Pandy MG","2012","Medicine and science in sports and exercise","21912301","","10.1249/MSS.0b013e318236a3d2","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_070","Hamstring muscle kinematics during treadmill sprinting","Thelen DG|Chumanov ES|Hoerth DM|Best TM|Swanson SC|Li L|Young M|Heiderscheit BC","2005","Medicine and science in sports and exercise","15632676","","10.1249/01.mss.0000150078.79120.c8","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_071","Towards evidence based strength training: a comparison of muscle forces during deadlifts, goodmornings and split squats","Schellenberg F|Taylor WR|Lorenzetti S","2017","BMC sports science, medicine & rehabilitation","28725437","PMC5513080","10.1186/s13102-017-0077-x","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
