"stableKey","canonicalMovementFamily","biomechanicalMovementFamily","mappingStatus"
"med_ball_chest_pass","POWER_CORE_SHOULDER","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"medicine_ball_rotational_throw","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"medicine_ball_side_slam","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"medicine_ball_three_step_acceleration_throw","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"medicine_ball_three_step_deceleration_throw","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"cable_woodchop","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"cable_lift","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"band_woodchop","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"band_lift","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"landmine_rotation","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"landmine_rainbow","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"landmine_anti_rotation","TRUNK_ANTI_ROTATION_STABILITY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"plate_rotational_press_out","TRUNK_ANTI_ROTATION_STABILITY","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"dumbbell_woodchop","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"kettlebell_halo","SCAPULAR_SHOULDER_SUPPORT","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"vipr_rotational_lift","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"vipr_chop","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"vipr_shovel_scoop","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"vipr_step_and_rotate","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
"vipr_rotational_press_out","ROTATIONAL_KINETIC_CHAIN","NOT_APPLICABLE","AUDITED_NOT_APPLICABLE"
