"traceId","relationshipId","stableKey","complexId","axis","axisScaleId","researchScore","operationalScore","provenanceTier","confidence","fallbackRuleId","inheritanceLevel","resolutionPath","coefficientSetId","resolutionStatus"
"MTC_TRACE_MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX","barbell_back_squat","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX","barbell_back_squat","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","MTC_REL_barbell_back_squat_KNEE_MENISCAL_CARTILAGE_COMPLEX","barbell_back_squat","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX_M","MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX","barbell_back_squat","CRUCIATE_LIGAMENT_COMPLEX","M","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX_T","MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX","barbell_back_squat","CRUCIATE_LIGAMENT_COMPLEX","T","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX_C","MTC_REL_barbell_back_squat_CRUCIATE_LIGAMENT_COMPLEX","barbell_back_squat","CRUCIATE_LIGAMENT_COMPLEX","C","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX_M","MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX","barbell_back_squat","ANKLE_PROPULSION_IMPACT_COMPLEX","M","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX_T","MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX","barbell_back_squat","ANKLE_PROPULSION_IMPACT_COMPLEX","T","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX_C","MTC_REL_barbell_back_squat_ANKLE_PROPULSION_IMPACT_COMPLEX","barbell_back_squat","ANKLE_PROPULSION_IMPACT_COMPLEX","C","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:SQUAT","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_b59bed7d","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:KNEE_FLEXION","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_b59bed7d","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:KNEE_FLEXION","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","MTC_REL_ex_b59bed7d_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_b59bed7d","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:KNEE_FLEXION","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX_M","MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_bd072cd","ANKLE_PROPULSION_IMPACT_COMPLEX","M","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX_T","MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_bd072cd","ANKLE_PROPULSION_IMPACT_COMPLEX","T","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX_C","MTC_REL_ex_bd072cd_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_bd072cd","ANKLE_PROPULSION_IMPACT_COMPLEX","C","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX_M","MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX","ex_bd072cd","MEDIAL_ANKLE_ARCH_COMPLEX","M","MTC_SCALE_MEDIAL_ANKLE_ARCH_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX_T","MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX","ex_bd072cd","MEDIAL_ANKLE_ARCH_COMPLEX","T","MTC_SCALE_MEDIAL_ANKLE_ARCH_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX_C","MTC_REL_ex_bd072cd_MEDIAL_ANKLE_ARCH_COMPLEX","ex_bd072cd","MEDIAL_ANKLE_ARCH_COMPLEX","C","MTC_SCALE_MEDIAL_ANKLE_ARCH_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:CALF_RAISE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX_M","MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX","ex_f2a79d37","KNEE_EXTENSOR_CONTACT_COMPLEX","M","MTC_SCALE_KNEE_EXTENSOR_CONTACT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX_T","MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX","ex_f2a79d37","KNEE_EXTENSOR_CONTACT_COMPLEX","T","MTC_SCALE_KNEE_EXTENSOR_CONTACT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX_C","MTC_REL_ex_f2a79d37_KNEE_EXTENSOR_CONTACT_COMPLEX","ex_f2a79d37","KNEE_EXTENSOR_CONTACT_COMPLEX","C","MTC_SCALE_KNEE_EXTENSOR_CONTACT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX","ex_f2a79d37","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX","ex_f2a79d37","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","MTC_REL_ex_f2a79d37_KNEE_MENISCAL_CARTILAGE_COMPLEX","ex_f2a79d37","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","MTC_SCALE_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX_M","MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX","ex_f2a79d37","CRUCIATE_LIGAMENT_COMPLEX","M","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX_T","MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX","ex_f2a79d37","CRUCIATE_LIGAMENT_COMPLEX","T","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX_C","MTC_REL_ex_f2a79d37_CRUCIATE_LIGAMENT_COMPLEX","ex_f2a79d37","CRUCIATE_LIGAMENT_COMPLEX","C","MTC_SCALE_CRUCIATE_LIGAMENT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX","ex_f2a79d37","CORONAL_ROTATIONAL_KNEE_COMPLEX","M","MTC_SCALE_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX","ex_f2a79d37","CORONAL_ROTATIONAL_KNEE_COMPLEX","T","MTC_SCALE_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","MTC_REL_ex_f2a79d37_CORONAL_ROTATIONAL_KNEE_COMPLEX","ex_f2a79d37","CORONAL_ROTATIONAL_KNEE_COMPLEX","C","MTC_SCALE_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_f2a79d37","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_f2a79d37","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","MTC_REL_ex_f2a79d37_POSTERIOR_KNEE_HAMSTRING_COMPLEX","ex_f2a79d37","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","MTC_SCALE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX_M","MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_f2a79d37","ANKLE_PROPULSION_IMPACT_COMPLEX","M","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX_T","MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_f2a79d37","ANKLE_PROPULSION_IMPACT_COMPLEX","T","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX_C","MTC_REL_ex_f2a79d37_ANKLE_PROPULSION_IMPACT_COMPLEX","ex_f2a79d37","ANKLE_PROPULSION_IMPACT_COMPLEX","C","MTC_SCALE_ANKLE_PROPULSION_IMPACT_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX_M","MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX","ex_f2a79d37","LATERAL_ANKLE_STABILITY_COMPLEX","M","MTC_SCALE_LATERAL_ANKLE_STABILITY_COMPLEX_M","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX_T","MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX","ex_f2a79d37","LATERAL_ANKLE_STABILITY_COMPLEX","T","MTC_SCALE_LATERAL_ANKLE_STABILITY_COMPLEX_T","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
"MTC_TRACE_MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX_C","MTC_REL_ex_f2a79d37_LATERAL_ANKLE_STABILITY_COMPLEX","ex_f2a79d37","LATERAL_ANKLE_STABILITY_COMPLEX","C","MTC_SCALE_LATERAL_ANKLE_STABILITY_COMPLEX_C","","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_BRIDGE_FALLBACK_4_MOVEMENT_FAMILY","MOVEMENT_FAMILY","EXACT_MISS>STABLE_KEY_MISS>VARIANT_MISS>MOVEMENT_FAMILY:LUNGE","TISSUE_MTC_C4A_0_1_1","RESOLVED_OPERATIONAL_RESEARCH_UNKNOWN"
