"correctionDispositionId","affectedArtifactType","affectedArtifactId","replacementArtifactId","oldMechanicalLoadMode","newMechanicalLoadMode","oldTemporalMetric","newTemporalMetric","oldMeasurementMetric","newMeasurementMetric","oldNormalizationBasis","newNormalizationBasis","oldEventContext","newEventContext","oldMovementPhase","newMovementPhase","oldExternalLoadRepresentation","newExternalLoadRepresentation","oldEvidenceRelation","newEvidenceRelation","oldRubricKind","newRubricKind","correctionDecision","correctionReason","sourceIds","requiresAdditionalResearch","preparedBy","preparedByType","preparedAt","correctionNotes"
"C31CORR_81","METRIC_EXTRACTION","C3METRIC_40705768_ANKLE_PEAK","C3METRIC_40705768_ANKLE_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_82","METRIC_EXTRACTION","C3METRIC_40705768_PFJ_PEAK","C3METRIC_40705768_PFJ_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_83","METRIC_EXTRACTION","C3METRIC_40705768_TFJ_PEAK","C3METRIC_40705768_TFJ_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_84","METRIC_EXTRACTION","C3METRIC_8947402_TFJ_SHEAR","C3METRIC_8947402_TFJ_SHEAR","ANTERIOR_POSTERIOR_SHEAR","ANTERIOR_POSTERIOR_SHEAR","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_85","METRIC_EXTRACTION","C3METRIC_R1C_01_ACH_SEATED_PEAK","C3METRIC_R1C_01_ACH_SEATED_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_86","METRIC_EXTRACTION","C3METRIC_R1C_02_ACH_SINGLE_CALF_PEAK","C3METRIC_R1C_02_ACH_SINGLE_CALF_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_87","METRIC_EXTRACTION","C3METRIC_R1C_03_ACH_REPEATED_HOP_PEAK","C3METRIC_R1C_03_ACH_REPEATED_HOP_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_88","METRIC_EXTRACTION","C3METRIC_R1C_04_ACH_SINGLE_CALF_RATE","C3METRIC_R1C_04_ACH_SINGLE_CALF_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_89","METRIC_EXTRACTION","C3METRIC_R1C_05_PAT_BW_SQUAT_PEAK","C3METRIC_R1C_05_PAT_BW_SQUAT_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_90","METRIC_EXTRACTION","C3METRIC_R1C_06_PAT_BULGARIAN_PEAK","C3METRIC_R1C_06_PAT_BULGARIAN_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_91","METRIC_EXTRACTION","C3METRIC_R1C_07A_PFJ_60_SQUAT_PEAK","C3METRIC_R1C_07A_PFJ_60_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_92","METRIC_EXTRACTION","C3METRIC_R1C_07B_PFJ_60_SQUAT_IMPULSE","C3METRIC_R1C_07B_PFJ_60_SQUAT_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_93","METRIC_EXTRACTION","C3METRIC_R1C_07C_PFJ_60_SQUAT_RATE","C3METRIC_R1C_07C_PFJ_60_SQUAT_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_94","METRIC_EXTRACTION","C3METRIC_R1C_08A_PFJ_FULL_SQUAT_PEAK","C3METRIC_R1C_08A_PFJ_FULL_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_95","METRIC_EXTRACTION","C3METRIC_R1C_08B_PFJ_FULL_SQUAT_IMPULSE","C3METRIC_R1C_08B_PFJ_FULL_SQUAT_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_96","METRIC_EXTRACTION","C3METRIC_R1C_08C_PFJ_FULL_SQUAT_RATE","C3METRIC_R1C_08C_PFJ_FULL_SQUAT_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_97","METRIC_EXTRACTION","C3METRIC_R1C_09A_PFJ_BULGARIAN_PEAK","C3METRIC_R1C_09A_PFJ_BULGARIAN_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_98","METRIC_EXTRACTION","C3METRIC_R1C_09B_PFJ_BULGARIAN_IMPULSE","C3METRIC_R1C_09B_PFJ_BULGARIAN_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_99","METRIC_EXTRACTION","C3METRIC_R1C_09C_PFJ_BULGARIAN_RATE","C3METRIC_R1C_09C_PFJ_BULGARIAN_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_100","METRIC_EXTRACTION","C3METRIC_R1C_10A_PFJ_LUNGE_PEAK","C3METRIC_R1C_10A_PFJ_LUNGE_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_101","METRIC_EXTRACTION","C3METRIC_R1C_10B_PFJ_LUNGE_IMPULSE","C3METRIC_R1C_10B_PFJ_LUNGE_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_102","METRIC_EXTRACTION","C3METRIC_R1C_10C_PFJ_LUNGE_RATE","C3METRIC_R1C_10C_PFJ_LUNGE_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_103","METRIC_EXTRACTION","C3METRIC_R1C_11A_PFJ_DROP_JUMP_PEAK","C3METRIC_R1C_11A_PFJ_DROP_JUMP_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_104","METRIC_EXTRACTION","C3METRIC_R1C_11B_PFJ_DROP_JUMP_IMPULSE","C3METRIC_R1C_11B_PFJ_DROP_JUMP_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_105","METRIC_EXTRACTION","C3METRIC_R1C_11C_PFJ_DROP_JUMP_RATE","C3METRIC_R1C_11C_PFJ_DROP_JUMP_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_106","METRIC_EXTRACTION","C3METRIC_R1C_12A_PFJ_MAX_HOP_PEAK","C3METRIC_R1C_12A_PFJ_MAX_HOP_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_107","METRIC_EXTRACTION","C3METRIC_R1C_12B_PFJ_MAX_HOP_IMPULSE","C3METRIC_R1C_12B_PFJ_MAX_HOP_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_108","METRIC_EXTRACTION","C3METRIC_R1C_12C_PFJ_MAX_HOP_RATE","C3METRIC_R1C_12C_PFJ_MAX_HOP_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Source metric remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_109","CLAIM_CANDIDATE","C3_ACH_MAX_HOP_LANDING_STRAIN","C3_ACH_MAX_HOP_LANDING_STRAIN","TENSION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_110","CLAIM_CANDIDATE","C3_ACH_WEIGHTED_HEEL_STRAIN","C31_ACH_WEIGHTED_HEEL_ADDED20BW_STRAIN","TENSION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","LOAD_CONDITION_CORRECTED","Candidate identity corrected with explicit context or load semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_111","CLAIM_CANDIDATE","C3_ACL_JUMP_LANDING_STRAIN","C31_ACL_JUMP_LANDING_TENSION_STRAIN","IMPACT_STABILIZATION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","RECLASSIFIED","Candidate identity corrected with explicit context or load semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_112","CLAIM_CANDIDATE","C3_ANKLE_POWER_SQUAT_PEAK","C3_ANKLE_POWER_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_113","CLAIM_CANDIDATE","C3_PFJ_POWER_SQUAT_PEAK","C3_PFJ_POWER_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_114","CLAIM_CANDIDATE","C3_R1C_01_ACH_SEATED_PEAK","C3_R1C_01_ACH_SEATED_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_115","CLAIM_CANDIDATE","C3_R1C_02_ACH_SINGLE_CALF_PEAK","C3_R1C_02_ACH_SINGLE_CALF_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_116","CLAIM_CANDIDATE","C3_R1C_03_ACH_REPEATED_HOP_PEAK","C3_R1C_03_ACH_REPEATED_HOP_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_117","CLAIM_CANDIDATE","C3_R1C_04_ACH_SINGLE_CALF_RATE","C3_R1C_04_ACH_SINGLE_CALF_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_118","CLAIM_CANDIDATE","C3_R1C_05_PAT_BW_SQUAT_PEAK","C3_R1C_05_PAT_BW_SQUAT_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_119","CLAIM_CANDIDATE","C3_R1C_06_PAT_BULGARIAN_PEAK","C3_R1C_06_PAT_BULGARIAN_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_120","CLAIM_CANDIDATE","C3_R1C_07A_PFJ_60_SQUAT_PEAK","C3_R1C_07A_PFJ_60_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_121","CLAIM_CANDIDATE","C3_R1C_07B_PFJ_60_SQUAT_IMPULSE","C3_R1C_07B_PFJ_60_SQUAT_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_122","CLAIM_CANDIDATE","C3_R1C_07C_PFJ_60_SQUAT_RATE","C3_R1C_07C_PFJ_60_SQUAT_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_123","CLAIM_CANDIDATE","C3_R1C_08A_PFJ_FULL_SQUAT_PEAK","C3_R1C_08A_PFJ_FULL_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_124","CLAIM_CANDIDATE","C3_R1C_08B_PFJ_FULL_SQUAT_IMPULSE","C3_R1C_08B_PFJ_FULL_SQUAT_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_125","CLAIM_CANDIDATE","C3_R1C_08C_PFJ_FULL_SQUAT_RATE","C3_R1C_08C_PFJ_FULL_SQUAT_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_126","CLAIM_CANDIDATE","C3_R1C_09A_PFJ_BULGARIAN_PEAK","C3_R1C_09A_PFJ_BULGARIAN_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_127","CLAIM_CANDIDATE","C3_R1C_09B_PFJ_BULGARIAN_IMPULSE","C3_R1C_09B_PFJ_BULGARIAN_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_128","CLAIM_CANDIDATE","C3_R1C_09C_PFJ_BULGARIAN_RATE","C3_R1C_09C_PFJ_BULGARIAN_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_129","CLAIM_CANDIDATE","C3_R1C_10A_PFJ_LUNGE_PEAK","C3_R1C_10A_PFJ_LUNGE_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_130","CLAIM_CANDIDATE","C3_R1C_10B_PFJ_LUNGE_IMPULSE","C3_R1C_10B_PFJ_LUNGE_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_131","CLAIM_CANDIDATE","C3_R1C_10C_PFJ_LUNGE_RATE","C3_R1C_10C_PFJ_LUNGE_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_132","CLAIM_CANDIDATE","C3_R1C_11A_PFJ_DROP_JUMP_PEAK","C3_R1C_11A_PFJ_DROP_JUMP_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_133","CLAIM_CANDIDATE","C3_R1C_11B_PFJ_DROP_JUMP_IMPULSE","C3_R1C_11B_PFJ_DROP_JUMP_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_134","CLAIM_CANDIDATE","C3_R1C_11C_PFJ_DROP_JUMP_RATE","C3_R1C_11C_PFJ_DROP_JUMP_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_135","CLAIM_CANDIDATE","C3_R1C_12A_PFJ_MAX_HOP_PEAK","C3_R1C_12A_PFJ_MAX_HOP_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_136","CLAIM_CANDIDATE","C3_R1C_12B_PFJ_MAX_HOP_IMPULSE","C3_R1C_12B_PFJ_MAX_HOP_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_137","CLAIM_CANDIDATE","C3_R1C_12C_PFJ_MAX_HOP_RATE","C3_R1C_12C_PFJ_MAX_HOP_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_138","CLAIM_CANDIDATE","C3_TFJ_POWER_SQUAT_PEAK","C3_TFJ_POWER_SQUAT_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Condition-bounded candidate remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_139","RUBRIC_OR_ANCHOR","C3_RUBRIC_ACH_TENSION_PEAK_MODERATE","C31_ANCHOR_ACH_TENSION_PEAK_MODERATE","TENSION","TENSION","","","","","","","","","","","","","","","INTERVAL_BAND","CONDITION_ANCHOR","ANCHOR_RECLASSIFIED","Point observation is an exact condition anchor, not an interval.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_140","RUBRIC_OR_ANCHOR","C3_RUBRIC_ACH_TENSION_PEAK_VERY_HIGH","C31_ANCHOR_ACH_TENSION_PEAK_VERY_HIGH","TENSION","TENSION","","","","","","","","","","","","","","","INTERVAL_BAND","CONDITION_ANCHOR","ANCHOR_RECLASSIFIED","Point observation is an exact condition anchor, not an interval.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_141","RESEARCH_DECISION","C3DEC_ACH_CYCLIC","C31DEC_ACH_CYCLIC","TENSION","TENSION","","","","","","","","","","","","","","CONTEXT_ONLY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_142","RESEARCH_DECISION","C3DEC_ACH_ENERGY_CYCLIC","C31DEC_ACH_ENERGY_CYCLIC","ENERGY_STORAGE_RELEASE","TENSION","","","","","","","","","","","","","","CONTEXT_ONLY","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_143","RESEARCH_DECISION","C3DEC_ACH_ENERGY_PEAK","C31DEC_ACH_ENERGY_PEAK","ENERGY_STORAGE_RELEASE","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_144","RESEARCH_DECISION","C3DEC_ACH_FORCE_PEAK","C31DEC_ACH_FORCE_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_145","RESEARCH_DECISION","C3DEC_ACH_IMPULSE","C31DEC_ACH_IMPULSE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_146","RESEARCH_DECISION","C3DEC_ACH_RATE","C31DEC_ACH_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_147","RESEARCH_DECISION","C3DEC_ACH_STRAIN_PEAK","C31DEC_ACH_STRAIN_PEAK","TENSION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_148","RESEARCH_DECISION","C3DEC_ACL_ANTERIOR","C31DEC_ACL_ANTERIOR","ANTERIOR_TRANSLATION_STRESS","ANTERIOR_TRANSLATION_STRESS","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_149","RESEARCH_DECISION","C3DEC_ACL_CYCLIC","C31DEC_ACL_CYCLIC","ANTERIOR_TRANSLATION_STRESS","ANTERIOR_TRANSLATION_STRESS","","","","","","","","","","","","","","CONTEXT_ONLY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
