"tissueStableKey","canonicalCode","canonicalNameKo","canonicalNameEn","tissueClass","bodyRegion","jointComplexStableKey","jointComplexCode","jointComplexNameKo","loadUnitStableKey","loadUnitCode","loadUnitNameKo","analysisResolution","splitPolicy","primaryLoadModes","recoveryClass","membershipRole","legacyAliases","existingLowerScoreRows","mappedExerciseCount","evidenceCodes","status","metadataVersion"
"tissue_f2e64c86e5","tissue_mtp_plantar_plate","중족지 족저판","Metatarsophalangeal plantar plate","FIBROCARTILAGE","FOOT","jc_f6f64cf984","jc_foot_mid_forefoot","중족·전족부 복합체","lu_cb820016df","lu_mtp_plantar_plate","중족지 족저판 복합체","GROUP","GROUP","COMPRESSION|BENDING|TENSION","FIBROCARTILAGE_COMPRESSION","COMPONENT","","0","51","META01","ACTIVE","CTM-0.1"
"tissue_b30624a2b0","tissue_glenohumeral_joint","견관절와상완관절","Glenohumeral joint","JOINT","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_d5838e52ca","lu_glenohumeral_joint","견관절와상완관절","SINGLE","SINGLE","CONTACT_PRESSURE|SHEAR|DISTRACTION|TORSION","JOINT_CONTACT","COMPONENT","","0","89","U01|U02|U05","ACTIVE","CTM-0.1"
"tissue_36333205dc","tissue_acromioclavicular_joint","견봉쇄골관절","Acromioclavicular joint","JOINT","SHOULDER_GIRDLE","jc_ffd0b0e192","jc_shoulder_scapuloclavicular","견갑·쇄골 복합체","lu_211533cb7a","lu_acromioclavicular_joint","견봉쇄골관절","SINGLE","SINGLE","CONTACT_PRESSURE|SHEAR|COMPRESSION","JOINT_CONTACT","COMPONENT","","0","86","U03|U04","ACTIVE","CTM-0.1"
"tissue_70a3bb1152","tissue_sternoclavicular_joint","흉쇄관절","Sternoclavicular joint","JOINT","SHOULDER_GIRDLE","jc_ffd0b0e192","jc_shoulder_scapuloclavicular","견갑·쇄골 복합체","lu_3298f78330","lu_sternoclavicular_joint","흉쇄관절","SINGLE","SINGLE","CONTACT_PRESSURE|SHEAR|FORCE_TRANSFER","JOINT_CONTACT","COMPONENT","","0","86","U03","ACTIVE","CTM-0.1"
"tissue_602356a435","tissue_scapulothoracic_articulation","견갑흉곽 기능관절","Scapulothoracic functional articulation","FUNCTIONAL_ARTICULATION","SHOULDER_GIRDLE","jc_ffd0b0e192","jc_shoulder_scapuloclavicular","견갑·쇄골 복합체","lu_0a858e59a0","lu_scapulothoracic_articulation","견갑흉곽 기능관절","SINGLE","SINGLE","REPETITIVE_GLIDING|FORCE_TRANSFER|STABILIZATION","FUNCTIONAL_ARTICULATION_LOAD","COMPONENT","","0","86","U03|U04","ACTIVE","CTM-0.1"
"tissue_976c1a9c26","tissue_supraspinatus_tendon","극상근건","Supraspinatus tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_3e640e59e9","lu_rotator_cuff_posterosuperior","후상방 회전근개건 복합체","GROUP","GROUP","TENSION|COMPRESSION|STABILIZATION|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","89","U02|U07","ACTIVE","CTM-0.1"
"tissue_514b348f95","tissue_infraspinatus_tendon","극하근건","Infraspinatus tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_3e640e59e9","lu_rotator_cuff_posterosuperior","후상방 회전근개건 복합체","GROUP","GROUP","TENSION|COMPRESSION|STABILIZATION|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","89","U02|U07","ACTIVE","CTM-0.1"
"tissue_ed3eafe58e","tissue_teres_minor_tendon","소원근건","Teres minor tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_3e640e59e9","lu_rotator_cuff_posterosuperior","후상방 회전근개건 복합체","GROUP","GROUP","TENSION|COMPRESSION|STABILIZATION|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","89","U02|U07","ACTIVE","CTM-0.1"
"tissue_ae1c99e3b2","tissue_subscapularis_tendon","견갑하근건","Subscapularis tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_9244162017","lu_subscapularis_tendon","견갑하근건","SINGLE","SINGLE","TENSION|STABILIZATION|INTERNAL_ROTATION","TENDON_LOAD","COMPONENT","","0","45","U02|U07","ACTIVE","CTM-0.1"
"tissue_5e2ccec798","tissue_long_head_biceps_tendon","상완이두근 장두건","Long-head biceps tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_641c50bab9","lu_long_head_biceps_tendon","상완이두근 장두건","SINGLE","SINGLE","TENSION|REPETITIVE_GLIDING|STABILIZATION","TENDON_LOAD","COMPONENT","","0","42","U02","ACTIVE","CTM-0.1"
"tissue_5a54f92c2b","tissue_pectoralis_major_tendon","대흉근건","Pectoralis major tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_889f90c55d","lu_pectoralis_major_tendon","대흉근건 복합체","GROUP","GROUP","TENSION|STRETCH|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","18","U05|U08","ACTIVE","CTM-0.1"
"tissue_ee46bd1740","tissue_latissimus_dorsi_tendon","광배근건","Latissimus dorsi tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_4a4649760b","lu_latissimus_teres_major_tendon","광배근·대원근건 복합체","GROUP","GROUP","TENSION|STRETCH|FORCE_TRANSFER","TENDON_LOAD","COMPONENT","","0","46","U02|U09","ACTIVE","CTM-0.1"
"tissue_86a1e65e56","tissue_teres_major_tendon","대원근건","Teres major tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_4a4649760b","lu_latissimus_teres_major_tendon","광배근·대원근건 복합체","GROUP","GROUP","TENSION|STRETCH|FORCE_TRANSFER","TENDON_LOAD","COMPONENT","","0","46","U02|U09","ACTIVE","CTM-0.1"
"tissue_aabc5cfcea","tissue_deltoid_tendon","삼각근건","Deltoid tendon","TENDON","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_c8bfbfac3b","lu_deltoid_tendon","삼각근건 복합체","GROUP","GROUP","TENSION|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","37","U02|U05","ACTIVE","CTM-0.1"
"tissue_8d017eed91","tissue_glenohumeral_ligament_complex","견관절와상완 인대 복합체","Glenohumeral ligament complex","LIGAMENT","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_9db157ba90","lu_glenohumeral_capsuloligament","견관절와상완 관절낭·인대 복합체","GROUP","GROUP","TENSION|END_RANGE|DISTRACTION|TORSION","LIGAMENT_STRAIN","COMPONENT","","0","39","U02","ACTIVE","CTM-0.1"
"tissue_9ab4c9cc90","tissue_coracohumeral_ligament","오구상완인대","Coracohumeral ligament","LIGAMENT","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_9db157ba90","lu_glenohumeral_capsuloligament","견관절와상완 관절낭·인대 복합체","GROUP","GROUP","TENSION|END_RANGE|DISTRACTION|TORSION","LIGAMENT_STRAIN","COMPONENT","","0","39","U02","ACTIVE","CTM-0.1"
"tissue_e9120f4563","tissue_acromioclavicular_ligament","견봉쇄골인대","Acromioclavicular ligament","LIGAMENT","SHOULDER_GIRDLE","jc_ffd0b0e192","jc_shoulder_scapuloclavicular","견갑·쇄골 복합체","lu_8df6cfe570","lu_ac_cc_ligament","견봉쇄골·오구쇄골 인대 복합체","GROUP","GROUP","TENSION|SHEAR|FORCE_TRANSFER","LIGAMENT_STRAIN","COMPONENT","","0","77","U03","ACTIVE","CTM-0.1"
"tissue_7b4b07fabb","tissue_coracoclavicular_ligament","오구쇄골인대","Coracoclavicular ligament","LIGAMENT","SHOULDER_GIRDLE","jc_ffd0b0e192","jc_shoulder_scapuloclavicular","견갑·쇄골 복합체","lu_8df6cfe570","lu_ac_cc_ligament","견봉쇄골·오구쇄골 인대 복합체","GROUP","GROUP","TENSION|SHEAR|FORCE_TRANSFER","LIGAMENT_STRAIN","COMPONENT","","0","77","U03","ACTIVE","CTM-0.1"
"tissue_95b1b0da1b","tissue_glenoid_labrum","관절와순","Glenoid labrum","FIBROCARTILAGE","SHOULDER","jc_9caf42a031","jc_shoulder_glenohumeral","견관절와상완 복합체","lu_9cf6b4fc69","lu_glenoid_labrum","관절와순","SINGLE","SINGLE","COMPRESSION|SHEAR|TORSION|DISTRACTION","FIBROCARTILAGE_COMPRESSION","COMPONENT","","0","39","U02","ACTIVE","CTM-0.1"
"tissue_e30af10e4a","tissue_humeroulnar_joint","상완척골관절","Humeroulnar joint","JOINT","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_a706efdddb","lu_elbow_joint","팔꿈치 굴신 관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|COMPRESSION|SHEAR","JOINT_CONTACT","COMPONENT","","0","113","U01|U05","ACTIVE","CTM-0.1"
"tissue_8e5c3b2414","tissue_humeroradial_joint","상완요골관절","Humeroradial joint","JOINT","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_a706efdddb","lu_elbow_joint","팔꿈치 굴신 관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|COMPRESSION|SHEAR","JOINT_CONTACT","COMPONENT","","0","113","U01|U05","ACTIVE","CTM-0.1"
"tissue_4608205e92","tissue_proximal_radioulnar_joint","근위 요척관절","Proximal radioulnar joint","JOINT","FOREARM","jc_7ac0533b9d","jc_forearm_radioulnar","요척 회전 복합체","lu_c738cc0a37","lu_radioulnar_joint","근위·원위 요척관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|TORSION|ROTATION","JOINT_CONTACT","COMPONENT","","0","38","U10","ACTIVE","CTM-0.1"
"tissue_af7cdbd941","tissue_distal_radioulnar_joint","원위 요척관절","Distal radioulnar joint","JOINT","FOREARM","jc_7ac0533b9d","jc_forearm_radioulnar","요척 회전 복합체","lu_c738cc0a37","lu_radioulnar_joint","근위·원위 요척관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|TORSION|ROTATION","JOINT_CONTACT","COMPONENT","","0","38","U10","ACTIVE","CTM-0.1"
"tissue_228c25da18","tissue_distal_biceps_tendon","원위 상완이두근건","Distal biceps tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_1b115c8b4f","lu_distal_biceps_tendon","원위 상완이두근건","SINGLE","SINGLE","TENSION|RAPID_STRAIN|SUPINATION","TENDON_LOAD","COMPONENT","","0","63","U09","ACTIVE","CTM-0.1"
"tissue_7c9fa6743b","tissue_distal_triceps_tendon","원위 상완삼두근건","Distal triceps tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_63101fe8b2","lu_distal_triceps_tendon","원위 상완삼두근건","SINGLE","SINGLE","TENSION|RAPID_STRAIN","TENDON_LOAD","COMPONENT","","0","51","U06","ACTIVE","CTM-0.1"
"tissue_6ab8c8af59","tissue_common_flexor_tendon","공통굴곡건","Common flexor tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_52a0b0ba44","lu_common_flexor_pronator_tendon","공통 굴곡·회내건 복합체","GROUP","GROUP","TENSION|GRIP|PRONATION|STABILIZATION","TENDON_LOAD","COMPONENT","","0","63","U10","ACTIVE","CTM-0.1"
"tissue_a5051659e6","tissue_pronator_teres_tendon","원회내근건","Pronator teres tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_52a0b0ba44","lu_common_flexor_pronator_tendon","공통 굴곡·회내건 복합체","GROUP","GROUP","TENSION|GRIP|PRONATION|STABILIZATION","TENDON_LOAD","COMPONENT","","0","63","U10","ACTIVE","CTM-0.1"
"tissue_45c03145ee","tissue_common_extensor_tendon","공통신전건","Common extensor tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_b929d8ffe5","lu_common_extensor_supinator_tendon","공통 신전·회외건 복합체","GROUP","GROUP","TENSION|GRIP|SUPINATION|STABILIZATION","TENDON_LOAD","COMPONENT","","0","63","U10","ACTIVE","CTM-0.1"
"tissue_bda5f6c880","tissue_supinator_tendon","회외근건","Supinator tendon","TENDON","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_b929d8ffe5","lu_common_extensor_supinator_tendon","공통 신전·회외건 복합체","GROUP","GROUP","TENSION|GRIP|SUPINATION|STABILIZATION","TENDON_LOAD","COMPONENT","","0","63","U10","ACTIVE","CTM-0.1"
"tissue_b3e48d57e3","tissue_elbow_ucl","팔꿈치 내측측부인대","Elbow ulnar collateral ligament","LIGAMENT","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_a45742ef7a","lu_elbow_ucl","팔꿈치 내측측부인대 복합체","GROUP","GROUP","TENSION|VALGUS|TORSION","LIGAMENT_STRAIN","COMPONENT","","0","14","U11","ACTIVE","CTM-0.1"
"tissue_ec44a896fe","tissue_elbow_lcl","팔꿈치 외측측부인대 복합체","Elbow lateral collateral ligament complex","LIGAMENT","ELBOW","jc_eadfb381fa","jc_elbow_flexion_extension","팔꿈치 굴신 복합체","lu_148c6ed411","lu_elbow_lcl","팔꿈치 외측측부인대 복합체","GROUP","GROUP","TENSION|VARUS|ROTATORY_STABILITY","LIGAMENT_STRAIN","COMPONENT","","0","14","U11","ACTIVE","CTM-0.1"
"tissue_21f8300cc1","tissue_annular_ligament","요골 환상인대","Annular ligament of radius","LIGAMENT","FOREARM","jc_7ac0533b9d","jc_forearm_radioulnar","요척 회전 복합체","lu_e11d5f58a5","lu_annular_ligament","요골 환상인대","SINGLE","SINGLE","TENSION|ROTATION|STABILIZATION","LIGAMENT_STRAIN","COMPONENT","","0","38","U10","ACTIVE","CTM-0.1"
"tissue_a19cc622c3","tissue_radiocarpal_joint","요수근관절","Radiocarpal joint","JOINT","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_dec56c15d8","lu_wrist_joint","요수근·중수근 관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|COMPRESSION|SHEAR|BENDING","JOINT_CONTACT","COMPONENT","","0","177","U01","ACTIVE","CTM-0.1"
"tissue_5a830323a8","tissue_midcarpal_joint","중수근관절","Midcarpal joint","JOINT","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_dec56c15d8","lu_wrist_joint","요수근·중수근 관절 복합체","GROUP","GROUP","CONTACT_PRESSURE|COMPRESSION|SHEAR|BENDING","JOINT_CONTACT","COMPONENT","","0","177","U01","ACTIVE","CTM-0.1"
"tissue_5b2967ff08","tissue_tfcc","삼각섬유연골복합체","Triangular fibrocartilage complex","FIBROCARTILAGE","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_fb7a2d91e6","lu_tfcc","삼각섬유연골복합체(TFCC)","GROUP","GROUP","COMPRESSION|SHEAR|TORSION|ULNAR_DEVIATION","FIBROCARTILAGE_COMPRESSION","COMPONENT","","0","27","U10","ACTIVE","CTM-0.1"
"tissue_e8f0be87e6","tissue_scapholunate_ligament","주상월상인대","Scapholunate ligament","LIGAMENT","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_bdb58738eb","lu_intercarpal_ligament","주상월상·월상삼각 인대 복합체","GROUP","GROUP","TENSION|SHEAR|CARPAL_STABILITY","LIGAMENT_STRAIN","COMPONENT","","0","38","U01","ACTIVE","CTM-0.1"
"tissue_aadec158d8","tissue_lunotriquetral_ligament","월상삼각인대","Lunotriquetral ligament","LIGAMENT","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_bdb58738eb","lu_intercarpal_ligament","주상월상·월상삼각 인대 복합체","GROUP","GROUP","TENSION|SHEAR|CARPAL_STABILITY","LIGAMENT_STRAIN","COMPONENT","","0","38","U01","ACTIVE","CTM-0.1"
"tissue_c98e4f0e0c","tissue_flexor_carpi_radialis_tendon","요측수근굴근건","Flexor carpi radialis tendon","TENDON","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_8af4d2c3e7","lu_wrist_flexor_tendon","손목 굴곡건 복합체","GROUP","GROUP","TENSION|GRIP|STABILIZATION","TENDON_LOAD","COMPONENT","","0","75","U10","ACTIVE","CTM-0.1"
"tissue_4360531007","tissue_flexor_carpi_ulnaris_tendon","척측수근굴근건","Flexor carpi ulnaris tendon","TENDON","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_8af4d2c3e7","lu_wrist_flexor_tendon","손목 굴곡건 복합체","GROUP","GROUP","TENSION|GRIP|STABILIZATION","TENDON_LOAD","COMPONENT","","0","75","U10","ACTIVE","CTM-0.1"
"tissue_c1221f5e4e","tissue_extensor_carpi_radialis_tendon","요측수근신근건","Extensor carpi radialis tendon","TENDON","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_0fff8b2ee4","lu_wrist_extensor_tendon","손목 신전건 복합체","GROUP","GROUP","TENSION|GRIP|STABILIZATION","TENDON_LOAD","COMPONENT","","0","75","U10","ACTIVE","CTM-0.1"
"tissue_2e1ef7f7e0","tissue_extensor_carpi_ulnaris_tendon","척측수근신근건","Extensor carpi ulnaris tendon","TENDON","WRIST","jc_6e7ae18e56","jc_wrist_carpal","손목 복합체","lu_0fff8b2ee4","lu_wrist_extensor_tendon","손목 신전건 복합체","GROUP","GROUP","TENSION|GRIP|STABILIZATION","TENDON_LOAD","COMPONENT","","0","75","U10","ACTIVE","CTM-0.1"
"tissue_c60f2bd1f5","tissue_finger_flexor_tendon","손가락 굴곡건","Finger flexor tendon","TENDON","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_c11995f705","lu_finger_flexor_pulley","손가락 굴곡건·활차 복합체","GROUP","GROUP","TENSION|GRIP|REPETITIVE_GLIDING","TENDON_LOAD","COMPONENT","","0","157","U12","ACTIVE","CTM-0.1"
"tissue_1e675db416","tissue_finger_flexor_pulley","손가락 굴곡건 활차","Finger flexor pulley","LIGAMENT","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_c11995f705","lu_finger_flexor_pulley","손가락 굴곡건·활차 복합체","GROUP","GROUP","TENSION|GRIP|REPETITIVE_GLIDING","TENDON_LOAD","COMPONENT","","0","157","U12","ACTIVE","CTM-0.1"
"tissue_79992391d4","tissue_thumb_abductor_extensor_tendon","엄지 벌림·신전건 복합체","Thumb abductor-extensor tendon complex","TENDON","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_63aa4c5406","lu_thumb_tendon","엄지 건 복합체","GROUP","GROUP","TENSION|GRIP|PINCH","TENDON_LOAD","COMPONENT","","0","15","U12","ACTIVE","CTM-0.1"
"tissue_b17725775d","tissue_thumb_flexor_tendon","엄지 굴곡건","Thumb flexor tendon","TENDON","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_63aa4c5406","lu_thumb_tendon","엄지 건 복합체","GROUP","GROUP","TENSION|GRIP|PINCH","TENDON_LOAD","COMPONENT","","0","15","U12","ACTIVE","CTM-0.1"
"tissue_fcc58a85e8","tissue_finger_joint_complex","손가락 관절 복합체","Finger joint complex","JOINT","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_6573d7bf8a","lu_hand_grip_joint_ligament","손·그립 관절·인대 복합체","GROUP","GROUP","COMPRESSION|GRIP|SHEAR|STABILIZATION","FUNCTIONAL_ARTICULATION_LOAD","COMPONENT","","0","157","U12","ACTIVE","CTM-0.1"
"tissue_ba1d866e61","tissue_thumb_cmc_joint","엄지 수근중수관절","Thumb carpometacarpal joint","JOINT","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_6573d7bf8a","lu_hand_grip_joint_ligament","손·그립 관절·인대 복합체","GROUP","GROUP","COMPRESSION|GRIP|SHEAR|STABILIZATION","FUNCTIONAL_ARTICULATION_LOAD","COMPONENT","","0","157","U12","ACTIVE","CTM-0.1"
"tissue_e1c9db452e","tissue_hand_collateral_ligament_complex","손가락 측부인대 복합체","Hand collateral ligament complex","LIGAMENT","HAND","jc_0876f954f2","jc_hand_grip","손·그립 복합체","lu_6573d7bf8a","lu_hand_grip_joint_ligament","손·그립 관절·인대 복합체","GROUP","GROUP","COMPRESSION|GRIP|SHEAR|STABILIZATION","FUNCTIONAL_ARTICULATION_LOAD","COMPONENT","","0","157","U12","ACTIVE","CTM-0.1"
