"profileId","biomechanicalMovementFamily","complexId","axis","operationalScore","provenanceTier","confidence","rubricId","coefficientSetId"
"MTC_FAMILY_BADMINTON_FOOTWORK_LATERAL_ANKLE_STABILITY_COMPLEX_T","BADMINTON_FOOTWORK","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_LATERAL_ANKLE_STABILITY_COMPLEX_C","BADMINTON_FOOTWORK","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_SYNDESMOTIC_ROTATIONAL_COMPLEX_M","BADMINTON_FOOTWORK","SYNDESMOTIC_ROTATIONAL_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_SYNDESMOTIC_ROTATIONAL_COMPLEX_T","BADMINTON_FOOTWORK","SYNDESMOTIC_ROTATIONAL_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_SYNDESMOTIC_ROTATIONAL_COMPLEX_C","BADMINTON_FOOTWORK","SYNDESMOTIC_ROTATIONAL_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_MEDIAL_ANKLE_ARCH_COMPLEX_M","BADMINTON_FOOTWORK","MEDIAL_ANKLE_ARCH_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_MEDIAL_ANKLE_ARCH_COMPLEX_T","BADMINTON_FOOTWORK","MEDIAL_ANKLE_ARCH_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_BADMINTON_FOOTWORK_MEDIAL_ANKLE_ARCH_COMPLEX_C","BADMINTON_FOOTWORK","MEDIAL_ANKLE_ARCH_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_M","JUMP_LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_T","JUMP_LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_C","JUMP_LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_M","JUMP_LUNGE","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_T","JUMP_LUNGE","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_C","JUMP_LUNGE","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","JUMP_LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","JUMP_LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","JUMP_LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","JUMP_LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","JUMP_LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","JUMP_LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_M","JUMP_LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_T","JUMP_LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_C","JUMP_LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_M","JUMP_LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_T","JUMP_LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_JUMP_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_C","JUMP_LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_M","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_T","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_C","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_M","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_T","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_C","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_KNEE_EXTENSOR_CONTACT_COMPLEX_M","LATERAL_HOP","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_KNEE_EXTENSOR_CONTACT_COMPLEX_T","LATERAL_HOP","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_KNEE_EXTENSOR_CONTACT_COMPLEX_C","LATERAL_HOP","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CRUCIATE_LIGAMENT_COMPLEX_M","LATERAL_HOP","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CRUCIATE_LIGAMENT_COMPLEX_T","LATERAL_HOP","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CRUCIATE_LIGAMENT_COMPLEX_C","LATERAL_HOP","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","LATERAL_HOP","CORONAL_ROTATIONAL_KNEE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","LATERAL_HOP","CORONAL_ROTATIONAL_KNEE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","LATERAL_HOP","CORONAL_ROTATIONAL_KNEE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","LATERAL_HOP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","LATERAL_HOP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","LATERAL_HOP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_ANKLE_PROPULSION_IMPACT_COMPLEX_M","LATERAL_HOP","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_ANKLE_PROPULSION_IMPACT_COMPLEX_T","LATERAL_HOP","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_ANKLE_PROPULSION_IMPACT_COMPLEX_C","LATERAL_HOP","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_LATERAL_ANKLE_STABILITY_COMPLEX_M","LATERAL_HOP","LATERAL_ANKLE_STABILITY_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_LATERAL_ANKLE_STABILITY_COMPLEX_T","LATERAL_HOP","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_LATERAL_ANKLE_STABILITY_COMPLEX_C","LATERAL_HOP","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_SYNDESMOTIC_ROTATIONAL_COMPLEX_M","LATERAL_HOP","SYNDESMOTIC_ROTATIONAL_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_SYNDESMOTIC_ROTATIONAL_COMPLEX_T","LATERAL_HOP","SYNDESMOTIC_ROTATIONAL_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LATERAL_HOP_SYNDESMOTIC_ROTATIONAL_COMPLEX_C","LATERAL_HOP","SYNDESMOTIC_ROTATIONAL_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_SYNDESMOTIC_ROTATIONAL_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_M","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_T","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_C","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_M","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_T","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_C","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_M","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_T","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
