"exerciseStableKey","운동명","bodyRegion","category","forceType","movementCategory","executionLaterality(D_CONTEXT_ONLY)","defaultProtocolClass","diProfileId","functionalCurveId","jointProtectionCurveId","fastMechanicalCurveId","biologicalCurveRouting","runtimeFlags","mappingStatus","scoreAuthority"
"ex_64661229","월싯","LOWER","근력운동","LOWER_BODY","STRENGTH","BILATERAL","SUSTAINED_ISOMETRIC","DI_HOLD","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","HOLD_FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e159d15a","인버티드 로우","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d5048362","인클라인 덤벨 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a61f1e96","인클라인 덤벨 프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a61f307a","인클라인 덤벨 플라이","UPPER","근력운동","PUSH","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e41e8dcf","중량 친업","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_MAX_VERTICAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_HIGH_FAILURE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|MAX_STRENGTH|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e41f4c2b","중량 풀업","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_MAX_VERTICAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_HIGH_FAILURE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|MAX_STRENGTH|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8e51640a","체스트 서포티드 로우","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_6a966452","체스트 서포티드 원암 덤벨 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_462c760e","체스트 서포티드 원암 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_6466fe77","친업","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_VERTICAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f892893e","카프 레이즈","LOWER","근력운동","ISOLATION","ACCESSORY","BILATERAL","CALF_TENDON_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ACHILLES_CHECK|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a345e30b","캡틴체어 레그 레이즈","TRUNK","근력운동","CORE","ACCESSORY","BILATERAL","TRUNK_DYNAMIC_CONTROLLED","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|ROM_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c62c0716","컨센트레이션 컬","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_b76d3f92","케이블 래터럴 레이즈","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fa31f7a6","케이블 로우","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_3c3692aa","케이블 원암 로우","UPPER","근력운동","PULL","STRENGTH","UNILATERAL","UPPER_COMPOUND_HORIZONTAL_PULL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_eb636bac","케이블 원암 트라이셉스 익스텐션","UPPER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e709eeda","케이블 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fa34ddfe","케이블 킥백","LOWER","근력운동","ISOLATION","ACCESSORY","UNILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_4c76dbb2","케이블 풀스루","LOWER","근력운동","HINGE","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_4c779df2","케이블 플라이","UPPER","근력운동","PUSH","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_b69ab702","크로스바디 해머 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_27b3deb5","클로즈그립 벤치프레스","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_COMPOUND_HORIZONTAL_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_BEARING_IF_BODYWEIGHT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_885b629","킥스탠스 RDL","LOWER","근력운동","HINGE","STRENGTH","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fa570291","트라이셉스 푸시다운","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_3caa236b","파이크 푸시업","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_BODYWEIGHT_WRIST_BEARING","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_EXTENSION_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"face_pull","페이스풀","UPPER","근력운동","PULL","ACCESSORY","BILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_WEIGHTED_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","PAIN_OVERRIDE|SHOULDER_SYMPTOM_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_28902b13","푸시업","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_BODYWEIGHT_WRIST_BEARING","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|WRIST_EXTENSION_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"pull_up","풀업","UPPER","근력운동","PULL","STRENGTH","BILATERAL","UPPER_VERTICAL_PULL","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT|GRIP_RPE_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c5043892","프론트 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_7ce96a7a","프론트풋 엘리베이티드 스플릿 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e994008a","프리처 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_91b749b3","플랫 덤벨 플라이","UPPER","근력운동","PUSH","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_TRACK|FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_2a826c82","할로우 바디 홀드","TRUNK","근력운동","CORE","SUPPORT","BILATERAL","TRUNK_ISOMETRIC_CONTROL","DI_HOLD","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|HOLD_FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_2892da5a","해머 컬","UPPER","근력운동","ISOLATION","ACCESSORY","BILATERAL","UPPER_LOCAL_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|GRIP_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e9e97659","핵 스쿼트","LOWER","근력운동","LOWER_BODY","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_fa2e73b3","핸드스탠드 푸시업","UPPER","근력운동","PUSH","STRENGTH","BILATERAL","UPPER_BODYWEIGHT_WRIST_BEARING","DI_BODYWEIGHT_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|SHOULDER_SYMPTOM_OVERRIDE|WRIST_EXTENSION_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_b3f447be","행잉 레그 레이즈","TRUNK","근력운동","CORE","ACCESSORY","BILATERAL","TRUNK_DYNAMIC_CONTROLLED","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|ROM_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_721f7b5b","힙 쓰러스트","LOWER","근력운동","HINGE","STRENGTH","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_eaea872c","힙 어덕션","LOWER","근력운동","LOWER_BODY","SUPPORT","BILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_728da646","힙 어브덕션","LOWER","근력운동","LOWER_BODY","SUPPORT","BILATERAL","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_91d8430b","30초 반복 스매시 테스트","WHOLE_BODY","기능성운동","POWER","SPORT_SPECIFIC","BILATERAL","BADMINTON_SMASH_REPEAT","DI_OVERHEAD_STROKE","RCV_SHOULDER_OVERHEAD_72","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_TEST|SHOULDER_SYMPTOM_OVERRIDE|STROKES_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_bc84eb7f","6방향 랜덤 콕줍기","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_33841b88","6코너 섀도우 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c7977dfd","6코너 풋워크 최대반복 테스트","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MAX_REPEAT","DI_COD","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_TEST|NO_DOWNSHIFT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a12de111","A스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL","ALTERNATING","SUBMAX_RUNNING_DRILL","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SPRINT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a12de4d2","B스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL","ALTERNATING","SUBMAX_RUNNING_DRILL","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SPRINT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_216351a1","가벼운 콕줍기","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_SKILL_LOW","DI_COD","RCV_FUNC_VERY_LIGHT","RCV_JOINT_PROTECTION_SHORT","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","TECHNIQUE_DOWNSHIFT_ALLOWED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_ac7df636","고블릿 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","BILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_1cf51b6b","노르딕 햄스트링 컬","LOWER","기능성운동","ECCENTRIC","SUPPORT","BILATERAL","HIGH_ECCENTRIC_LENGTHENING","DI_WEIGHTED_REP","RCV_FUNC_ECCENTRIC_DELAYED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","DELAYED_PEAK|ECCENTRIC_NOVELTY_TRACK|GRIP_CONTEXT|NOVELTY_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d5bdffe1","데드버그","TRUNK","기능성운동","CORE","SUPPORT","ALTERNATING","TRUNK_DYNAMIC_CONTROLLED","DI_BODYWEIGHT_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|ROM_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d6726746","드롭 점프","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","BILATERAL","HIGH_IMPACT_PLYOMETRIC","DI_CONTACT","RCV_FUNC_HIGH_IMPACT_PLYO","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HEIGHT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
