sourceStableKey,sourceExerciseName,finalStableKey,finalExerciseName,identityResolution,sourceSelectable,finalSelectable,relationMigrationAction,notes
ex_377448a9,스플릿 스텝 후 좌우 런지,ex_377448a9,스플릿 스텝 후 좌우 런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_389920ab,글루트 브릿지,ex_389920ab,글루트 브릿지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_389e0556,원암 덤벨 벤치프레스,ex_389e0556,원암 덤벨 벤치프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_3a7d3eda,덤벨 벤치프레스,ex_3a7d3eda,덤벨 벤치프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_3c3692aa,케이블 원암 로우,ex_3c3692aa,케이블 원암 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_3caa236b,파이크 푸시업,ex_3caa236b,파이크 푸시업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_3d5719de,원암 케이블 컬,ex_3d5719de,원암 케이블 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_3f184ef9,버피,ex_3f184ef9,버피,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_40fa57be,원암 케이블 하이 로우,ex_40fa57be,원암 케이블 하이 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_421ba24b,좌우 랜덤 콕줍기,ex_421ba24b,좌우 랜덤 콕줍기,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_4255e429,앞뒤 랜덤 콕줍기,ex_4255e429,앞뒤 랜덤 콕줍기,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_442617f6,원암 케이블 플라이,ex_442617f6,원암 케이블 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_462c760e,체스트 서포티드 원암 머신 로우,ex_462c760e,체스트 서포티드 원암 머신 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_4773b6ea,린단 참고 트랙 스프린트,ex_4773b6ea,린단 참고 트랙 스프린트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_4aa3725a,머신 숄더프레스,ex_4aa3725a,머신 숄더프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_4c76dbb2,케이블 풀스루,ex_4c76dbb2,케이블 풀스루,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_4c779df2,케이블 플라이,ex_4c779df2,케이블 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_5004ca76,린단 참고 페이스 체인지 풋워크,ex_5004ca76,린단 참고 페이스 체인지 풋워크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_5c8751d2,시티드 카프 레이즈,ex_5c8751d2,시티드 카프 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_5ca7133f,원레그 카프 레이즈,ex_5ca7133f,원레그 카프 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_6232f4bc,박스 스텝업,ex_6232f4bc,박스 스텝업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_64422511,랜덤 방향전환 드릴,ex_64422511,랜덤 방향전환 드릴,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_644e0f9d,V업,ex_644e0f9d,V업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_6463edad,딥스,ex_6463edad,딥스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_64644b5e,런지,ex_64644b5e,런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_64661229,월싯,ex_64661229,월싯,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_6466fe77,친업,ex_6466fe77,친업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_681d9ed2,러닝,ex_681d9ed2,러닝,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_681eed4a,수영,ex_681eed4a,수영,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_69a56484,래터럴 스텝다운,ex_69a56484,래터럴 스텝다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_6a966452,체스트 서포티드 원암 덤벨 로우,ex_6a966452,체스트 서포티드 원암 덤벨 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_704cbf1a,덤벨 스텝업,ex_704cbf1a,덤벨 스텝업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_708e64ce,덤벨 풀오버,ex_708e64ce,덤벨 풀오버,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_70f19bf,리닝 래터럴 레이즈,ex_70f19bf,리닝 래터럴 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_721f7b5b,힙 쓰러스트,ex_721f7b5b,힙 쓰러스트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_728da646,힙 어브덕션,ex_728da646,힙 어브덕션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_72f11dc5,덤벨 리스트 익스텐션,ex_72f11dc5,덤벨 리스트 익스텐션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_73b0b63f,아처 푸시업,ex_73b0b63f,아처 푸시업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_7404067c,케틀벨 스윙,ex_7404067c,케틀벨 스윙,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_74c2d13b,계단 오르기,ex_74c2d13b,계단 오르기,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_752b45ae,멀티셔틀 풋워크,ex_752b45ae,멀티셔틀 풋워크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_767e188e,아놀드 프레스,ex_767e188e,아놀드 프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_7814843a,원암 덤벨 숄더프레스,ex_7814843a,원암 덤벨 숄더프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_79f3bdbe,덤벨 숄더프레스,ex_79f3bdbe,덤벨 숄더프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_7deabeba,리어델트 케이블 플라이,ex_7deabeba,리어델트 케이블 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_85b2ac56,원암 덤벨 컬,ex_85b2ac56,원암 덤벨 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_85f12271,원레그 박스 스쿼트,ex_85f12271,원레그 박스 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_86323ed6,원암 해머 컬,ex_86323ed6,원암 해머 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_8633d8db,EZ바 컬,ex_8633d8db,EZ바 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_8824026f,원레그 레그 컬,ex_8824026f,원레그 레그 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_8a3800f1,리버스 노르딕 컬,ex_8a3800f1,리버스 노르딕 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_8e4bf08e,Yates Row,ex_8e4bf08e,Yates Row,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_8e69fc74,스플릿 스텝 리액션,ex_8e69fc74,스플릿 스텝 리액션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_91b749b3,플랫 덤벨 플라이,ex_91b749b3,플랫 덤벨 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_91d8430b,30초 반복 스매시 테스트,ex_91d8430b,30초 반복 스매시 테스트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_91f6958d,터키시 겟업,ex_91f6958d,터키시 겟업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_93538692,덤벨 래터럴 레이즈,ex_93538692,덤벨 래터럴 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_95028bfe,덤벨 리스트 컬,ex_95028bfe,덤벨 리스트 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_9b132c23,사이드 스텝 후 정지,ex_9b132c23,사이드 스텝 후 정지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_9bd6dddb,줄넘기,ex_9bd6dddb,줄넘기,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_9f283612,원암 인클라인 덤벨 프레스,ex_9f283612,원암 인클라인 덤벨 프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a091b9fe,원레그 레그 프레스,ex_a091b9fe,원레그 레그 프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a12de111,A스킵,ex_a12de111,A스킵,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a12de4d2,B스킵,ex_a12de4d2,B스킵,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a345e30b,캡틴체어 레그 레이즈,ex_a345e30b,캡틴체어 레그 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a3ddd8ac,라인 홉,ex_a3ddd8ac,라인 홉,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a4040be3,셔틀런,ex_a4040be3,셔틀런,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a412dd45,앙클링,ex_a412dd45,앙클링,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a4350c0f,콘 드릴,ex_a4350c0f,콘 드릴,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a44ae2ca,플랭크,ex_a44ae2ca,플랭크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a60496be,원암 리어델트 케이블 플라이,ex_a60496be,원암 리어델트 케이블 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a611010d,코사크 스쿼트,ex_a611010d,코사크 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a61f1e96,인클라인 덤벨 프레스,ex_a61f1e96,인클라인 덤벨 프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a61f307a,인클라인 덤벨 플라이,ex_a61f307a,인클라인 덤벨 플라이,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a76f20b6,시티드 원암 케이블 로우,ex_a76f20b6,시티드 원암 케이블 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a8385c4a,코펜하겐 플랭크,ex_a8385c4a,코펜하겐 플랭크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_a9b52886,마운틴 클라이머,ex_a9b52886,마운틴 클라이머,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_ab468462,레그 프레스,ex_ab468462,레그 프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_ab918e2b,실내 자전거,ex_ab918e2b,실내 자전거,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_aca9d312,러닝 풋살,ex_aca9d312,러닝 풋살,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_ae9ecdbc,배드민턴,ex_ae9ecdbc,배드민턴,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b076570e,원암 케이블 래터럴 레이즈,ex_b076570e,원암 케이블 래터럴 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b3f447be,행잉 레그 레이즈,ex_b3f447be,행잉 레그 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b4b198de,래터럴 런지,ex_b4b198de,래터럴 런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b59bed7d,스탠딩 레그 컬,ex_b59bed7d,스탠딩 레그 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b69ab702,크로스바디 해머 컬,ex_b69ab702,크로스바디 해머 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b76d3f92,케이블 래터럴 레이즈,ex_b76d3f92,케이블 래터럴 레이즈,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_b78a8f95,레그 익스텐션,ex_b78a8f95,레그 익스텐션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_badminton_lesson,배드민턴 레슨,ex_badminton_lesson,배드민턴 레슨,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_bc84eb7f,6방향 랜덤 콕줍기,ex_bc84eb7f,6방향 랜덤 콕줍기,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c1a81cb2,로프 해머 컬,ex_c1a81cb2,로프 해머 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c365e5e2,원암 스트레이트암 풀다운,ex_c365e5e2,원암 스트레이트암 풀다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c4535de3,스캡 푸시업,ex_c4535de3,스캡 푸시업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c4ea0a2a,스킵 바운드,ex_c4ea0a2a,스킵 바운드,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c5043892,프론트 스쿼트,ex_c5043892,프론트 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c536edc2,원암 케이블 숄더프레스,ex_c536edc2,원암 케이블 숄더프레스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c5c2fdef,스트라이드,ex_c5c2fdef,스트라이드,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c5f4c242,랜덤 비프 풋워크,ex_c5f4c242,랜덤 비프 풋워크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c62c0716,컨센트레이션 컬,ex_c62c0716,컨센트레이션 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c6d9efef,스플릿 스텝,ex_c6d9efef,스플릿 스텝,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c7977dfd,6코너 풋워크 최대반복 테스트,ex_c7977dfd,6코너 풋워크 최대반복 테스트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_c8bcf3ce,리버스 런지,ex_c8bcf3ce,리버스 런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_ca5cce66,스트레이트암 풀다운,ex_ca5cce66,스트레이트암 풀다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_cb3c4dc2,맨몸 스쿼트,ex_cb3c4dc2,맨몸 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d5048362,인클라인 덤벨 컬,ex_d5048362,인클라인 덤벨 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d5bdffe1,데드버그,ex_d5bdffe1,데드버그,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d60745b4,원레그 레그 익스텐션,ex_d60745b4,원레그 레그 익스텐션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d6726746,드롭 점프,ex_d6726746,드롭 점프,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d67e5761,피스톨 스쿼트,ex_d67e5761,피스톨 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d7c90536,로잉머신,ex_d7c90536,로잉머신,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_d9e141e4,박스 점프,ex_d9e141e4,박스 점프,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_da56a4fe,덤벨 킥백,ex_da56a4fe,덤벨 킥백,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_dc9e5953,랫풀다운,ex_dc9e5953,랫풀다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_dd16e07a,스트레칭,ex_dd16e07a,스트레칭,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_de46b7f6,바벨 로우,ex_de46b7f6,바벨 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_debf6a8b,다이아몬드 푸시업,ex_debf6a8b,다이아몬드 푸시업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_deca2b61,벤치 딥스,ex_deca2b61,벤치 딥스,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_df966b45,점프 런지,ex_df966b45,점프 런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e0b1e364,원암 덤벨 RDL,ex_e0b1e364,원암 덤벨 RDL,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e1894690,스캡 풀업,ex_e1894690,스캡 풀업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e2efd0fe,불가리안 스플릿 스쿼트,ex_e2efd0fe,불가리안 스플릿 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e3715c0b,워킹 런지,ex_e3715c0b,워킹 런지,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e41e8dcf,중량 친업,ex_e41e8dcf,중량 친업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e41f4c2b,중량 풀업,ex_e41f4c2b,중량 풀업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e465d1e9,포고 점프,ex_e465d1e9,포고 점프,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e4f911bb,네거티브 풀업,ex_e4f911bb,네거티브 풀업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e709eeda,케이블 컬,ex_e709eeda,케이블 컬,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e8ff8cfa,밴드 외회전,ex_e8ff8cfa,밴드 외회전,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_e9e97659,핵 스쿼트,ex_e9e97659,핵 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_ee378da7,스케이터 스쿼트,ex_ee378da7,스케이터 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f1d31d3d,원레그 핵 스쿼트,ex_f1d31d3d,원레그 핵 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f2a79d37,스플릿 스쿼트,ex_f2a79d37,스플릿 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f332aeab,월 드라이브,ex_f332aeab,월 드라이브,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f459ad2a,메도우즈 로우,ex_f459ad2a,메도우즈 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f6703b06,덤벨 프로네이션/수피네이션,ex_f6703b06,덤벨 프로네이션/수피네이션,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f6d43398,사이드 플랭크,ex_f6d43398,사이드 플랭크,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_f97a05ab,월 슬라이드,ex_f97a05ab,월 슬라이드,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_fa2e73b3,핸드스탠드 푸시업,ex_fa2e73b3,핸드스탠드 푸시업,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_fa31f7a6,케이블 로우,ex_fa31f7a6,케이블 로우,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_fa3416f6,스미스 머신 스쿼트,ex_fa3416f6,스미스 머신 스쿼트,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_fa34ddfe,케이블 킥백,ex_fa34ddfe,케이블 킥백,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
ex_fa570291,트라이셉스 푸시다운,ex_fa570291,트라이셉스 푸시다운,RETAINED_CANONICAL,YES,YES,PRESERVE_ON_CANONICAL,Authoritative relation remains on the same stableKey.
