"summaryType","key","count","details"
"UNESTABLISHED_CONSUMER","elasticSscWeight|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","elasticSscWeight|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt#effectiveVolumeLoadOrNull","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt#profileFor","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt#volumeLoad","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt#holdLoad","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt#holdLoadOrNull","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt#policyFor","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt#durationHoldContributions","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt#com","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt#AnalysisEntry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt#Map","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt#metadataProxyLoadings","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/CommonUi.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/CommonUi.kt#ExerciseListItem","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt#minimalStub","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt#resolve","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt#resolved","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#RestoreExerciseRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#CanonicalExerciseMetadataRepository","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#reliableTool","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#resolve","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt#ExerciseTaxonomy","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/LegacyExerciseImportMapper.kt#resolve","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt#matchesEquipment","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt#ProgramCandidate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt#rehabLikeActivationScore","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramCandidateClassificationPolicy.kt#classify","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt#programIssues","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/ProgramWeightSuggestionPolicy.kt#suggest","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#appendStrengthRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#legacyExerciseSnapshotRows","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#RecordCsvBackupRestore","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#RestoreExerciseRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#value","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SafeBackupRestore.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SafeBackupRestore.kt#RestoreExerciseRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#equipmentFor","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#exactExerciseMetadataFromParsedRows","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#exerciseFromCsv","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#findOrCreateImportedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#legacyUpsertRestoredExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt#addStructured","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/MetadataDisplayCatalogue.kt#MetadataDisplayField","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipment|Room exercises|app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt#joinExerciseTokens","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt#volumeLoad","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt#holdLoad","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt#durationHoldContributions","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt#com","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/metrics/CommonStrengthMetrics.kt#AnalysisEntry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt#metadataProxyLoadings","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/CommonUi.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/CommonUi.kt#ExerciseListItem","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt#RestoreExerciseRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#reliableTool","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#resolve","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#appendStrengthRow","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt#legacyExerciseSnapshotRows","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#exactExerciseMetadataFromParsedRows","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#exerciseFromCsv","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/SeedData.kt#validateCatalog","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt#legacyUpsertRestoredExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","equipmentTags|Room exercises|app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt#joinExerciseTokens","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisExerciseMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt#metadataProxyLoadings","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt#exerciseFrom","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/Entities.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#ExerciseMetadataFieldPolicyRegistry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt#normalize","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt#applyMetadata","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#createExerciseTable","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#insertUnresolvedExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt#check","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#Exercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt#forExercise","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt#migrate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#createExercisesWithoutLegacyRole","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","estimated1RmEligible|Room exercises|app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt#migrateIntrinsicTrainingRoles","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferChartDataBuilder.kt#topExerciseBars","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferModels.kt#BadmintonTransferExerciseStimulus","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferScoreCalculator.kt#contribution","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferScoreCalculator.kt#topExercises","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferScoreCalculator.kt#TransferContribution","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt#analyze","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/coach/CoachingSignalModels.kt#RpeAutoregulationSignal","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt#analyze","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt#RpeCandidate","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt#RpeObservation","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt#WorkoutEntryWithSets","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputSnapshot.kt#AnalysisEntry","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt#GroupKey","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt#RecordContext","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueModels.kt#RecordFatigueContribution","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt#ContributionGrouping","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/AnalysisExerciseDisplayNameResolver.kt#resolve","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#AnalysisExerciseFeatures","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt#fromRecord","1","No v2.2-reviewed exact consumer decision"
"UNESTABLISHED_CONSUMER","exerciseName|canonical asset plus Room runtime_exercise_metadata override|app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt#ExerciseReadinessRow","1","No v2.2-reviewed exact consumer decision"
