"stableKey","exerciseName","bootstrapActivityKind","runtimeActivityKind","runtimeBadmintonTransferLevel","sportContextTags","courtMovementTypes","badmintonTransferRoles","objectiveIds","setA_currentPractice","setB_courtExposure","setC_legacyFootworkReactive","setD_legacySupport","setE_canonicalObjectiveStimulus","setF_readinessBadmintonCourtPositiveDose"
"ex_91b749b3","플랫 덤벨 플라이","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_91d8430b","30초 반복 스매시 테스트","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_OVERHEAD_TEST|BADMINTON_DIRECT_TRANSFER","NONE","OVERHEAD_POWER,ROTATION_POWER","CONDITIONING","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_91f6958d","터키시 겟업","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","SHOULDER_CARE","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_93538692","덤벨 래터럴 레이즈","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_95028bfe","덤벨 리스트 컬","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_99728d25","팔로프 프레스","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_9b132c23","사이드 스텝 후 정지","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,LATERAL_MOVE,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_9bd6dddb","줄넘기","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_9f283612","원암 인클라인 덤벨 프레스","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_a091b9fe","원레그 레그 프레스","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_a12de111","A스킵","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","RECOVERY_STEP","CONDITIONING","ACCELERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a12de4d2","B스킵","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","RECOVERY_STEP","CONDITIONING","ACCELERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a1fc4533","파머스 캐리","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_a345e30b","캡틴체어 레그 레이즈","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_a3ddd8ac","라인 홉","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a4040be3","셔틀런","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","GENERAL_COURT_SPORT","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a412dd45","앙클링","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a4350c0f","콘 드릴","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","GENERAL_COURT_SPORT","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_a44ae2ca","플랭크","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_a60496be","원암 리어델트 케이블 플라이","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_a611010d","코사크 스쿼트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_a61f1e96","인클라인 덤벨 프레스","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_a61f307a","인클라인 덤벨 플라이","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_a76f20b6","시티드 원암 케이블 로우","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_a8385c4a","코펜하겐 플랭크","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_a9b52886","마운틴 클라이머","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE","CONDITIONING","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_a9e8859c","오버헤드 트라이셉스 익스텐션","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_ab468462","레그 프레스","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_ab918e2b","실내 자전거","TRAINING_EXERCISE","EXERCISE","GENERAL","GENERAL_CONDITIONING","RECOVERY_STEP","CONDITIONING","CONDITIONING","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_ac7df636","고블릿 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_aca9d312","러닝 풋살","SPORT_SESSION","SPORT_SESSION","NONE","OTHER_SPORT_SESSION","RECOVERY_STEP","CONDITIONING",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"ex_ae9ecdbc","배드민턴","SPORT_SESSION","SPORT_SESSION","DIRECT","BADMINTON_MATCH|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,RECOVERY_STEP","FOOTWORK,CONDITIONING","ACCELERATION|CONDITIONING|DECELERATION|FOOTWORK|REACTION","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"ex_b076570e","원암 케이블 래터럴 레이즈","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_b3f447be","행잉 레그 레이즈","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_b4b198de","래터럴 런지","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_b59bed7d","스탠딩 레그 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_b69ab702","크로스바디 해머 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_b76d3f92","케이블 래터럴 레이즈","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_b78a8f95","레그 익스텐션","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_badminton_lesson","배드민턴 레슨","SPORT_SESSION","SPORT_SESSION","DIRECT","BADMINTON_LESSON|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,RECOVERY_STEP","FOOTWORK,CONDITIONING","ACCELERATION|DECELERATION|FOOTWORK|REACTION","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"ex_bb4b4276","등받이 없는 덤벨 시티드 숄더프레스","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_bc84eb7f","6방향 랜덤 콕줍기","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION,CONDITIONING","ACCELERATION|DECELERATION|FOOTWORK|LUNGE_REACH|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_bd072cd","스탠딩 카프 레이즈","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c1a81cb2","로프 해머 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c1bf2aa8","안세영 참고 고강도 랠리 풋워크","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION","ACCELERATION|CONDITIONING|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c365e5e2","원암 스트레이트암 풀다운","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_c4535de3","스캡 푸시업","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c4ea0a2a","스킵 바운드","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c5043892","프론트 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c536edc2","원암 케이블 숄더프레스","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c5c2fdef","스트라이드","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","RECOVERY_STEP","CONDITIONING","ACCELERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c5f4c242","랜덤 비프 풋워크","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c62c0716","컨센트레이션 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_c6d9efef","스플릿 스텝","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,RECOVERY_STEP","FOOTWORK,REACTION","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c7977dfd","6코너 풋워크 최대반복 테스트","TRAINING_EXERCISE","EXERCISE","DIRECT","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK,REACTION,DECELERATION,CONDITIONING","ACCELERATION|CONDITIONING|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_c8bcf3ce","리버스 런지","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_ca5cce66","스트레이트암 풀다운","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_cb3c4dc2","맨몸 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_d20b7487","라잉 트라이셉스 익스텐션","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_d5048362","인클라인 덤벨 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_d5bdffe1","데드버그","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_d60745b4","원레그 레그 익스텐션","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_d6726746","드롭 점프","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_d67e5761","피스톨 스쿼트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_d7c90536","로잉머신","TRAINING_EXERCISE","EXERCISE","GENERAL","GENERAL_CONDITIONING","RECOVERY_STEP","CONDITIONING","CONDITIONING","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_d9084b5e","원암 인버티드 로우","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_d9e141e4","박스 점프","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_da56a4fe","덤벨 킥백","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_dc9e5953","랫풀다운","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_dd16e07a","스트레칭","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ex_dd2f732e","리버스 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_de46b7f6","바벨 로우","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_debf6a8b","다이아몬드 푸시업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_deca2b61","벤치 딥스","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_df966b45","점프 런지","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_e0b1e364","원암 덤벨 RDL","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_e159d15a","인버티드 로우","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e1894690","스캡 풀업","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e2efd0fe","불가리안 스플릿 스쿼트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_e3715c0b","워킹 런지","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_e41e8dcf","중량 친업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e41f4c2b","중량 풀업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e465d1e9","포고 점프","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_e4f911bb","네거티브 풀업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e709eeda","케이블 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e8ff8cfa","밴드 외회전","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e994008a","프리처 컬","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_e9e97659","핵 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_eaea872c","힙 어덕션","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING",,"FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"ex_eb636bac","원암 케이블 오버헤드 트라이셉스 익스텐션","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_ee378da7","스케이터 스쿼트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_f1d31d3d","원레그 핵 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_f2a79d37","스플릿 스쿼트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_f332aeab","월 드라이브","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY","ACCELERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_f459ad2a","메도우즈 로우","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_f6703b06","덤벨 프로네이션/수피네이션","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_f6d43398","사이드 플랭크","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"ex_f97a05ab","월 슬라이드","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fa2e73b3","핸드스탠드 푸시업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fa31f7a6","케이블 로우","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fa3416f6","스미스 머신 스쿼트","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fa34ddfe","케이블 킥백","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","ANTI_ROTATION_STABILITY",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fa570291","트라이셉스 푸시다운","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","GRIP_FOREARM",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ex_faae2044","인터벌 러닝","TRAINING_EXERCISE","EXERCISE","GENERAL","GENERAL_CONDITIONING","RECOVERY_STEP","CONDITIONING","CONDITIONING","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"ex_fb67af37","디클라인 푸시업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ex_fdbdf454","원암 덤벨 오버헤드 트라이셉스 익스텐션","TRAINING_EXERCISE","EXERCISE","NONE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ez_bar_lying_triceps_extension","EZ바 라잉 트라이셉스 익스텐션","EXERCISE","EXERCISE","NONE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"ez_bar_preacher_curl","EZ바 프리처 컬","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ez_bar_reverse_curl","EZ바 리버스 컬","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"ez_bar_spider_curl","EZ바 스파이더 컬","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"face_pull","페이스풀","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"gymnastic_ring_inverted_row","짐내스틱 링 인버티드 로우","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"half_kneeling_single_arm_dumbbell_press","하프 닐링 원암 덤벨 프레스","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"half_kneeling_single_arm_kettlebell_press","하프 닐링 원암 케틀벨 프레스","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"hip_adduction_machine","힙 어덕션 머신","EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","LOWER_BODY_SUPPORTIVE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"kettlebell_farmer_carry","케틀벨 파머스 캐리","EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","CORE_STABILITY_SUPPORTIVE","DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
