displayField,canonicalCode,koreanLabel,koreanShortLabel,koreanFormalLabel,koreanDescription,koreanSearchAliases,englishLabel,englishSearchAliases,allowedLatinTokens,displayScope,reviewStatus
EXERCISE_DETAIL,상완요골근/이두근,상완요골근/이두근,상완요골근/이두근,,상완요골근/이두근 항목을 나타내는 앱 표시 용어입니다.,,상완요골근/이두근,상완요골근/이두근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,상완요골근/전완근,상완요골근/전완근,상완요골근/전완근,,상완요골근/전완근 항목을 나타내는 앱 표시 용어입니다.,,상완요골근/전완근,상완요골근/전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,셔틀/코트,셔틀/코트,셔틀/코트,,셔틀/코트 항목을 나타내는 앱 표시 용어입니다.,,셔틀/코트,셔틀/코트,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,셔틀콕/코트,셔틀콕/코트,셔틀콕/코트,,셔틀콕/코트 항목을 나타내는 앱 표시 용어입니다.,,셔틀콕/코트,셔틀콕/코트,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,속도변화/풋워크/반응,속도변화/풋워크/반응,속도변화/풋워크/반응,,속도변화/풋워크/반응 항목을 나타내는 앱 표시 용어입니다.,,속도변화/풋워크/반응,속도변화/풋워크/반응,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,손목굴곡근/전완근,손목굴곡근/전완근,손목굴곡근/전완근,,손목굴곡근/전완근 항목을 나타내는 앱 표시 용어입니다.,,손목굴곡근/전완근,손목굴곡근/전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,손목신전근/전완근,손목신전근/전완근,손목신전근/전완근,,손목신전근/전완근 항목을 나타내는 앱 표시 용어입니다.,,손목신전근/전완근,손목신전근/전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,수평탄성/둔근파워/리듬,수평탄성/둔근파워/리듬,수평탄성/둔근파워/리듬,,수평탄성/둔근파워/리듬 항목을 나타내는 앱 표시 용어입니다.,,수평탄성/둔근파워/리듬,수평탄성/둔근파워/리듬,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,스매시/상지폭발/타점반복/코어전달,스매시/상지폭발/타점반복/코어전달,스매시/상지폭발/타점반복/코어전달,,스매시/상지폭발/타점반복/코어전달 항목을 나타내는 앱 표시 용어입니다.,,스매시/상지폭발/타점반복/코어전달,스매시/상지폭발/타점반복/코어전달,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,신호반응/풋워크/방향전환/감속,신호반응/풋워크/방향전환/감속,신호반응/풋워크/방향전환/감속,,신호반응/풋워크/방향전환/감속 항목을 나타내는 앱 표시 용어입니다.,,신호반응/풋워크/방향전환/감속,신호반응/풋워크/방향전환/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,심부코어/척추안정근,심부코어/척추안정근,심부코어/척추안정근,,심부코어/척추안정근 항목을 나타내는 앱 표시 용어입니다.,,심부코어/척추안정근,심부코어/척추안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,어깨/코어,어깨/코어,어깨/코어,,어깨/코어 항목을 나타내는 앱 표시 용어입니다.,,어깨/코어,어깨/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,어깨/회전근개,어깨/회전근개,어깨/회전근개,,어깨/회전근개 항목을 나타내는 앱 표시 용어입니다.,,어깨/회전근개,어깨/회전근개,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,어깨안정근/심폐,어깨안정근/심폐,어깨안정근/심폐,,어깨안정근/심폐 항목을 나타내는 앱 표시 용어입니다.,,어깨안정근/심폐,어깨안정근/심폐,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,어깨안정성/편측제어/코어,어깨안정성/편측제어/코어,어깨안정성/편측제어/코어,,어깨안정성/편측제어/코어 항목을 나타내는 앱 표시 용어입니다.,,어깨안정성/편측제어/코어,어깨안정성/편측제어/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근,이두근,이두근,,이두근 항목을 나타내는 앱 표시 용어입니다.,,이두근,이두근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근 장두,이두근 장두,이두근 장두,,이두근 장두 항목을 나타내는 앱 표시 용어입니다.,,이두근 장두,이두근 장두,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/전완근,이두근/전완근,이두근/전완근,,이두근/전완근 항목을 나타내는 앱 표시 용어입니다.,,이두근/전완근,이두근/전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/전완근/견갑안정근,이두근/전완근/견갑안정근,이두근/전완근/견갑안정근,,이두근/전완근/견갑안정근 항목을 나타내는 앱 표시 용어입니다.,,이두근/전완근/견갑안정근,이두근/전완근/견갑안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/전완근/코어,이두근/전완근/코어,이두근/전완근/코어,,이두근/전완근/코어 항목을 나타내는 앱 표시 용어입니다.,,이두근/전완근/코어,이두근/전완근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/하부승모근,이두근/하부승모근,이두근/하부승모근,,이두근/하부승모근 항목을 나타내는 앱 표시 용어입니다.,,이두근/하부승모근,이두근/하부승모근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/하부승모근/코어,이두근/하부승모근/코어,이두근/하부승모근/코어,,이두근/하부승모근/코어 항목을 나타내는 앱 표시 용어입니다.,,이두근/하부승모근/코어,이두근/하부승모근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/후면삼각근,이두근/후면삼각근,이두근/후면삼각근,,이두근/후면삼각근 항목을 나타내는 앱 표시 용어입니다.,,이두근/후면삼각근,이두근/후면삼각근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,이두근/후면삼각근/코어,이두근/후면삼각근/코어,이두근/후면삼각근/코어,,이두근/후면삼각근/코어 항목을 나타내는 앱 표시 용어입니다.,,이두근/후면삼각근/코어,이두근/후면삼각근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,저강도,저강도,저강도,,저강도 항목을 나타내는 앱 표시 용어입니다.,,저강도,저강도,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전거근/견갑안정근,전거근/견갑안정근,전거근/견갑안정근,,전거근/견갑안정근 항목을 나타내는 앱 표시 용어입니다.,,전거근/견갑안정근,전거근/견갑안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전거근/견갑제어,전거근/견갑제어,전거근/견갑제어,,전거근/견갑제어 항목을 나타내는 앱 표시 용어입니다.,,전거근/견갑제어,전거근/견갑제어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전거근/코어,전거근/코어,전거근/코어,,전거근/코어 항목을 나타내는 앱 표시 용어입니다.,,전거근/코어,전거근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전거근/회전근개,전거근/회전근개,전거근/회전근개,,전거근/회전근개 항목을 나타내는 앱 표시 용어입니다.,,전거근/회전근개,전거근/회전근개,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근,전면삼각근,전면삼각근,,전면삼각근 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근,전면삼각근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근/삼두근,전면삼각근/삼두근,전면삼각근/삼두근,,전면삼각근/삼두근 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근/삼두근,전면삼각근/삼두근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근/삼두근/코어,전면삼각근/삼두근/코어,전면삼각근/삼두근/코어,,전면삼각근/삼두근/코어 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근/삼두근/코어,전면삼각근/삼두근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근/전거근,전면삼각근/전거근,전면삼각근/전거근,,전면삼각근/전거근 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근/전거근,전면삼각근/전거근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근/측면삼각근,전면삼각근/측면삼각근,전면삼각근/측면삼각근,,전면삼각근/측면삼각근 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근/측면삼각근,전면삼각근/측면삼각근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전면삼각근/코어,전면삼각근/코어,전면삼각근/코어,,전면삼각근/코어 항목을 나타내는 앱 표시 용어입니다.,,전면삼각근/코어,전면삼각근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전신컨디셔닝/파워/심폐,전신컨디셔닝/파워/심폐,전신컨디셔닝/파워/심폐,,전신컨디셔닝/파워/심폐 항목을 나타내는 앱 표시 용어입니다.,,전신컨디셔닝/파워/심폐,전신컨디셔닝/파워/심폐,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전신협응/어깨안정성/코어,전신협응/어깨안정성/코어,전신협응/어깨안정성/코어,,전신협응/어깨안정성/코어 항목을 나타내는 앱 표시 용어입니다.,,전신협응/어깨안정성/코어,전신협응/어깨안정성/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전완근,전완근,전완근,,전완근 항목을 나타내는 앱 표시 용어입니다.,,전완근,전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전완근/광배근,전완근/광배근,전완근/광배근,,전완근/광배근 항목을 나타내는 앱 표시 용어입니다.,,전완근/광배근,전완근/광배근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전완근/그립,전완근/그립,전완근/그립,,전완근/그립 항목을 나타내는 앱 표시 용어입니다.,,전완근/그립,전완근/그립,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전완근/어깨안정근,전완근/어깨안정근,전완근/어깨안정근,,전완근/어깨안정근 항목을 나타내는 앱 표시 용어입니다.,,전완근/어깨안정근,전완근/어깨안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전완근/코어,전완근/코어,전완근/코어,,전완근/코어 항목을 나타내는 앱 표시 용어입니다.,,전완근/코어,전완근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,전후이동/랜덤반응/가속/감속,전후이동/랜덤반응/가속/감속,전후이동/랜덤반응/가속/감속,,전후이동/랜덤반응/가속/감속 항목을 나타내는 앱 표시 용어입니다.,,전후이동/랜덤반응/가속/감속,전후이동/랜덤반응/가속/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,종아리/무릎안정근,종아리/무릎안정근,종아리/무릎안정근,,종아리/무릎안정근 항목을 나타내는 앱 표시 용어입니다.,,종아리/무릎안정근,종아리/무릎안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,좌우이동/감속/균형,좌우이동/감속/균형,좌우이동/감속/균형,,좌우이동/감속/균형 항목을 나타내는 앱 표시 용어입니다.,,좌우이동/감속/균형,좌우이동/감속/균형,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,좌우이동/랜덤반응/방향전환/감속,좌우이동/랜덤반응/방향전환/감속,좌우이동/랜덤반응/방향전환/감속,,좌우이동/랜덤반응/방향전환/감속 항목을 나타내는 앱 표시 용어입니다.,,좌우이동/랜덤반응/방향전환/감속,좌우이동/랜덤반응/방향전환/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,중강도,중강도,중강도,,중강도 항목을 나타내는 앱 표시 용어입니다.,,중강도,중강도,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,중둔근/골반안정성,중둔근/골반안정성,중둔근/골반안정성,,중둔근/골반안정성 항목을 나타내는 앱 표시 용어입니다.,,중둔근/골반안정성,중둔근/골반안정성,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,중둔근/둔근,중둔근/둔근,중둔근/둔근,,중둔근/둔근 항목을 나타내는 앱 표시 용어입니다.,,중둔근/둔근,중둔근/둔근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,착지제어/탄성/편측제어,착지제어/탄성/편측제어,착지제어/탄성/편측제어,,착지제어/탄성/편측제어 항목을 나타내는 앱 표시 용어입니다.,,착지제어/탄성/편측제어,착지제어/탄성/편측제어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,척추기립근/광배근/코어,척추기립근/광배근/코어,척추기립근/광배근/코어,,척추기립근/광배근/코어 항목을 나타내는 앱 표시 용어입니다.,,척추기립근/광배근/코어,척추기립근/광배근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,척추기립근/둔근,척추기립근/둔근,척추기립근/둔근,,척추기립근/둔근 항목을 나타내는 앱 표시 용어입니다.,,척추기립근/둔근,척추기립근/둔근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,척추기립근/코어,척추기립근/코어,척추기립근/코어,,척추기립근/코어 항목을 나타내는 앱 표시 용어입니다.,,척추기립근/코어,척추기립근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,첫스텝/좌우런지/감속,첫스텝/좌우런지/감속,첫스텝/좌우런지/감속,,첫스텝/좌우런지/감속 항목을 나타내는 앱 표시 용어입니다.,,첫스텝/좌우런지/감속,첫스텝/좌우런지/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,측면가동성/내전근/편측제어,측면가동성/내전근/편측제어,측면가동성/내전근/편측제어,,측면가동성/내전근/편측제어 항목을 나타내는 앱 표시 용어입니다.,,측면가동성/내전근/편측제어,측면가동성/내전근/편측제어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,측면삼각근,측면삼각근,측면삼각근,,측면삼각근 항목을 나타내는 앱 표시 용어입니다.,,측면삼각근,측면삼각근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,측면코어/골반안정성,측면코어/골반안정성,측면코어/골반안정성,,측면코어/골반안정성 항목을 나타내는 앱 표시 용어입니다.,,측면코어/골반안정성,측면코어/골반안정성,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,측면파워/감속/방향전환,측면파워/감속/방향전환,측면파워/감속/방향전환,,측면파워/감속/방향전환 항목을 나타내는 앱 표시 용어입니다.,,측면파워/감속/방향전환,측면파워/감속/방향전환,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,케이블 또는 밴드,케이블 또는 밴드,케이블 또는 밴드,,케이블 또는 밴드 항목을 나타내는 앱 표시 용어입니다.,,케이블 또는 밴드,케이블 또는 밴드,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,케틀벨,케틀벨,케틀벨,,케틀벨 항목을 나타내는 앱 표시 용어입니다.,,케틀벨,케틀벨,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,케틀벨 또는 덤벨,케틀벨 또는 덤벨,케틀벨 또는 덤벨,,케틀벨 또는 덤벨 항목을 나타내는 앱 표시 용어입니다.,,케틀벨 또는 덤벨,케틀벨 또는 덤벨,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코어,코어,코어,,코어 항목을 나타내는 앱 표시 용어입니다.,,코어,코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코어/고관절굴곡근,코어/고관절굴곡근,코어/고관절굴곡근,,코어/고관절굴곡근 항목을 나타내는 앱 표시 용어입니다.,,코어/고관절굴곡근,코어/고관절굴곡근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코어/광배근/골반안정근,코어/광배근/골반안정근,코어/광배근/골반안정근,,코어/광배근/골반안정근 항목을 나타내는 앱 표시 용어입니다.,,코어/광배근/골반안정근,코어/광배근/골반안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코어/몸통안정성,코어/몸통안정성,코어/몸통안정성,,코어/몸통안정성 항목을 나타내는 앱 표시 용어입니다.,,코어/몸통안정성,코어/몸통안정성,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코어/요추안정성/협응,코어/요추안정성/협응,코어/요추안정성/협응,,코어/요추안정성/협응 항목을 나타내는 앱 표시 용어입니다.,,코어/요추안정성/협응,코어/요추안정성/협응,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코트 또는 콘,코트 또는 콘,코트 또는 콘,,코트 또는 콘 항목을 나타내는 앱 표시 용어입니다.,,코트 또는 콘,코트 또는 콘,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코트/콘,코트/콘,코트/콘,,코트/콘 항목을 나타내는 앱 표시 용어입니다.,,코트/콘,코트/콘,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,코트/파트너,코트/파트너,코트/파트너,,코트/파트너 항목을 나타내는 앱 표시 용어입니다.,,코트/파트너,코트/파트너,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,콘,콘,콘,,콘 항목을 나타내는 앱 표시 용어입니다.,,콘,콘,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,콘 또는 코치 신호,콘 또는 코치 신호,콘 또는 코치 신호,,콘 또는 코치 신호 항목을 나타내는 앱 표시 용어입니다.,,콘 또는 코치 신호,콘 또는 코치 신호,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,탄성/착지제어/반응힘,탄성/착지제어/반응힘,탄성/착지제어/반응힘,,탄성/착지제어/반응힘 항목을 나타내는 앱 표시 용어입니다.,,탄성/착지제어/반응힘,탄성/착지제어/반응힘,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,탄성/하체파워/착지제어,탄성/하체파워/착지제어,탄성/하체파워/착지제어,,탄성/하체파워/착지제어 항목을 나타내는 앱 표시 용어입니다.,,탄성/하체파워/착지제어,탄성/하체파워/착지제어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,트랙,트랙,트랙,,트랙 항목을 나타내는 앱 표시 용어입니다.,,트랙,트랙,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,트랙 또는 평지,트랙 또는 평지,트랙 또는 평지,,트랙 또는 평지 항목을 나타내는 앱 표시 용어입니다.,,트랙 또는 평지,트랙 또는 평지,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,파트너 또는 고정대,파트너 또는 고정대,파트너 또는 고정대,,파트너 또는 고정대 항목을 나타내는 앱 표시 용어입니다.,,파트너 또는 고정대,파트너 또는 고정대,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,편측제어/둔근/감속,편측제어/둔근/감속,편측제어/둔근/감속,,편측제어/둔근/감속 항목을 나타내는 앱 표시 용어입니다.,,편측제어/둔근/감속,편측제어/둔근/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,편측제어/하체힘/감속,편측제어/하체힘/감속,편측제어/하체힘/감속,,편측제어/하체힘/감속 항목을 나타내는 앱 표시 용어입니다.,,편측제어/하체힘/감속,편측제어/하체힘/감속,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,편측제어/하체힘/균형,편측제어/하체힘/균형,편측제어/하체힘/균형,,편측제어/하체힘/균형 항목을 나타내는 앱 표시 용어입니다.,,편측제어/하체힘/균형,편측제어/하체힘/균형,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,편측제어/하체힘/발목가동성,편측제어/하체힘/발목가동성,편측제어/하체힘/발목가동성,,편측제어/하체힘/발목가동성 항목을 나타내는 앱 표시 용어입니다.,,편측제어/하체힘/발목가동성,편측제어/하체힘/발목가동성,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,편측제어/힙힌지/균형,편측제어/힙힌지/균형,편측제어/힙힌지/균형,,편측제어/힙힌지/균형 항목을 나타내는 앱 표시 용어입니다.,,편측제어/힙힌지/균형,편측제어/힙힌지/균형,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,풋워크/가속/감속/회복,풋워크/가속/감속/회복,풋워크/가속/감속/회복,,풋워크/가속/감속/회복 항목을 나타내는 앱 표시 용어입니다.,,풋워크/가속/감속/회복,풋워크/가속/감속/회복,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,풋워크/방향전환/감속/재출발,풋워크/방향전환/감속/재출발,풋워크/방향전환/감속/재출발,,풋워크/방향전환/감속/재출발 항목을 나타내는 앱 표시 용어입니다.,,풋워크/방향전환/감속/재출발,풋워크/방향전환/감속/재출발,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,하부승모근/광배근,하부승모근/광배근,하부승모근/광배근,,하부승모근/광배근 항목을 나타내는 앱 표시 용어입니다.,,하부승모근/광배근,하부승모근/광배근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,하체파워/편측제어/착지제어,하체파워/편측제어/착지제어,하체파워/편측제어/착지제어,,하체파워/편측제어/착지제어 항목을 나타내는 앱 표시 용어입니다.,,하체파워/편측제어/착지제어,하체파워/편측제어/착지제어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,하체힘/보행안정성/둔근,하체힘/보행안정성/둔근,하체힘/보행안정성/둔근,,하체힘/보행안정성/둔근 항목을 나타내는 앱 표시 용어입니다.,,하체힘/보행안정성/둔근,하체힘/보행안정성/둔근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,하체힘/코어/스쿼트패턴,하체힘/코어/스쿼트패턴,하체힘/코어/스쿼트패턴,,하체힘/코어/스쿼트패턴 항목을 나타내는 앱 표시 용어입니다.,,하체힘/코어/스쿼트패턴,하체힘/코어/스쿼트패턴,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링,햄스트링,햄스트링,,햄스트링 항목을 나타내는 앱 표시 용어입니다.,,햄스트링,햄스트링,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/감속/후면사슬,햄스트링/감속/후면사슬,햄스트링/감속/후면사슬,,햄스트링/감속/후면사슬 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/감속/후면사슬,햄스트링/감속/후면사슬,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/견갑안정근,햄스트링/견갑안정근,햄스트링/견갑안정근,,햄스트링/견갑안정근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/견갑안정근,햄스트링/견갑안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/골반안정근,햄스트링/골반안정근,햄스트링/골반안정근,,햄스트링/골반안정근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/골반안정근,햄스트링/골반안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/내전근,햄스트링/내전근,햄스트링/내전근,,햄스트링/내전근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/내전근,햄스트링/내전근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/내전근/코어,햄스트링/내전근/코어,햄스트링/내전근/코어,,햄스트링/내전근/코어 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/내전근/코어,햄스트링/내전근/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/둔근,햄스트링/둔근,햄스트링/둔근,,햄스트링/둔근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/둔근,햄스트링/둔근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/둔근/척추기립근,햄스트링/둔근/척추기립근,햄스트링/둔근/척추기립근,,햄스트링/둔근/척추기립근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/둔근/척추기립근,햄스트링/둔근/척추기립근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/종아리/코어,햄스트링/종아리/코어,햄스트링/종아리/코어,,햄스트링/종아리/코어 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/종아리/코어,햄스트링/종아리/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/코어,햄스트링/코어,햄스트링/코어,,햄스트링/코어 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/코어,햄스트링/코어,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링/코어/골반안정근,햄스트링/코어/골반안정근,햄스트링/코어/골반안정근,,햄스트링/코어/골반안정근 항목을 나타내는 앱 표시 용어입니다.,,햄스트링/코어/골반안정근,햄스트링/코어/골반안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,햄스트링리듬/하퇴스윙,햄스트링리듬/하퇴스윙,햄스트링리듬/하퇴스윙,,햄스트링리듬/하퇴스윙 항목을 나타내는 앱 표시 용어입니다.,,햄스트링리듬/하퇴스윙,햄스트링리듬/하퇴스윙,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회내근/회외근/전완근,회내근/회외근/전완근,회내근/회외근/전완근,,회내근/회외근/전완근 항목을 나타내는 앱 표시 용어입니다.,,회내근/회외근/전완근,회내근/회외근/전완근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회복/가동성/관절보호,회복/가동성/관절보호,회복/가동성/관절보호,,회복/가동성/관절보호 항목을 나타내는 앱 표시 용어입니다.,,회복/가동성/관절보호,회복/가동성/관절보호,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회복/가벼운풋워크/리듬,회복/가벼운풋워크/리듬,회복/가벼운풋워크/리듬,,회복/가벼운풋워크/리듬 항목을 나타내는 앱 표시 용어입니다.,,회복/가벼운풋워크/리듬,회복/가벼운풋워크/리듬,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회전근개,회전근개,회전근개,,회전근개 항목을 나타내는 앱 표시 용어입니다.,,회전근개,회전근개,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회전근개/능형근,회전근개/능형근,회전근개/능형근,,회전근개/능형근 항목을 나타내는 앱 표시 용어입니다.,,회전근개/능형근,회전근개/능형근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,회전저항/코어안정성,회전저항/코어안정성,회전저항/코어안정성,,회전저항/코어안정성 항목을 나타내는 앱 표시 용어입니다.,,회전저항/코어안정성,회전저항/코어안정성,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,후면삼각근,후면삼각근,후면삼각근,,후면삼각근 항목을 나타내는 앱 표시 용어입니다.,,후면삼각근,후면삼각근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,후면삼각근/견갑안정근,후면삼각근/견갑안정근,후면삼각근/견갑안정근,,후면삼각근/견갑안정근 항목을 나타내는 앱 표시 용어입니다.,,후면삼각근/견갑안정근,후면삼각근/견갑안정근,,PRODUCTION,APPROVED_RESEARCHED
EXERCISE_DETAIL,후면삼각근/이두근,후면삼각근/이두근,후면삼각근/이두근,,후면삼각근/이두근 항목을 나타내는 앱 표시 용어입니다.,,후면삼각근/이두근,후면삼각근/이두근,,PRODUCTION,APPROVED_RESEARCHED
