relationId,exerciseStableKey,exerciseName,relationType,relationValue,sourceStableKey,status,provenance
MOVEMENT_00419,ex_32219f7a,오버헤드 프레스,JOINT_ACTION,SCAPULAR_UPWARD_ROTATION,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00420,ex_32219f7a,오버헤드 프레스,JOINT_ACTION,SHOULDER_EXTENSION,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00421,ex_32219f7a,오버헤드 프레스,JOINT_ACTION,SHOULDER_FLEXION,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00422,ex_32219f7a,오버헤드 프레스,KINETIC_CHAIN,OPEN_CHAIN,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00423,ex_32219f7a,오버헤드 프레스,STABILITY_DEMAND,MODERATE,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00424,ex_32219f7a,오버헤드 프레스,MOBILITY_DEMAND,HIGH,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00425,ex_32219f7a,오버헤드 프레스,MOVEMENT_FAMILY,OVERHEAD_PRESS_VARIANTS,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00426,ex_32219f7a,오버헤드 프레스,MOVEMENT_SUBTYPE,BARBELL_OVERHEAD_PRESS,ex_32219f7a,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00427,ex_32eb8457,원암 랫풀다운,MOVEMENT_PATTERN,VERTICAL_PULL,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00428,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,ELBOW_EXTENSION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00429,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,ELBOW_FLEXION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00430,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,SCAPULAR_DEPRESSION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00431,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,SCAPULAR_ELEVATION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00432,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,SHOULDER_ABDUCTION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00433,ex_32eb8457,원암 랫풀다운,JOINT_ACTION,SHOULDER_ADDUCTION,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00434,ex_32eb8457,원암 랫풀다운,KINETIC_CHAIN,OPEN_CHAIN,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00435,ex_32eb8457,원암 랫풀다운,STABILITY_DEMAND,HIGH,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00436,ex_32eb8457,원암 랫풀다운,MOBILITY_DEMAND,MODERATE,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00437,ex_32eb8457,원암 랫풀다운,MOVEMENT_FAMILY,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00438,ex_32eb8457,원암 랫풀다운,MOVEMENT_SUBTYPE,ONE_ARM_LAT_PULLDOWN,ex_32eb8457,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00439,ex_33841b88,6코너 풋워크,MOVEMENT_PATTERN,GAIT,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00440,ex_33841b88,6코너 풋워크,MOVEMENT_PATTERN,STEP,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00441,ex_33841b88,6코너 풋워크,MOVEMENT_EVENT,ACCELERATION,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00442,ex_33841b88,6코너 풋워크,MOVEMENT_EVENT,CHANGE_OF_DIRECTION,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00443,ex_33841b88,6코너 풋워크,MOVEMENT_EVENT,DECELERATION,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00444,ex_33841b88,6코너 풋워크,STABILITY_DEMAND,HIGH,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00445,ex_33841b88,6코너 풋워크,MOBILITY_DEMAND,MODERATE,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00446,ex_33841b88,6코너 풋워크,MOVEMENT_FAMILY,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00447,ex_33841b88,6코너 풋워크,MOVEMENT_SUBTYPE,SIX_CORNER_FOOTWORK,ex_33841b88,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00448,ex_33d2da8e,원암 머신 로우,MOVEMENT_PATTERN,HORIZONTAL_PULL,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00449,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,ELBOW_EXTENSION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00450,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,ELBOW_FLEXION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00451,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,SCAPULAR_PROTRACTION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00452,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,SCAPULAR_RETRACTION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00453,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,SHOULDER_EXTENSION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00454,ex_33d2da8e,원암 머신 로우,JOINT_ACTION,SHOULDER_FLEXION,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00455,ex_33d2da8e,원암 머신 로우,KINETIC_CHAIN,OPEN_CHAIN,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00456,ex_33d2da8e,원암 머신 로우,STABILITY_DEMAND,LOW,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00457,ex_33d2da8e,원암 머신 로우,MOBILITY_DEMAND,MODERATE,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00458,ex_33d2da8e,원암 머신 로우,MOVEMENT_FAMILY,ROW_VARIANTS,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00459,ex_33d2da8e,원암 머신 로우,MOVEMENT_SUBTYPE,ONE_ARM_MACHINE_ROW,ex_33d2da8e,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00460,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_PATTERN,BOUND,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00461,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_EVENT,DECELERATION,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00462,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_EVENT,LANDING,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00463,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_EVENT,STABILIZATION,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00464,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_EVENT,TAKEOFF,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00465,ex_34e7d21,래터럴 바운드 투 스틱,STABILITY_DEMAND,HIGH,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00466,ex_34e7d21,래터럴 바운드 투 스틱,MOBILITY_DEMAND,MODERATE,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00467,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_FAMILY,LATERAL_BOUND_LANDING_DECELERATION_VARIANTS,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00468,ex_34e7d21,래터럴 바운드 투 스틱,MOVEMENT_SUBTYPE,LATERAL_BOUND_TO_STICK,ex_34e7d21,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00469,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_PATTERN,HOP,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00470,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_PATTERN,LUNGE,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00471,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_PATTERN,STEP,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00472,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,ANKLE_DORSIFLEXION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00473,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,ANKLE_PLANTARFLEXION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00474,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,HIP_EXTENSION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00475,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,HIP_FLEXION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00476,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,KNEE_EXTENSION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00477,ex_377448a9,스플릿 스텝 후 좌우 런지,JOINT_ACTION,KNEE_FLEXION,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00478,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_EVENT,LANDING,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00479,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_EVENT,REBOUND,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00480,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_EVENT,TAKEOFF,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00481,ex_377448a9,스플릿 스텝 후 좌우 런지,KINETIC_CHAIN,CLOSED_CHAIN,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00482,ex_377448a9,스플릿 스텝 후 좌우 런지,STABILITY_DEMAND,HIGH,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00483,ex_377448a9,스플릿 스텝 후 좌우 런지,MOBILITY_DEMAND,MODERATE,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00484,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_FAMILY,BADMINTON_REACTIVE_LUNGE_FOOTWORK,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00485,ex_377448a9,스플릿 스텝 후 좌우 런지,MOVEMENT_SUBTYPE,SPLIT_STEP_LATERAL_REACTIVE_LUNGE,ex_377448a9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00486,ex_389920ab,글루트 브릿지,JOINT_ACTION,HIP_EXTENSION,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00487,ex_389920ab,글루트 브릿지,JOINT_ACTION,HIP_FLEXION,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00488,ex_389920ab,글루트 브릿지,KINETIC_CHAIN,CLOSED_CHAIN,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00489,ex_389920ab,글루트 브릿지,STABILITY_DEMAND,LOW,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00490,ex_389920ab,글루트 브릿지,MOBILITY_DEMAND,LOW,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00491,ex_389920ab,글루트 브릿지,MOVEMENT_FAMILY,HIP_THRUST_GLUTE_BRIDGE_VARIANTS,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00492,ex_389920ab,글루트 브릿지,MOVEMENT_SUBTYPE,GLUTE_BRIDGE,ex_389920ab,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00493,ex_389e0556,원암 덤벨 벤치프레스,MOVEMENT_PATTERN,HORIZONTAL_PUSH,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00494,ex_389e0556,원암 덤벨 벤치프레스,JOINT_ACTION,ELBOW_EXTENSION,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00495,ex_389e0556,원암 덤벨 벤치프레스,JOINT_ACTION,ELBOW_FLEXION,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00496,ex_389e0556,원암 덤벨 벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00497,ex_389e0556,원암 덤벨 벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00498,ex_389e0556,원암 덤벨 벤치프레스,KINETIC_CHAIN,OPEN_CHAIN,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00499,ex_389e0556,원암 덤벨 벤치프레스,STABILITY_DEMAND,HIGH,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00500,ex_389e0556,원암 덤벨 벤치프레스,MOBILITY_DEMAND,MODERATE,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00501,ex_389e0556,원암 덤벨 벤치프레스,MOVEMENT_FAMILY,BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00502,ex_389e0556,원암 덤벨 벤치프레스,MOVEMENT_SUBTYPE,ONE_ARM_DUMBBELL_BENCH_PRESS,ex_389e0556,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00503,ex_3a7d3eda,덤벨 벤치프레스,MOVEMENT_PATTERN,HORIZONTAL_PUSH,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00504,ex_3a7d3eda,덤벨 벤치프레스,JOINT_ACTION,ELBOW_EXTENSION,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00505,ex_3a7d3eda,덤벨 벤치프레스,JOINT_ACTION,ELBOW_FLEXION,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00506,ex_3a7d3eda,덤벨 벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00507,ex_3a7d3eda,덤벨 벤치프레스,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00508,ex_3a7d3eda,덤벨 벤치프레스,KINETIC_CHAIN,OPEN_CHAIN,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00509,ex_3a7d3eda,덤벨 벤치프레스,STABILITY_DEMAND,MODERATE,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00510,ex_3a7d3eda,덤벨 벤치프레스,MOBILITY_DEMAND,MODERATE,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00511,ex_3a7d3eda,덤벨 벤치프레스,MOVEMENT_FAMILY,BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00512,ex_3a7d3eda,덤벨 벤치프레스,MOVEMENT_SUBTYPE,DUMBBELL_BENCH_PRESS,ex_3a7d3eda,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00513,ex_3c3692aa,케이블 원암 로우,MOVEMENT_PATTERN,HORIZONTAL_PULL,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00514,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,ELBOW_EXTENSION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00515,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,ELBOW_FLEXION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00516,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,SCAPULAR_PROTRACTION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00517,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,SCAPULAR_RETRACTION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00518,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,SHOULDER_EXTENSION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00519,ex_3c3692aa,케이블 원암 로우,JOINT_ACTION,SHOULDER_FLEXION,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00520,ex_3c3692aa,케이블 원암 로우,KINETIC_CHAIN,OPEN_CHAIN,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00521,ex_3c3692aa,케이블 원암 로우,STABILITY_DEMAND,HIGH,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00522,ex_3c3692aa,케이블 원암 로우,MOBILITY_DEMAND,MODERATE,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00523,ex_3c3692aa,케이블 원암 로우,MOVEMENT_FAMILY,ROW_VARIANTS,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00524,ex_3c3692aa,케이블 원암 로우,MOVEMENT_SUBTYPE,ONE_ARM_CABLE_ROW,ex_3c3692aa,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00525,ex_3caa236b,파이크 푸시업,MOVEMENT_PATTERN,VERTICAL_PUSH,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00526,ex_3caa236b,파이크 푸시업,JOINT_ACTION,ELBOW_EXTENSION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00527,ex_3caa236b,파이크 푸시업,JOINT_ACTION,ELBOW_FLEXION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00528,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SCAPULAR_DOWNWARD_ROTATION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00529,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SCAPULAR_UPWARD_ROTATION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00530,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SHOULDER_EXTENSION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00531,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SHOULDER_FLEXION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00532,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00533,ex_3caa236b,파이크 푸시업,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00534,ex_3caa236b,파이크 푸시업,KINETIC_CHAIN,CLOSED_CHAIN,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00535,ex_3caa236b,파이크 푸시업,STABILITY_DEMAND,MODERATE,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00536,ex_3caa236b,파이크 푸시업,MOBILITY_DEMAND,HIGH,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00537,ex_3caa236b,파이크 푸시업,MOVEMENT_FAMILY,BODYWEIGHT_VERTICAL_PUSH_VARIANTS,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00538,ex_3caa236b,파이크 푸시업,MOVEMENT_SUBTYPE,PIKE_PUSH_UP,ex_3caa236b,REVIEW_RECOMMENDED,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00539,ex_3d5719de,원암 케이블 컬,JOINT_ACTION,ELBOW_EXTENSION,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00540,ex_3d5719de,원암 케이블 컬,JOINT_ACTION,ELBOW_FLEXION,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00541,ex_3d5719de,원암 케이블 컬,KINETIC_CHAIN,OPEN_CHAIN,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00542,ex_3d5719de,원암 케이블 컬,STABILITY_DEMAND,LOW,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00543,ex_3d5719de,원암 케이블 컬,MOBILITY_DEMAND,LOW,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00544,ex_3d5719de,원암 케이블 컬,MOVEMENT_FAMILY,ELBOW_FLEXION_BICEPS_CURL_VARIANTS,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00545,ex_3d5719de,원암 케이블 컬,MOVEMENT_SUBTYPE,ONE_ARM_CABLE_CURL,ex_3d5719de,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00546,ex_3f184ef9,버피,MOVEMENT_PATTERN,HORIZONTAL_PUSH,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00547,ex_3f184ef9,버피,MOVEMENT_PATTERN,JUMP,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00548,ex_3f184ef9,버피,MOVEMENT_PATTERN,SQUAT,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00549,ex_3f184ef9,버피,JOINT_ACTION,ANKLE_DORSIFLEXION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00550,ex_3f184ef9,버피,JOINT_ACTION,ANKLE_PLANTARFLEXION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00551,ex_3f184ef9,버피,JOINT_ACTION,ELBOW_EXTENSION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00552,ex_3f184ef9,버피,JOINT_ACTION,ELBOW_FLEXION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00553,ex_3f184ef9,버피,JOINT_ACTION,HIP_EXTENSION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00554,ex_3f184ef9,버피,JOINT_ACTION,HIP_FLEXION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00555,ex_3f184ef9,버피,JOINT_ACTION,KNEE_EXTENSION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00556,ex_3f184ef9,버피,JOINT_ACTION,KNEE_FLEXION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00557,ex_3f184ef9,버피,JOINT_ACTION,SHOULDER_HORIZONTAL_ABDUCTION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00558,ex_3f184ef9,버피,JOINT_ACTION,SHOULDER_HORIZONTAL_ADDUCTION,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00559,ex_3f184ef9,버피,MOVEMENT_EVENT,LANDING,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00560,ex_3f184ef9,버피,MOVEMENT_EVENT,TAKEOFF,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00561,ex_3f184ef9,버피,KINETIC_CHAIN,CLOSED_CHAIN,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00562,ex_3f184ef9,버피,STABILITY_DEMAND,HIGH,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
MOVEMENT_00563,ex_3f184ef9,버피,MOBILITY_DEMAND,MODERATE,ex_3f184ef9,DRAFT_READY,FINAL_CLOSEOUT_2026-08-04
