exerciseStableKey,exerciseName,groupId,requirementModel,memberOrder,equipmentCode,simultaneousRequired,sourceStableKey,note
ex_cb3c4dc2,맨몸 스쿼트,,NONE,,,NO,ex_cb3c4dc2,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_d5048362,인클라인 덤벨 컬,eqreq_ex_d5048362,ALL_REQUIRED,1,BENCH,YES,ex_d5048362,All listed atomic items are simultaneously required.
ex_d5048362,인클라인 덤벨 컬,eqreq_ex_d5048362,ALL_REQUIRED,2,DUMBBELL,YES,ex_d5048362,All listed atomic items are simultaneously required.
ex_d5bdffe1,데드버그,,NONE,,,NO,ex_d5bdffe1,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_d60745b4,원레그 레그 익스텐션,eqreq_ex_d60745b4,SINGLE,1,LEG_EXTENSION_MACHINE,NO,ex_d60745b4,Single atomic equipment requirement.
ex_d6726746,드롭 점프,eqreq_ex_d6726746,SINGLE,1,BOX_STEP,NO,ex_d6726746,Single atomic equipment requirement.
ex_d67e5761,피스톨 스쿼트,,NONE,,,NO,ex_d67e5761,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_d7c90536,로잉머신,eqreq_ex_d7c90536,SINGLE,1,ROWING_MACHINE,NO,ex_d7c90536,Single atomic equipment requirement.
ex_d9e141e4,박스 점프,eqreq_ex_d9e141e4,SINGLE,1,BOX_STEP,NO,ex_d9e141e4,Single atomic equipment requirement.
ex_da56a4fe,덤벨 킥백,eqreq_ex_da56a4fe,SINGLE,1,DUMBBELL,NO,ex_da56a4fe,Single atomic equipment requirement.
ex_dc9e5953,랫풀다운,eqreq_ex_dc9e5953,SINGLE,1,LAT_PULLDOWN_MACHINE,NO,ex_dc9e5953,Single atomic equipment requirement.
ex_dd16e07a,스트레칭,,NONE,,,NO,ex_dd16e07a,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_de46b7f6,바벨 로우,eqreq_ex_de46b7f6,SINGLE,1,BARBELL,NO,ex_de46b7f6,Single atomic equipment requirement.
ex_debf6a8b,다이아몬드 푸시업,,NONE,,,NO,ex_debf6a8b,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_deca2b61,벤치 딥스,eqreq_ex_deca2b61,SINGLE,1,BENCH,NO,ex_deca2b61,Single atomic equipment requirement.
ex_df966b45,점프 런지,,NONE,,,NO,ex_df966b45,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_e0b1e364,원암 덤벨 RDL,eqreq_ex_e0b1e364,SINGLE,1,DUMBBELL,NO,ex_e0b1e364,Single atomic equipment requirement.
ex_e159d15a,인버티드 로우,eqreq_ex_e159d15a,SINGLE,1,BODYWEIGHT,NO,ex_e159d15a,General bodyweight movement; no dedicated external equipment required.
ex_e1894690,스캡 풀업,eqreq_ex_e1894690,SINGLE,1,PULL_UP_BAR,NO,ex_e1894690,Single atomic equipment requirement.
ex_e2efd0fe,불가리안 스플릿 스쿼트,eqreq_ex_e2efd0fe,ALL_REQUIRED,1,BENCH,YES,ex_e2efd0fe,All listed atomic items are simultaneously required.
ex_e2efd0fe,불가리안 스플릿 스쿼트,eqreq_ex_e2efd0fe,ALL_REQUIRED,2,DUMBBELL,YES,ex_e2efd0fe,All listed atomic items are simultaneously required.
ex_e3715c0b,워킹 런지,eqreq_ex_e3715c0b,SINGLE,1,DUMBBELL,NO,ex_e3715c0b,Single atomic equipment requirement.
ex_e41e8dcf,중량 친업,eqreq_ex_e41e8dcf,ALL_REQUIRED,1,DUMBBELL,YES,ex_e41e8dcf,All listed atomic items are simultaneously required.
ex_e41e8dcf,중량 친업,eqreq_ex_e41e8dcf,ALL_REQUIRED,2,PULL_UP_BAR,YES,ex_e41e8dcf,All listed atomic items are simultaneously required.
ex_e41e8dcf,중량 친업,eqreq_ex_e41e8dcf,ALL_REQUIRED,3,WEIGHT_BELT,YES,ex_e41e8dcf,All listed atomic items are simultaneously required.
ex_e41f4c2b,중량 풀업,eqreq_ex_e41f4c2b,ALL_REQUIRED,1,DUMBBELL,YES,ex_e41f4c2b,All listed atomic items are simultaneously required.
ex_e41f4c2b,중량 풀업,eqreq_ex_e41f4c2b,ALL_REQUIRED,2,PULL_UP_BAR,YES,ex_e41f4c2b,All listed atomic items are simultaneously required.
ex_e41f4c2b,중량 풀업,eqreq_ex_e41f4c2b,ALL_REQUIRED,3,WEIGHT_BELT,YES,ex_e41f4c2b,All listed atomic items are simultaneously required.
ex_e465d1e9,포고 점프,,NONE,,,NO,ex_e465d1e9,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_e4f911bb,네거티브 풀업,eqreq_ex_e4f911bb,SINGLE,1,PULL_UP_BAR,NO,ex_e4f911bb,Single atomic equipment requirement.
ex_e709eeda,케이블 컬,eqreq_ex_e709eeda,SINGLE,1,CABLE,NO,ex_e709eeda,Single atomic equipment requirement.
ex_e8ff8cfa,밴드 외회전,eqreq_ex_e8ff8cfa,SINGLE,1,BAND,NO,ex_e8ff8cfa,Single atomic equipment requirement.
ex_e9e97659,핵 스쿼트,eqreq_ex_e9e97659,SINGLE,1,HACK_SQUAT_MACHINE,NO,ex_e9e97659,Single atomic equipment requirement.
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,eqreq_ex_eb636bac,SINGLE,1,CABLE,NO,ex_eb636bac,Single atomic equipment requirement.
ex_ee378da7,스케이터 스쿼트,eqreq_ex_ee378da7,SINGLE,1,DUMBBELL,NO,ex_ee378da7,Single atomic equipment requirement.
ex_f1d31d3d,원레그 핵 스쿼트,eqreq_ex_f1d31d3d,SINGLE,1,HACK_SQUAT_MACHINE,NO,ex_f1d31d3d,Single atomic equipment requirement.
ex_f2a79d37,스플릿 스쿼트,eqreq_ex_f2a79d37,SINGLE,1,DUMBBELL,NO,ex_f2a79d37,Single atomic equipment requirement.
ex_f332aeab,월 드라이브,eqreq_ex_f332aeab,SINGLE,1,WALL,NO,ex_f332aeab,Single atomic equipment requirement.
ex_f459ad2a,메도우즈 로우,eqreq_ex_f459ad2a,ALL_REQUIRED,1,BARBELL,YES,ex_f459ad2a,All listed atomic items are simultaneously required.
ex_f459ad2a,메도우즈 로우,eqreq_ex_f459ad2a,ALL_REQUIRED,2,LANDMINE,YES,ex_f459ad2a,All listed atomic items are simultaneously required.
ex_f6703b06,덤벨 프로네이션/수피네이션,eqreq_ex_f6703b06,SINGLE,1,DUMBBELL,NO,ex_f6703b06,Single atomic equipment requirement.
ex_f6d43398,사이드 플랭크,,NONE,,,NO,ex_f6d43398,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_f97a05ab,월 슬라이드,eqreq_ex_f97a05ab,SINGLE,1,WALL,NO,ex_f97a05ab,Single atomic equipment requirement.
ex_fa2e73b3,핸드스탠드 푸시업,eqreq_ex_fa2e73b3,SINGLE,1,WALL,NO,ex_fa2e73b3,Single atomic equipment requirement.
ex_fa31f7a6,케이블 로우,eqreq_ex_fa31f7a6,SINGLE,1,CABLE,NO,ex_fa31f7a6,Single atomic equipment requirement.
ex_fa3416f6,스미스 머신 스쿼트,eqreq_ex_fa3416f6,SINGLE,1,SMITH_MACHINE,NO,ex_fa3416f6,Single atomic equipment requirement.
ex_fa34ddfe,케이블 킥백,eqreq_ex_fa34ddfe,SINGLE,1,CABLE,NO,ex_fa34ddfe,Single atomic equipment requirement.
ex_fa570291,트라이셉스 푸시다운,eqreq_ex_fa570291,SINGLE,1,CABLE,NO,ex_fa570291,Single atomic equipment requirement.
ex_faae2044,인터벌 러닝,,NONE,,,NO,ex_faae2044,Bodyweight/no equipment is represented by the absence of EquipmentRef.
ex_fb67af37,디클라인 푸시업,eqreq_ex_fb67af37,SINGLE,1,BENCH,NO,ex_fb67af37,Single atomic equipment requirement.
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,eqreq_ex_fdbdf454,SINGLE,1,DUMBBELL,NO,ex_fdbdf454,Single atomic equipment requirement.
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,eqreq_ez_bar_lying_triceps_extension,SINGLE,1,EZ_BAR,NO,ex_d20b7487,Single atomic equipment requirement.
ez_bar_preacher_curl,EZ바 프리처 컬,eqreq_ez_bar_preacher_curl,SINGLE,1,EZ_BAR,NO,ex_e994008a,Single atomic equipment requirement.
ez_bar_reverse_curl,EZ바 리버스 컬,eqreq_ez_bar_reverse_curl,SINGLE,1,EZ_BAR,NO,ex_dd2f732e,Single atomic equipment requirement.
ez_bar_spider_curl,EZ바 스파이더 컬,eqreq_ez_bar_spider_curl,ALL_REQUIRED,1,EZ_BAR,YES,ex_516f4456,All listed atomic items are simultaneously required.
ez_bar_spider_curl,EZ바 스파이더 컬,eqreq_ez_bar_spider_curl,ALL_REQUIRED,2,BENCH,YES,ex_516f4456,All listed atomic items are simultaneously required.
face_pull,페이스풀,eqreq_face_pull,SINGLE,1,CABLE,NO,face_pull,Single atomic equipment requirement.
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,eqreq_gymnastic_ring_inverted_row,SINGLE,1,GYMNASTIC_RINGS,NO,ex_e159d15a,Single atomic equipment requirement.
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,eqreq_half_kneeling_single_arm_dumbbell_press,SINGLE,1,DUMBBELL,NO,half_kneeling_single_arm_dumbbell_press,Single atomic equipment requirement.
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,eqreq_half_kneeling_single_arm_kettlebell_press,SINGLE,1,KETTLEBELL,NO,half_kneeling_single_arm_kettlebell_press,Single atomic equipment requirement.
hip_adduction_machine,힙 어덕션 머신,eqreq_hip_adduction_machine,SINGLE,1,HIP_ADDUCTION_MACHINE,NO,ex_eaea872c,Single atomic equipment requirement.
kettlebell_farmer_carry,케틀벨 파머스 캐리,eqreq_kettlebell_farmer_carry,SINGLE,1,KETTLEBELL,NO,ex_a1fc4533,Single atomic equipment requirement.
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,eqreq_kettlebell_goblet_squat,SINGLE,1,KETTLEBELL,NO,ex_ac7df636,Single atomic equipment requirement.
kettlebell_halo,케틀벨 헤일로,eqreq_kettlebell_halo,SINGLE,1,KETTLEBELL,NO,kettlebell_halo,Single atomic equipment requirement.
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,eqreq_kettlebell_single_leg_rdl,SINGLE,1,KETTLEBELL,NO,single_leg_rdl,Single atomic equipment requirement.
landmine_anti_rotation,랜드마인 안티로테이션,eqreq_landmine_anti_rotation,SINGLE,1,LANDMINE,NO,landmine_anti_rotation,Single atomic equipment requirement.
landmine_rotation,랜드마인 좌우 회전,eqreq_landmine_rotation,SINGLE,1,LANDMINE,NO,landmine_rotation,Single atomic equipment requirement.
lateral_bound_continuous,래터럴 바운드,,NONE,,,NO,lateral_bound_continuous,Bodyweight/no equipment is represented by the absence of EquipmentRef.
machine_chest_fly,머신 플라이,eqreq_machine_chest_fly,SINGLE,1,MACHINE,NO,ex_4c779df2,Single atomic equipment requirement.
med_ball_chest_pass,메디신볼 체스트 패스,eqreq_med_ball_chest_pass,SINGLE,1,MEDICINE_BALL,NO,med_ball_chest_pass,Single atomic equipment requirement.
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,eqreq_med_ball_overhead_slam,SINGLE,1,MEDICINE_BALL,NO,med_ball_overhead_slam,Single atomic equipment requirement.
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,eqreq_med_ball_rotational_scoop_toss,SINGLE,1,MEDICINE_BALL,NO,med_ball_rotational_scoop_toss,Single atomic equipment requirement.
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,eqreq_med_ball_rotational_slam,SINGLE,1,MEDICINE_BALL,NO,med_ball_rotational_slam,Single atomic equipment requirement.
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,eqreq_medicine_ball_rotational_throw,SINGLE,1,MEDICINE_BALL,NO,medicine_ball_rotational_throw,Single atomic equipment requirement.
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,eqreq_medicine_ball_three_step_acceleration_throw,SINGLE,1,MEDICINE_BALL,NO,medicine_ball_three_step_acceleration_throw,Single atomic equipment requirement.
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,eqreq_medicine_ball_three_step_deceleration_throw,SINGLE,1,MEDICINE_BALL,NO,medicine_ball_three_step_deceleration_throw,Single atomic equipment requirement.
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,eqreq_one_arm_gymnastic_ring_row,SINGLE,1,GYMNASTIC_RINGS,NO,ex_d9084b5e,Single atomic equipment requirement.
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,eqreq_one_arm_suspension_trainer_row,SINGLE,1,SUSPENSION_TRAINER,NO,ex_d9084b5e,Single atomic equipment requirement.
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,eqreq_plate_rotational_press_out,SINGLE,1,WEIGHT_PLATE,NO,plate_rotational_press_out,Single atomic equipment requirement.
single_leg_hip_bridge,원레그 힙 브릿지,,NONE,,,NO,single_leg_hip_bridge,Bodyweight/no equipment is represented by the absence of EquipmentRef.
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,,NONE,,,NO,ex_bd072cd,Bodyweight/no equipment is represented by the absence of EquipmentRef.
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,eqreq_standing_calf_raise_machine,SINGLE,1,STANDING_CALF_RAISE_MACHINE,NO,ex_bd072cd,Single atomic equipment requirement.
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,eqreq_standing_dumbbell_calf_raise,SINGLE,1,DUMBBELL,NO,ex_bd072cd,Single atomic equipment requirement.
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,eqreq_suspension_trainer_inverted_row,SINGLE,1,SUSPENSION_TRAINER,NO,ex_e159d15a,Single atomic equipment requirement.
vipr_chop,바이퍼 회전 아래로,eqreq_vipr_chop,SINGLE,1,VIPR,NO,vipr_chop,Single atomic equipment requirement.
vipr_rotational_lift,바이퍼 회전 위로,eqreq_vipr_rotational_lift,SINGLE,1,VIPR,NO,vipr_rotational_lift,Single atomic equipment requirement.
vipr_rotational_press_out,바이퍼 로테이셔널 프레스아웃,eqreq_vipr_rotational_press_out,SINGLE,1,VIPR,NO,vipr_rotational_press_out,Single atomic equipment requirement.
vipr_step_and_rotate,바이퍼 스텝 앤 로테이트,eqreq_vipr_step_and_rotate,SINGLE,1,VIPR,NO,vipr_step_and_rotate,Single atomic equipment requirement.
