relationKey,exerciseStableKey,exerciseName,relationType,relationValue,transferConfidence,identityStatus,sourceStableKey,inheritanceSourceStableKey,reviewStatus,evidenceSource,provenance,notes
BADMINTON_00386,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,ACCELERATION,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00387,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,DECELERATION,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00388,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,FRONTAL_PLANE_CONTROL,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00389,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,HIP_CONTROL,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00390,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00391,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,LOWER_BODY_FORCE,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00392,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,REACTIVE_AGILITY,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00393,ex_34e7d21,래터럴 바운드 투 스틱,PHYSICAL_QUALITY,SINGLE_LEG_STABILITY,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00394,ex_34e7d21,래터럴 바운드 투 스틱,COURT_MOVEMENT,DECELERATION,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00395,ex_34e7d21,래터럴 바운드 투 스틱,COURT_MOVEMENT,JUMP_LANDING,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00396,ex_34e7d21,래터럴 바운드 투 스틱,COURT_MOVEMENT,LATERAL_MOVE,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00397,ex_34e7d21,래터럴 바운드 투 스틱,COURT_MOVEMENT,RECOVERY_STEP,MEDIUM,SELECTABLE_CANONICAL,ex_34e7d21,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00398,ex_377448a9,스플릿 스텝 후 좌우 런지,TRANSFER_LEVEL,DIRECT,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00399,ex_377448a9,스플릿 스텝 후 좌우 런지,TRANSFER_TYPE,CHANGE_OF_DIRECTION_DIRECT,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00400,ex_377448a9,스플릿 스텝 후 좌우 런지,TRANSFER_TYPE,LUNGE_REACH_DIRECT,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00401,ex_377448a9,스플릿 스텝 후 좌우 런지,SKILL_TARGET,DEFENSIVE_COVERAGE,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00402,ex_377448a9,스플릿 스텝 후 좌우 런지,SKILL_TARGET,FRONT_COURT_LUNGE,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00403,ex_377448a9,스플릿 스텝 후 좌우 런지,SKILL_TARGET,LATERAL_LUNGE,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00404,ex_377448a9,스플릿 스텝 후 좌우 런지,SKILL_TARGET,SPLIT_STEP,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00405,ex_377448a9,스플릿 스텝 후 좌우 런지,PHYSICAL_QUALITY,DECELERATION,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00406,ex_377448a9,스플릿 스텝 후 좌우 런지,PHYSICAL_QUALITY,FRONTAL_PLANE_CONTROL,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00407,ex_377448a9,스플릿 스텝 후 좌우 런지,PHYSICAL_QUALITY,HIP_CONTROL,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00408,ex_377448a9,스플릿 스텝 후 좌우 런지,PHYSICAL_QUALITY,SINGLE_LEG_STABILITY,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00409,ex_377448a9,스플릿 스텝 후 좌우 런지,COURT_MOVEMENT,NONE,HIGH,SELECTABLE_CANONICAL,ex_377448a9,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00410,ex_389920ab,글루트 브릿지,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00411,ex_389920ab,글루트 브릿지,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00412,ex_389920ab,글루트 브릿지,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00413,ex_389920ab,글루트 브릿지,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00414,ex_389920ab,글루트 브릿지,PHYSICAL_QUALITY,LOWER_BODY_FORCE,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00415,ex_389920ab,글루트 브릿지,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_389920ab,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00416,ex_389e0556,원암 덤벨 벤치프레스,TRANSFER_LEVEL,NONE,NONE,SELECTABLE_CANONICAL,ex_389e0556,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00417,ex_389e0556,원암 덤벨 벤치프레스,TRANSFER_TYPE,NONE,NONE,SELECTABLE_CANONICAL,ex_389e0556,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00418,ex_389e0556,원암 덤벨 벤치프레스,SKILL_TARGET,NONE,NONE,SELECTABLE_CANONICAL,ex_389e0556,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00419,ex_389e0556,원암 덤벨 벤치프레스,PHYSICAL_QUALITY,NONE,NONE,SELECTABLE_CANONICAL,ex_389e0556,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00420,ex_389e0556,원암 덤벨 벤치프레스,COURT_MOVEMENT,NONE,NONE,SELECTABLE_CANONICAL,ex_389e0556,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00421,ex_3a7d3eda,덤벨 벤치프레스,TRANSFER_LEVEL,NONE,NONE,SELECTABLE_CANONICAL,ex_3a7d3eda,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00422,ex_3a7d3eda,덤벨 벤치프레스,TRANSFER_TYPE,NONE,NONE,SELECTABLE_CANONICAL,ex_3a7d3eda,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00423,ex_3a7d3eda,덤벨 벤치프레스,SKILL_TARGET,NONE,NONE,SELECTABLE_CANONICAL,ex_3a7d3eda,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00424,ex_3a7d3eda,덤벨 벤치프레스,PHYSICAL_QUALITY,NONE,NONE,SELECTABLE_CANONICAL,ex_3a7d3eda,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00425,ex_3a7d3eda,덤벨 벤치프레스,COURT_MOVEMENT,NONE,NONE,SELECTABLE_CANONICAL,ex_3a7d3eda,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00426,ex_3c3692aa,케이블 원암 로우,TRANSFER_LEVEL,SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00427,ex_3c3692aa,케이블 원암 로우,TRANSFER_TYPE,SHOULDER_SCAPULAR_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00428,ex_3c3692aa,케이블 원암 로우,SKILL_TARGET,DRIVE,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00429,ex_3c3692aa,케이블 원암 로우,SKILL_TARGET,OVERHEAD_CLEAR,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00430,ex_3c3692aa,케이블 원암 로우,PHYSICAL_QUALITY,SCAPULAR_CONTROL,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00431,ex_3c3692aa,케이블 원암 로우,PHYSICAL_QUALITY,SHOULDER_DURABILITY,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00432,ex_3c3692aa,케이블 원암 로우,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_3c3692aa,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00433,ex_3caa236b,파이크 푸시업,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00434,ex_3caa236b,파이크 푸시업,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00435,ex_3caa236b,파이크 푸시업,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00436,ex_3caa236b,파이크 푸시업,PHYSICAL_QUALITY,ROTATOR_CUFF_CONTROL,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00437,ex_3caa236b,파이크 푸시업,PHYSICAL_QUALITY,SCAPULAR_CONTROL,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00438,ex_3caa236b,파이크 푸시업,PHYSICAL_QUALITY,SHOULDER_DURABILITY,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00439,ex_3caa236b,파이크 푸시업,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_3caa236b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00440,ex_3d5719de,원암 케이블 컬,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,ex_3d5719de,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00441,ex_3d5719de,원암 케이블 컬,TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_3d5719de,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00442,ex_3d5719de,원암 케이블 컬,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,ex_3d5719de,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00443,ex_3d5719de,원암 케이블 컬,PHYSICAL_QUALITY,GRIP_ENDURANCE,LOW,SELECTABLE_CANONICAL,ex_3d5719de,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00444,ex_3d5719de,원암 케이블 컬,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_3d5719de,,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00445,ex_3f184ef9,버피,TRANSFER_LEVEL,GENERAL,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00446,ex_3f184ef9,버피,TRANSFER_TYPE,GENERAL_CONDITIONING_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00447,ex_3f184ef9,버피,SKILL_TARGET,NONE,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00448,ex_3f184ef9,버피,PHYSICAL_QUALITY,AEROBIC_BASE,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00449,ex_3f184ef9,버피,PHYSICAL_QUALITY,ANAEROBIC_REPEATABILITY,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00450,ex_3f184ef9,버피,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_3f184ef9,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00451,ex_40fa57be,원암 케이블 하이 로우,TRANSFER_LEVEL,SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00452,ex_40fa57be,원암 케이블 하이 로우,TRANSFER_TYPE,SHOULDER_SCAPULAR_SUPPORTIVE,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00453,ex_40fa57be,원암 케이블 하이 로우,SKILL_TARGET,DRIVE,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00454,ex_40fa57be,원암 케이블 하이 로우,SKILL_TARGET,OVERHEAD_CLEAR,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00455,ex_40fa57be,원암 케이블 하이 로우,PHYSICAL_QUALITY,SCAPULAR_CONTROL,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00456,ex_40fa57be,원암 케이블 하이 로우,PHYSICAL_QUALITY,SHOULDER_DURABILITY,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00457,ex_40fa57be,원암 케이블 하이 로우,COURT_MOVEMENT,NONE,LOW,SELECTABLE_CANONICAL,ex_40fa57be,,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00458,ex_421ba24b,좌우 랜덤 콕줍기,TRANSFER_LEVEL,DIRECT,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00459,ex_421ba24b,좌우 랜덤 콕줍기,TRANSFER_TYPE,FOOTWORK_DIRECT,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00460,ex_421ba24b,좌우 랜덤 콕줍기,TRANSFER_TYPE,LUNGE_REACH_DIRECT,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00461,ex_421ba24b,좌우 랜덤 콕줍기,TRANSFER_TYPE,REACTION_DECISION_DIRECT,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00462,ex_421ba24b,좌우 랜덤 콕줍기,SKILL_TARGET,DEFENSIVE_COVERAGE,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00463,ex_421ba24b,좌우 랜덤 콕줍기,SKILL_TARGET,FIRST_STEP,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00464,ex_421ba24b,좌우 랜덤 콕줍기,SKILL_TARGET,FRONT_COURT_LUNGE,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00465,ex_421ba24b,좌우 랜덤 콕줍기,SKILL_TARGET,LATERAL_LUNGE,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00466,ex_421ba24b,좌우 랜덤 콕줍기,SKILL_TARGET,SPLIT_STEP,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00467,ex_421ba24b,좌우 랜덤 콕줍기,PHYSICAL_QUALITY,DECELERATION,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
BADMINTON_00468,ex_421ba24b,좌우 랜덤 콕줍기,PHYSICAL_QUALITY,HIP_CONTROL,HIGH,SELECTABLE_CANONICAL,ex_421ba24b,,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
