relationId,exerciseStableKey,relationType,relationValue,sourceRowOrder,provenance,reviewStatus
CORE_CLASS_155,ex_c536edc2,CORE_CLASS,HIDDEN_HIGH,155,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_156,ex_c5c2fdef,CORE_CLASS,HIDDEN_MODERATE,156,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_157,ex_c5f4c242,CORE_CLASS,HIDDEN_MODERATE,157,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_158,ex_c62c0716,CORE_CLASS,NONE,158,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_159,ex_c6d9efef,CORE_CLASS,HIDDEN_MODERATE,159,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_160,ex_c7977dfd,CORE_CLASS,HIDDEN_MODERATE,160,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_161,ex_c8bcf3ce,CORE_CLASS,HIDDEN_MODERATE,161,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_162,ex_ca5cce66,CORE_CLASS,HIDDEN_LOW,162,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_163,ex_cb3c4dc2,CORE_CLASS,HIDDEN_MODERATE,163,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_164,ex_d5048362,CORE_CLASS,NONE,164,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_165,ex_d5bdffe1,CORE_CLASS,DIRECT,165,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_165,ex_d5bdffe1,DIRECT_TARGET,BRACING,165,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_166,ex_d60745b4,CORE_CLASS,NONE,166,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_167,ex_d6726746,CORE_CLASS,HIDDEN_MODERATE,167,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_168,ex_d67e5761,CORE_CLASS,HIDDEN_HIGH,168,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_169,ex_d7c90536,CORE_CLASS,HIDDEN_MODERATE,169,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_170,ex_d9e141e4,CORE_CLASS,HIDDEN_MODERATE,170,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_171,ex_da56a4fe,CORE_CLASS,HIDDEN_LOW,171,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_172,ex_dc9e5953,CORE_CLASS,HIDDEN_LOW,172,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_173,ex_dd16e07a,CORE_CLASS,NONE,173,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_174,ex_de46b7f6,CORE_CLASS,HIDDEN_HIGH,174,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_175,ex_debf6a8b,CORE_CLASS,HIDDEN_MODERATE,175,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_176,ex_deca2b61,CORE_CLASS,HIDDEN_MODERATE,176,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_177,ex_df966b45,CORE_CLASS,HIDDEN_MODERATE,177,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_178,ex_e0b1e364,CORE_CLASS,HIDDEN_HIGH,178,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_179,ex_e1894690,CORE_CLASS,HIDDEN_MODERATE,179,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_180,ex_e2efd0fe,CORE_CLASS,HIDDEN_HIGH,180,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_181,ex_e3715c0b,CORE_CLASS,HIDDEN_MODERATE,181,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_182,ex_e41e8dcf,CORE_CLASS,HIDDEN_MODERATE,182,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_183,ex_e41f4c2b,CORE_CLASS,HIDDEN_MODERATE,183,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_184,ex_e465d1e9,CORE_CLASS,HIDDEN_MODERATE,184,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_185,ex_e4f911bb,CORE_CLASS,HIDDEN_MODERATE,185,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_186,ex_e709eeda,CORE_CLASS,HIDDEN_LOW,186,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_187,ex_e8ff8cfa,CORE_CLASS,NONE,187,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_188,ex_e9e97659,CORE_CLASS,HIDDEN_LOW,188,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_189,ex_eb636bac,CORE_CLASS,HIDDEN_LOW,189,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_190,ex_ee378da7,CORE_CLASS,HIDDEN_HIGH,190,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_191,ex_f1d31d3d,CORE_CLASS,HIDDEN_LOW,191,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_192,ex_f2a79d37,CORE_CLASS,HIDDEN_HIGH,192,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_193,ex_f332aeab,CORE_CLASS,HIDDEN_MODERATE,193,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_194,ex_f459ad2a,CORE_CLASS,HIDDEN_HIGH,194,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_195,ex_f6703b06,CORE_CLASS,NONE,195,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_196,ex_f6d43398,CORE_CLASS,DIRECT,196,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_196,ex_f6d43398,DIRECT_TARGET,BRACING,196,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_197,ex_f97a05ab,CORE_CLASS,NONE,197,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_198,ex_fa2e73b3,CORE_CLASS,HIDDEN_HIGH,198,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_199,ex_fa31f7a6,CORE_CLASS,HIDDEN_MODERATE,199,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_200,ex_fa3416f6,CORE_CLASS,HIDDEN_MODERATE,200,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_201,ex_fa34ddfe,CORE_CLASS,HIDDEN_LOW,201,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_202,ex_fa570291,CORE_CLASS,HIDDEN_LOW,202,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_203,ex_faae2044,CORE_CLASS,HIDDEN_MODERATE,203,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_204,ex_fb67af37,CORE_CLASS,HIDDEN_MODERATE,204,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_205,ex_fdbdf454,CORE_CLASS,HIDDEN_LOW,205,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_206,ez_bar_lying_triceps_extension,CORE_CLASS,NONE,206,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_207,ez_bar_preacher_curl,CORE_CLASS,NONE,207,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_208,ez_bar_reverse_curl,CORE_CLASS,HIDDEN_LOW,208,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_209,ez_bar_spider_curl,CORE_CLASS,NONE,209,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_210,face_pull,CORE_CLASS,HIDDEN_LOW,210,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_211,gymnastic_ring_inverted_row,CORE_CLASS,HIDDEN_MODERATE,211,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_212,half_kneeling_single_arm_dumbbell_press,CORE_CLASS,HIDDEN_HIGH,212,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_213,half_kneeling_single_arm_kettlebell_press,CORE_CLASS,HIDDEN_HIGH,213,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_214,hip_adduction_machine,CORE_CLASS,NONE,214,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_215,kettlebell_farmer_carry,CORE_CLASS,DIRECT,215,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_TARGET_215,kettlebell_farmer_carry,DIRECT_TARGET,BRACING,215,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_216,kettlebell_goblet_squat,CORE_CLASS,HIDDEN_MODERATE,216,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_217,kettlebell_halo,CORE_CLASS,HIDDEN_LOW,217,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_218,kettlebell_single_leg_rdl,CORE_CLASS,HIDDEN_HIGH,218,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_219,landmine_anti_rotation,CORE_CLASS,DIRECT,219,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_219,landmine_anti_rotation,DIRECT_TARGET,ANTI_ROTATION,219,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_220,landmine_rotation,CORE_CLASS,DIRECT,220,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_220,landmine_rotation,DIRECT_TARGET,ROTATION_GENERATION,220,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_221,lateral_bound_continuous,CORE_CLASS,HIDDEN_MODERATE,221,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_222,med_ball_chest_pass,CORE_CLASS,HIDDEN_MODERATE,222,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_223,med_ball_overhead_slam,CORE_CLASS,HIDDEN_HIGH,223,USER_APPROVED_CORE_REVIEW_2026_08_13,REVIEW_RECOMMENDED
CORE_CLASS_224,med_ball_rotational_scoop_toss,CORE_CLASS,DIRECT,224,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_224,med_ball_rotational_scoop_toss,DIRECT_TARGET,ROTATION_GENERATION,224,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_225,med_ball_rotational_slam,CORE_CLASS,DIRECT,225,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_225,med_ball_rotational_slam,DIRECT_TARGET,ROTATION_GENERATION,225,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_226,medicine_ball_rotational_throw,CORE_CLASS,DIRECT,226,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_226,medicine_ball_rotational_throw,DIRECT_TARGET,ROTATION_GENERATION,226,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_227,medicine_ball_three_step_acceleration_throw,CORE_CLASS,DIRECT,227,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_227,medicine_ball_three_step_acceleration_throw,DIRECT_TARGET,ROTATION_GENERATION,227,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_228,medicine_ball_three_step_deceleration_throw,CORE_CLASS,DIRECT,228,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_228,medicine_ball_three_step_deceleration_throw,DIRECT_TARGET,ROTATION_GENERATION,228,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_229,one_arm_gymnastic_ring_row,CORE_CLASS,HIDDEN_HIGH,229,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_230,one_arm_suspension_trainer_row,CORE_CLASS,HIDDEN_HIGH,230,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_231,plate_rotational_press_out,CORE_CLASS,DIRECT,231,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_231,plate_rotational_press_out,DIRECT_TARGET,ANTI_ROTATION,231,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_233,single_leg_hip_bridge,CORE_CLASS,HIDDEN_LOW,233,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_234,standing_bodyweight_calf_raise,CORE_CLASS,HIDDEN_LOW,234,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_235,standing_calf_raise_machine,CORE_CLASS,HIDDEN_LOW,235,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_236,standing_dumbbell_calf_raise,CORE_CLASS,HIDDEN_LOW,236,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_237,suspension_trainer_inverted_row,CORE_CLASS,HIDDEN_MODERATE,237,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_238,vipr_chop,CORE_CLASS,DIRECT,238,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_238,vipr_chop,DIRECT_TARGET,ROTATION_GENERATION,238,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_239,vipr_rotational_lift,CORE_CLASS,DIRECT,239,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_239,vipr_rotational_lift,DIRECT_TARGET,ROTATION_GENERATION,239,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_240,vipr_rotational_press_out,CORE_CLASS,DIRECT,240,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_240,vipr_rotational_press_out,DIRECT_TARGET,ROTATION_GENERATION,240,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_241,vipr_step_and_rotate,CORE_CLASS,DIRECT,241,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_TARGET_241,vipr_step_and_rotate,DIRECT_TARGET,ROTATION_GENERATION,241,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_242,machine_chest_fly,CORE_CLASS,HIDDEN_LOW,242,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
CORE_CLASS_243,ex_e159d15a,CORE_CLASS,HIDDEN_MODERATE,243,USER_APPROVED_CORE_REVIEW_2026_08_13,APPROVED_DRAFT
