"exerciseName","stableKey","field","sourceColumn","oldValue","newValue","decisionCategory","reason"
"축구","ex_1a4bbdcf","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED;PROGRAM_SELECTABLE_CONFLICT_REVIEW","FATIGUE_ONLY","DERIVE_FROM_CURRENT_METADATA","Sport sessions contribute fatigue but are not selectable gym exercises."
"테니스","ex_2f3b56d0","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED;PROGRAM_SELECTABLE_CONFLICT_REVIEW","FATIGUE_ONLY","DERIVE_FROM_CURRENT_METADATA","Sport sessions contribute fatigue but are not selectable gym exercises."
"계단 오르기","ex_74c2d13b","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"러닝","ex_681d9ed2","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"로잉머신","ex_d7c90536","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"수영","ex_681eed4a","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"실내 자전거","ex_ab918e2b","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"인터벌 러닝","ex_faae2044","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"줄넘기","ex_9bd6dddb","planningEligibility","currentPlanningEligibility","NOT_PRESENT_IN_SEED","PROGRAM_SELECTABLE","DERIVE_FROM_CURRENT_METADATA","Ordinary exercise row remains selectable for planning."
"덤벨 풀오버","ex_708e64ce","movementFamily","movementFamily","PULLOVER_LAT_CHEST_ACCESSORY_REVIEW","PULLOVER_LAT_CHEST_ACCESSORY","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"리버스 노르딕 컬","ex_8a3800f1","movementFamily","movementFamily","QUAD_ECCENTRIC_KNEE_DOMINANT_REVIEW","QUAD_ECCENTRIC_KNEE_DOMINANT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"벤치 딥스","ex_deca2b61","movementFamily","movementFamily","DIP_TRICEPS_PUSH_REVIEW","DIP_TRICEPS_PUSH","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","movementFamily","movementFamily","OVERHEAD_TRICEPS_LONG_HEAD_REVIEW","OVERHEAD_TRICEPS_LONG_HEAD","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","movementFamily","movementFamily","OVERHEAD_TRICEPS_LONG_HEAD_REVIEW","OVERHEAD_TRICEPS_LONG_HEAD","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"30초 반복 스매시 테스트","ex_91d8430b","movementFamily","movementFamily","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","BADMINTON_OVERHEAD_POWER_TEST","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"A스킵","ex_a12de111","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"B스킵","ex_a12de4d2","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"노르딕 햄스트링 컬","ex_1cf51b6b","movementFamily","movementFamily","NORDIC_HAMSTRING_ECCENTRIC_REVIEW","NORDIC_HAMSTRING_ECCENTRIC","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"라인 홉","ex_a3ddd8ac","movementFamily","movementFamily","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","ANKLE_STIFFNESS_SSC_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"린단 참고 트랙 스프린트","ex_4773b6ea","movementFamily","movementFamily","SPRINT_ACCELERATION_CONDITIONING_REVIEW","SPRINT_ACCELERATION_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"메디신볼 슬램","ex_26ac0c19","movementFamily","movementFamily","POWER_CORE_SHOULDER_REVIEW","POWER_CORE_SHOULDER","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"바이퍼 트위스트(아래로)","ex_8354acd","movementFamily","movementFamily","POWER_CORE_SHOULDER_REVIEW","POWER_CORE_SHOULDER","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"버피","ex_3f184ef9","movementFamily","movementFamily","BODYWEIGHT_CONDITIONING_POWER_REVIEW","BODYWEIGHT_CONDITIONING_POWER","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"스킵 바운드","ex_c4ea0a2a","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"스트라이드","ex_c5c2fdef","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"스플릿 스텝 후 좌우 런지","ex_377448a9","movementFamily","movementFamily","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","BADMINTON_REACTIVE_LUNGE_FOOTWORK","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"앙클링","ex_a412dd45","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"월 드라이브","ex_f332aeab","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"점프 런지","ex_df966b45","movementFamily","movementFamily","JUMP_LUNGE_PLYOMETRIC_REVIEW","JUMP_LUNGE_PLYOMETRIC","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"케틀벨 스윙","ex_7404067c","movementFamily","movementFamily","BALLISTIC_HINGE_POWER_REVIEW","BALLISTIC_HINGE_POWER","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"포고 점프","ex_e465d1e9","movementFamily","movementFamily","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","ANKLE_STIFFNESS_SSC_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"하이니 스킵","ex_c821775c","movementFamily","movementFamily","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"농구","ex_1a4858d7","movementFamily","movementFamily","OTHER_SPORT_SESSION_RECORDS_REVIEW","OTHER_SPORT_SESSION_RECORDS","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"러닝 풋살","ex_aca9d312","movementFamily","movementFamily","OTHER_SPORT_SESSION_RECORDS_REVIEW","OTHER_SPORT_SESSION_RECORDS","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"축구","ex_1a4bbdcf","movementFamily","movementFamily","OTHER_SPORT_SESSION_RECORDS_REVIEW","OTHER_SPORT_SESSION_RECORDS","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"테니스","ex_2f3b56d0","movementFamily","movementFamily","OTHER_SPORT_SESSION_RECORDS_REVIEW","OTHER_SPORT_SESSION_RECORDS","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"줄넘기","ex_9bd6dddb","movementFamily","movementFamily","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","ANKLE_STIFFNESS_SSC_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Prior review-debt and source decisions accepted the family; only the production REVIEW suffix is removed."
"Yates Row","ex_8e4bf08e","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","YATES_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"글루트 브릿지","ex_389920ab","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","GLUTE_BRIDGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"네거티브 풀업","ex_e4f911bb","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","NEGATIVE_PULL_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"덤벨 스텝업","ex_704cbf1a","movementSubtype","movementSubtype","","DUMBBELL_STEP_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"덤벨 풀오버","ex_708e64ce","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","DUMBBELL_PULLOVER","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"래터럴 런지","ex_b4b198de","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","LATERAL_LUNGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"런지","ex_64644b5e","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","GENERIC_LUNGE","NORMALIZE_TO_GENERIC_SUBTYPE","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"레그 컬","ex_2822ec2e","movementSubtype","movementSubtype","","LEG_CURL","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"레그 프레스","ex_ab468462","movementSubtype","movementSubtype","","LEG_PRESS","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"리버스 런지","ex_c8bcf3ce","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","REVERSE_LUNGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"리어풋 엘리베이티드 스플릿 스쿼트","ex_bb728af2","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","REAR_FOOT_ELEVATED_SPLIT_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"링 로우","ex_282a9d87","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","RING_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"메도우즈 로우","ex_f459ad2a","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","MEADOWS_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"버드독","ex_28347c1f","movementSubtype","movementSubtype","","BIRD_DOG","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스미스 머신 런지","ex_1052e9fa","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SMITH_MACHINE_LUNGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스미스 머신 스쿼트","ex_fa3416f6","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SMITH_MACHINE_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스캡 풀업","ex_e1894690","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SCAPULAR_PULL_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스탠딩 레그 컬","ex_b59bed7d","movementSubtype","movementSubtype","","STANDING_LEG_CURL","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스탠딩 카프 레이즈","ex_bd072cd","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","STANDING_CALF_RAISE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스플릿 스쿼트","ex_f2a79d37","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SPLIT_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"시티드 원암 케이블 로우","ex_a76f20b6","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SEATED_ONE_ARM_CABLE_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"시티드 카프 레이즈","ex_5c8751d2","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SEATED_CALF_RAISE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"싱글 레그 글루트 브릿지","ex_5715d6ca","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SINGLE_LEG_GLUTE_BRIDGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"싱글 레그 레그 컬","ex_8824026f","movementSubtype","movementSubtype","","SINGLE_LEG_LEG_CURL","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"싱글 레그 카프 레이즈","ex_5ca7133f","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SINGLE_LEG_CALF_RAISE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"싱글 레그 힙 쓰러스트","ex_d634055c","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SINGLE_LEG_HIP_THRUST","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"워킹 런지","ex_e3715c0b","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","WALKING_LUNGE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원레그 레그 프레스","ex_a091b9fe","movementSubtype","movementSubtype","","SINGLE_LEG_LEG_PRESS","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원레그 핵 스쿼트","ex_f1d31d3d","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SINGLE_LEG_HACK_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 랫풀다운","ex_32eb8457","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_LAT_PULLDOWN","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 로우","ex_e3487166","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_ROW_GENERIC","NORMALIZE_TO_GENERIC_SUBTYPE","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 머신 로우","ex_33d2da8e","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_MACHINE_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 인버티드 로우","ex_d9084b5e","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_INVERTED_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 케이블 플라이","ex_442617f6","movementSubtype","movementSubtype","","ONE_ARM_CABLE_FLY","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"원암 케이블 하이 로우","ex_40fa57be","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_CABLE_HIGH_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"인버티드 로우","ex_e159d15a","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","INVERTED_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"인클라인 덤벨 플라이","ex_a61f307a","movementSubtype","movementSubtype","","INCLINE_DUMBBELL_FLY","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"중량 친업","ex_e41e8dcf","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","WEIGHTED_CHIN_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"친업","ex_6466fe77","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","CHIN_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"카프 레이즈","ex_f892893e","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","CALF_RAISE","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"케이블 로우","ex_fa31f7a6","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","CABLE_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"케이블 원암 로우","ex_3c3692aa","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","ONE_ARM_CABLE_ROW","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"케이블 플라이","ex_4c779df2","movementSubtype","movementSubtype","","CABLE_FLY","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","FRONT_FOOT_ELEVATED_SPLIT_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"플랫 덤벨 플라이","ex_91b749b3","movementSubtype","movementSubtype","","FLAT_DUMBBELL_FLY","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"할로우 바디 홀드","ex_2a826c82","movementSubtype","movementSubtype","","HOLLOW_BODY_HOLD","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"핵 스쿼트","ex_e9e97659","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","HACK_SQUAT","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"힙 쓰러스트","ex_721f7b5b","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","HIP_THRUST","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"6방향 랜덤 콕줍기","ex_bc84eb7f","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","RANDOM_SHUTTLE_PICKUP_6_DIRECTION","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","FOOTWORK_MAX_REPETITION_TEST_6_CORNER","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"A스킵","ex_a12de111","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","A_SKIP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"B스킵","ex_a12de4d2","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","B_SKIP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"가벼운 콕줍기","ex_216351a1","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","LIGHT_SHUTTLE_PICKUP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"데드버그","ex_d5bdffe1","movementSubtype","movementSubtype","","DEAD_BUG","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"드롭 점프","ex_d6726746","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","DROP_JUMP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"래터럴 스텝다운","ex_69a56484","movementSubtype","movementSubtype","","LATERAL_STEP_DOWN","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"랜덤 방향전환 드릴","ex_64422511","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","RANDOM_CHANGE_OF_DIRECTION_DRILL","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"랜덤 풋워크","ex_1c7f2342","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","RANDOM_FOOTWORK","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","PACE_CHANGE_FOOTWORK","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"멀티셔틀 풋워크","ex_752b45ae","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","MULTI_SHUTTLE_FOOTWORK","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"메디신볼 슬램","ex_26ac0c19","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","MEDICINE_BALL_SLAM","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"바이퍼 트위스트(아래로)","ex_8354acd","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","VIPR_DOWNWARD_TWIST","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"박스 스텝업","ex_6232f4bc","movementSubtype","movementSubtype","","BOX_STEP_UP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"박스 점프","ex_d9e141e4","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","BOX_JUMP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"발목/고관절 가동성","ex_149730de","movementSubtype","movementSubtype","","ANKLE_HIP_MOBILITY","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"사이드 플랭크","ex_f6d43398","movementSubtype","movementSubtype","","SIDE_PLANK","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"셔틀런","ex_a4040be3","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SHUTTLE_RUN","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스킵 바운드","ex_c4ea0a2a","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SKIP_BOUND","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스트라이드","ex_c5c2fdef","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","STRIDE_RUN","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스트레칭","ex_dd16e07a","movementSubtype","movementSubtype","","GENERAL_STRETCHING","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
"스플릿 스텝","ex_c6d9efef","movementSubtype","movementSubtype","NEEDS_SUBTYPE_REVIEW","SPLIT_STEP","DERIVE_FROM_EXERCISE_NAME_AND_FAMILY","Explicit stableKey mapping uses the stable movement family and the row-specific exercise identity."
