"stableKey","name","category","equipment","movementPattern","movementCategory","trainingRole","tissueProfileAction","metadataBasis"
"ex_ac7df636","고블릿 스쿼트","기능성운동","덤벨|케틀벨","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SUPPORT","","",""
"ex_1cf51b6b","노르딕 햄스트링 컬","기능성운동","파트너/고정대","KNEE_FLEXION|HAMSTRING_STRENGTH|ECCENTRIC_HAMSTRING|DECELERATION_SUPPORT","SUPPORT","","",""
"ex_d5bdffe1","데드버그","기능성운동","맨몸","CORE_STABILITY|ANTI_EXTENSION|LUMBOPELVIC_CONTROL|CONTRALATERAL_COORDINATION","SUPPORT","","",""
"ex_d6726746","드롭 점프","기능성운동","박스/스텝박스","PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT|LANDING_CONTROL_DIRECT","PLYOMETRIC","","",""
"ex_a3ddd8ac","라인 홉","기능성운동","콘/마커","ANKLE_STIFFNESS|PLYOMETRIC_SSC|LOW_LEVEL_HOP|LANDING_CONTROL_SUPPORT","PLYOMETRIC","","",""
"ex_34e7d21","래터럴 바운드 투 스틱","기능성운동","BODYWEIGHT","LATERAL_POWER|LATERAL_DECELERATION_DIRECT|LANDING_CONTROL_DIRECT|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT","PLYOMETRIC","PLYOMETRIC","KEEP_CANONICAL_REVIEW_DESCRIPTION","연속 래터럴 바운드와 분리 유지"
"lateral_bound_continuous","래터럴 바운드","기능성운동","BODYWEIGHT","LATERAL_POWER|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT|CONTINUOUS_REACTIVE_BOUNCE","PLYOMETRIC","PLYOMETRIC","REBUILD","잘못 생성된 imported 메타데이터를 폐기하고 연속 바운드로 신규 작성"
"ex_69a56484","래터럴 스텝다운","기능성운동","박스/스텝박스","KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","SUPPORT","","",""
"ex_64422511","랜덤 방향전환 드릴","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_c5f4c242","랜덤 비프 풋워크","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_1c7f2342","랜덤 풋워크","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_4773b6ea","린단 참고 트랙 스프린트","기능성운동","콘/마커","GENERAL_SUPPORT","SUPPORT","","",""
"ex_5004ca76","린단 참고 페이스 체인지 풋워크","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|PACE_CHANGE|ACCELERATION_DECELERATION_TRANSITION","AGILITY","","",""
"ex_752b45ae","멀티셔틀 풋워크","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","AGILITY","","",""
"med_ball_overhead_slam","메디신볼 위에서 아래로 슬램","기능성운동","MEDICINE_BALL","POWER|CORE_POWER|SHOULDER_EXTENSION_POWER","POWER","POWER","REBUILD","오버헤드 슬램 정의를 기준으로 정본화"
"ex_16b298db","미니밴드 사이드워크","기능성운동","밴드","HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","SUPPORT","","",""
"vipr_chop","바이퍼 회전 아래로","기능성운동","VIPR","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","POWER","REBUILD","방향을 위→아래로 명시해 새 정본 정의"
"ex_6232f4bc","박스 스텝업","기능성운동","박스/스텝박스","KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","","",""
"ex_d9e141e4","박스 점프","기능성운동","박스/스텝박스","PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT","PLYOMETRIC","","",""
"ex_149730de","발목/고관절 가동성","기능성운동","맨몸","MOBILITY|RECOVERY_SUPPORT|ANKLE_HIP_MOBILITY","MOBILITY","","",""
"ex_3f184ef9","버피","기능성운동","맨몸","FULL_BODY_CONDITIONING|CARDIO|PLYOMETRIC_SUPPORT","CONDITIONING","","",""
"ex_9b132c23","사이드 스텝 후 정지","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","AGILITY","","",""
"ex_f6d43398","사이드 플랭크","기능성운동","맨몸","CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL","SUPPORT","","",""
"ex_a4040be3","셔틀런","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_c4535de3","스캡 푸시업","기능성운동","맨몸","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","","",""
"ex_ee378da7","스케이터 스쿼트","기능성운동","덤벨|맨몸","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SUPPORT","","",""
"ex_c4ea0a2a","스킵 바운드","기능성운동","콘/마커|맨몸","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HORIZONTAL_POWER|PLYOMETRIC_SSC","RUNNING_DRILL","","",""
"ex_c5c2fdef","스트라이드","기능성운동","콘/마커","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|ACCELERATION_SUPPORT|RUNNING_RHYTHM","RUNNING_DRILL","","",""
"ex_dd16e07a","스트레칭","기능성운동","맨몸","MOBILITY|RECOVERY_SUPPORT","MOBILITY","","",""
"ex_c6d9efef","스플릿 스텝","기능성운동","콘/마커|맨몸","SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT","AGILITY","","",""
"ex_8e69fc74","스플릿 스텝 리액션","기능성운동","콘/마커","SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT|CHANGE_OF_DIRECTION_DIRECT","AGILITY","","",""
"ex_377448a9","스플릿 스텝 후 좌우 런지","기능성운동","콘/마커","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SUPPORT","","",""
"ex_85f12271","원레그 박스 스쿼트","기능성운동","BENCH|BOX","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","STABILITY","KEEP_CANONICAL","stableKey와 메타데이터 유지, 표시명만 원레그로 변경"
"ex_314df428","원레그 홉 투 스틱","기능성운동","BODYWEIGHT","LANDING_CONTROL_DIRECT|DECELERATION_DIRECT|UNILATERAL_LOWER|PLYOMETRIC_SSC","PLYOMETRIC","PLYOMETRIC","KEEP_CANONICAL","ex_314df428 정본 프로필 유지, 이름만 원레그로 통일"
"ex_c1bf2aa8","안세영 참고 고강도 랠리 풋워크","기능성운동","콘/마커|파트너/고정대","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","AGILITY","","",""
"ex_a412dd45","앙클링","기능성운동","콘/마커|맨몸","ANKLE_STIFFNESS|PLYOMETRIC_SSC|RUNNING_DRILL","PLYOMETRIC","","",""
"ex_4255e429","앞뒤 랜덤 콕줍기","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_2055b629","애질리티 래더","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"half_kneeling_single_arm_dumbbell_press","하프 닐링 원암 덤벨 프레스","기능성운동","DUMBBELL","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","STABILITY","SPLIT_RECALIBRATE","포괄 프레스에서 덤벨 전용으로 분리"
"ex_f332aeab","월 드라이브","기능성운동","벽","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL","","",""
"ex_f97a05ab","월 슬라이드","기능성운동","벽","SCAPULAR_CONTROL|SHOULDER_PREHAB|SCAPULAR_UPWARD_ROTATION|SHOULDER_MOBILITY","SUPPORT","","",""
"ex_df966b45","점프 런지","기능성운동","맨몸","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|PLYOMETRIC_SSC|LANDING_CONTROL_SUPPORT","SUPPORT","","",""
"ex_421ba24b","좌우 랜덤 콕줍기","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","AGILITY","","",""
"ex_7404067c","케틀벨 스윙","기능성운동","케틀벨","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","POWER","","",""
"ex_a611010d","코사크 스쿼트","기능성운동","케틀벨|맨몸","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","SUPPORT","","",""
"ex_a8385c4a","코펜하겐 플랭크","기능성운동","벤치","CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL|ADDUCTOR_STRENGTH_SUPPORT","SUPPORT","","",""
"ex_a4350c0f","콘 드릴","기능성운동","콘/마커","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","","",""
"ex_91f6958d","터키시 겟업","기능성운동","케틀벨","FULL_BODY_COORDINATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|HIP_MOBILITY","SUPPORT","","",""
"ex_a1fc4533","파머스 캐리","기능성운동","덤벨|케틀벨","LOADED_CARRY|GRIP_SUPPORT|TRUNK_STABILITY_SUPPORT|GAIT_STABILITY","SUPPORT","","",""
"ex_99728d25","팔로프 프레스","기능성운동","케이블|밴드","CORE_STABILITY|ANTI_ROTATION|TRUNK_CONTROL_SUPPORT","SUPPORT","","",""
"ex_e465d1e9","포고 점프","기능성운동","맨몸","ANKLE_STIFFNESS|PLYOMETRIC_SSC","PLYOMETRIC","","",""
"ex_a44ae2ca","플랭크","기능성운동","맨몸","CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","SUPPORT","","",""
"ex_d67e5761","피스톨 스쿼트","기능성운동","맨몸","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","","",""
"half_kneeling_single_arm_kettlebell_press","하프 닐링 원암 케틀벨 프레스","기능성운동","KETTLEBELL","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","STABILITY","SPLIT_RECALIBRATE","포괄 프레스에서 케틀벨 전용으로 분리"
"ex_1a4858d7","농구","스포츠","맨몸","SPORT_SESSION|COURT_SPORT|JUMPING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_aca9d312","러닝 풋살","스포츠","맨몸","SPORT_SESSION|FIELD_SPORT|RUNNING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_ae9ecdbc","배드민턴","스포츠","맨몸","SPORT_SESSION|BADMINTON_DIRECT_PLAY|RACKET_SPORT|CHANGE_OF_DIRECTION|LUNGING|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_badminton_lesson","배드민턴 레슨","스포츠","맨몸","SPORT_SESSION|BADMINTON_DIRECT_PLAY|RACKET_SPORT|CHANGE_OF_DIRECTION|LUNGING|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_1a4bbdcf","축구","스포츠","맨몸","SPORT_SESSION|FIELD_SPORT|RUNNING|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_2f3b56d0","테니스","스포츠","맨몸","SPORT_SESSION|RACKET_SPORT|ROTATION|CHANGE_OF_DIRECTION|AEROBIC_ANAEROBIC","SPORT","","",""
"ex_74c2d13b","계단 오르기","유산소운동","유산소장비/맨몸","CARDIO|STAIR_CLIMBING|KNEE_DOMINANT|LOWER_BODY_ENDURANCE","CARDIO","","",""
"ex_681d9ed2","러닝","유산소운동","유산소장비/맨몸","CARDIO|RUNNING","CARDIO","","",""
"ex_d7c90536","로잉머신","유산소운동","머신|로잉머신","CARDIO|ROWING|PULLING_ENDURANCE|HIP_HINGE_LIGHT","CARDIO","","",""
"ex_681eed4a","수영","유산소운동","유산소장비/맨몸","CARDIO|SWIMMING|SHOULDER_ENDURANCE","CARDIO","","",""
"ex_ab918e2b","실내 자전거","유산소운동","실내자전거","CARDIO|CYCLING|LOWER_BODY_ENDURANCE","CARDIO","","",""
"ex_faae2044","인터벌 러닝","유산소운동","유산소장비/맨몸","CARDIO|RUNNING|INTERVAL_RUNNING|ANAEROBIC_CONDITIONING","CARDIO","","",""
"ex_9bd6dddb","줄넘기","유산소운동","유산소장비/맨몸","CARDIO|JUMP_ROPE|ANKLE_STIFFNESS|PLYOMETRIC_SSC","CARDIO","","",""
"medicine_ball_rotational_throw","메디신볼 회전 옆으로 던지기","기능성운동","MEDICINE_BALL","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","POWER","REBUILD_FROM_BOTH","두 동일 동작의 유효 supportive tag를 통합"
"med_ball_rotational_scoop_toss","메디신볼 로테이셔널 스쿱 토스","기능성운동","메디신볼","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","","",""
"med_ball_rotational_slam","메디신볼 회전 아래로 슬램","기능성운동","MEDICINE_BALL","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","POWER","REBUILD_FROM_BOTH","방향을 회전+아래로 명시하여 정본화"
"med_ball_chest_pass","메디신볼 체스트 패스","기능성운동","메디신볼","PUSH_HORIZONTAL|CHEST_STRENGTH|CORE_POWER|BADMINTON_SUPPORT","POWER","","",""
"medicine_ball_three_step_acceleration_throw","메디신볼 3스텝 가속 던지기","기능성운동","메디신볼","ROTATIONAL_POWER|CORE_POWER|BADMINTON_SUPPORT|ACCELERATION_DECELERATION_TRANSITION","POWER","","",""
"medicine_ball_three_step_deceleration_throw","메디신볼 3스텝 감속 던지기","기능성운동","메디신볼","DECELERATION_SUPPORT|ROTATIONAL_POWER|CORE_POWER|BADMINTON_SUPPORT","POWER","","",""
"cable_woodchop","케이블 우드찹","기능성운동","케이블","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
"cable_lift","케이블 리프트","기능성운동","케이블","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
"band_woodchop","밴드 우드찹","기능성운동","밴드","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
"band_lift","밴드 리프트","기능성운동","밴드","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
"landmine_rotation","랜드마인 좌우 회전","기능성운동","LANDMINE","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","POWER","KEEP_CANONICAL_REVIEW","landmine_rotation 프로필을 유지하고 레인보우 설명의 어깨 안정 요소를 보완"
"landmine_anti_rotation","랜드마인 안티로테이션","기능성운동","랜드마인","ANTI_ROTATION_CORE|TRUNK_CONTROL|BADMINTON_SUPPORT","SUPPORT","","",""
"plate_rotational_press_out","플레이트 로테이셔널 프레스아웃","기능성운동","플레이트","ANTI_ROTATION_CORE|TRUNK_CONTROL|BADMINTON_SUPPORT","SUPPORT","","",""
"dumbbell_woodchop","덤벨 우드찹","기능성운동","덤벨","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
"kettlebell_halo","케틀벨 헤일로","기능성운동","케틀벨","MOBILITY|SCAPULAR_STABILITY|SHOULDER_CARE","MOBILITY","","",""
"vipr_rotational_lift","바이퍼 회전 위로","기능성운동","VIPR","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","POWER","REBUILD","방향을 아래→위로 명시해 새 정본 정의"
"vipr_step_and_rotate","바이퍼 스텝 앤 로테이트","기능성운동","바이퍼","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","POWER","","",""
"vipr_rotational_press_out","바이퍼 로테이셔널 프레스아웃","기능성운동","바이퍼","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER|BADMINTON_SUPPORT","SUPPORT","","",""
