slot,exerciseName,stableKey,credit,primary,secondary,weak,source,confidence,warnings
"TRUNK_ANTI_ROTATION_STABILITY","버피","ex_3f184ef9","FULL","TRUNK_ANTI_ROTATION_STABILITY","","","RUNTIME_METADATA","MODERATE",""
"TRUNK_ANTI_ROTATION_STABILITY","사이드 플랭크","ex_f6d43398","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","싱글 레그 RDL","single_leg_rdl","WEAK","HIP_HINGE_POSTERIOR_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|ACCESSORY_ROTATION","TRUNK_ANTI_ROTATION_STABILITY","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","원암 하프 닐링 프레스","ex_8380d7fe","PARTIAL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","케틀벨 스윙","ex_7404067c","PARTIAL","HIP_HINGE_POSTERIOR_CHAIN","BADMINTON_DECEL_COD|TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","코펜하겐 플랭크","ex_a8385c4a","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","터키시 겟업","ex_91f6958d","PARTIAL","SINGLE_LEG_STRENGTH_CONTROL","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","MODERATE",""
"TRUNK_ANTI_ROTATION_STABILITY","파머스 캐리","ex_a1fc4533","FULL","TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","팔로프 프레스","ex_99728d25","FULL","TRUNK_ANTI_ROTATION_STABILITY","SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","플랭크","ex_a44ae2ca","FULL","TRUNK_ANTI_ROTATION_STABILITY","ACCESSORY_ROTATION|SINGLE_LEG_STRENGTH_CONTROL","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","하프 닐링 원암 프레스","ex_8e1b313e","PARTIAL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","하프 닐링 케틀벨 원암 프레스","ex_d79824d2","PARTIAL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","하프 닐링 케틀벨 프레스","ex_e0759156","PARTIAL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","하프 닐링 프레스","ex_66e8c8c2","PARTIAL","ATHLETIC_OVERHEAD_PRESS_SUPPORT","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 사이드 스로우","med_ball_side_throw","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 로테이셔널 스쿱 토스","med_ball_rotational_scoop_toss","PARTIAL","ROTATIONAL_KINETIC_CHAIN","HIP_HINGE_POSTERIOR_CHAIN|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 로테이셔널 슬램","med_ball_rotational_slam","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 오버헤드 슬램","med_ball_overhead_slam","PARTIAL","POWER_REACTIVE_LOW_VOLUME","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","메디신볼 체스트 패스","med_ball_chest_pass","PARTIAL","POWER_REACTIVE_LOW_VOLUME","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","케이블 우드찹","cable_woodchop","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","케이블 리프트","cable_lift","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","밴드 우드찹","band_woodchop","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","밴드 리프트","band_lift","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","랜드마인 로테이션","landmine_rotation","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","랜드마인 레인보우","landmine_rainbow","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|SCAPULAR_SHOULDER_SUPPORT","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","랜드마인 안티로테이션","landmine_anti_rotation","FULL","TRUNK_ANTI_ROTATION_STABILITY","","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","플레이트 로테이셔널 프레스아웃","plate_rotational_press_out","FULL","TRUNK_ANTI_ROTATION_STABILITY","ROTATIONAL_KINETIC_CHAIN|SCAPULAR_SHOULDER_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","덤벨 우드찹","dumbbell_woodchop","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 로테이셔널 리프트","vipr_rotational_lift","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 찹","vipr_chop","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 셔블 / 스쿱","vipr_shovel_scoop","PARTIAL","ROTATIONAL_KINETIC_CHAIN","HIP_HINGE_POSTERIOR_CHAIN|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 스텝 앤 로테이트","vipr_step_and_rotate","PARTIAL","ROTATIONAL_KINETIC_CHAIN","SINGLE_LEG_STRENGTH_CONTROL|TRUNK_ANTI_ROTATION_STABILITY","FOREARM_GRIP_ELBOW_SUPPORT","RUNTIME_METADATA","HIGH",""
"TRUNK_ANTI_ROTATION_STABILITY","바이퍼 로테이셔널 프레스아웃","vipr_rotational_press_out","PARTIAL","ROTATIONAL_KINETIC_CHAIN","TRUNK_ANTI_ROTATION_STABILITY|FOREARM_GRIP_ELBOW_SUPPORT","","RUNTIME_METADATA","HIGH",""
