"exerciseName","stableKey","field","oldValue","newValue","decisionType","reason"
"스미스 머신 스쿼트","ex_fa3416f6","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/HAMSTRING_LOAD/BARBELL_LOAD/HEAVY_LOAD/NEURAL_LOAD/CORE_BRACING_LOAD","QUAD_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|BARBELL_LOAD|HEAVY_LOAD|NEURAL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스미스 머신 스쿼트","ex_fa3416f6","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스캡 풀업","ex_e1894690","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/BODYWEIGHT_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|BODYWEIGHT_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스캡 풀업","ex_e1894690","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스쿼트","barbell_back_squat","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/HAMSTRING_LOAD/BARBELL_LOAD/HEAVY_LOAD/NEURAL_LOAD/CORE_BRACING_LOAD","QUAD_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|BARBELL_LOAD|HEAVY_LOAD|NEURAL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스쿼트","barbell_back_squat","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스쿼트","ex_f2a79d37","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/UNILATERAL_CONTROL_LOAD/SINGLE_LEG_STABILITY_LOAD/HIP_CONTROL_LOAD","QUAD_LOAD|GLUTE_LOAD|UNILATERAL_CONTROL_LOAD|SINGLE_LEG_STABILITY_LOAD|HIP_CONTROL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스쿼트","ex_f2a79d37","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"시티드 원암 케이블 로우","ex_a76f20b6","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"시티드 원암 케이블 로우","ex_a76f20b6","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"시티드 원암 케이블 로우","ex_a76f20b6","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 글루트 브릿지","ex_5715d6ca","secondaryStressTags","GLUTE_LOAD/HAMSTRING_LOAD/HIP_CONTROL_LOAD/CORE_BRACING_LOAD","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 글루트 브릿지","ex_5715d6ca","ligamentJointStabilityStressTags","HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 힙 쓰러스트","ex_d634055c","secondaryStressTags","GLUTE_LOAD/HAMSTRING_LOAD/HIP_CONTROL_LOAD/CORE_BRACING_LOAD","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 힙 쓰러스트","ex_d634055c","ligamentJointStabilityStressTags","HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","secondaryStressTags","TRICEPS_LOAD/ANTERIOR_SHOULDER_LOAD","TRICEPS_LOAD|ANTERIOR_SHOULDER_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"워킹 런지","ex_e3715c0b","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/DECELERATION_LOAD/LUNGE_REACH_LOAD/SINGLE_LEG_STABILITY_LOAD","QUAD_LOAD|GLUTE_LOAD|DECELERATION_LOAD|LUNGE_REACH_LOAD|SINGLE_LEG_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"워킹 런지","ex_e3715c0b","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원레그 핵 스쿼트","ex_f1d31d3d","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/MACHINE_GUIDED_LOAD","QUAD_LOAD|GLUTE_LOAD|MACHINE_GUIDED_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원레그 핵 스쿼트","ex_f1d31d3d","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 덤벨 로우","ex_30a0e9aa","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 덤벨 로우","ex_30a0e9aa","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 덤벨 로우","ex_30a0e9aa","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","secondaryStressTags","TRICEPS_LOAD/ANTERIOR_SHOULDER_LOAD","TRICEPS_LOAD|ANTERIOR_SHOULDER_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 랫풀다운","ex_32eb8457","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/MACHINE_GUIDED_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|MACHINE_GUIDED_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 랫풀다운","ex_32eb8457","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 로우","ex_e3487166","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 로우","ex_e3487166","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 로우","ex_e3487166","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 머신 로우","ex_33d2da8e","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 머신 로우","ex_33d2da8e","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 머신 로우","ex_33d2da8e","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 인버티드 로우","ex_d9084b5e","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 인버티드 로우","ex_d9084b5e","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 인버티드 로우","ex_d9084b5e","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 케이블 하이 로우","ex_40fa57be","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 케이블 하이 로우","ex_40fa57be","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"원암 케이블 하이 로우","ex_40fa57be","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"인버티드 로우","ex_e159d15a","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"인버티드 로우","ex_e159d15a","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"인버티드 로우","ex_e159d15a","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"중량 친업","ex_e41e8dcf","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/EXTERNAL_LOAD/HEAVY_LOAD/NEURAL_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|EXTERNAL_LOAD|HEAVY_LOAD|NEURAL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"중량 친업","ex_e41e8dcf","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"중량 풀업","ex_e41f4c2b","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/EXTERNAL_LOAD/HEAVY_LOAD/NEURAL_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|EXTERNAL_LOAD|HEAVY_LOAD|NEURAL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"중량 풀업","ex_e41f4c2b","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 로우","ex_8e51640a","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 로우","ex_8e51640a","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 로우","ex_8e51640a","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 로우","ex_462c760e","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 로우","ex_462c760e","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"체스트 서포티드 원암 로우","ex_462c760e","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"친업","ex_6466fe77","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/BODYWEIGHT_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|BODYWEIGHT_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"친업","ex_6466fe77","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 로우","ex_fa31f7a6","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 로우","ex_fa31f7a6","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 로우","ex_fa31f7a6","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 원암 로우","ex_3c3692aa","secondaryStressTags","LAT_LOAD/UPPER_BACK_LOAD/REAR_DELTOID_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_STABILITY_LOAD","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 원암 로우","ex_3c3692aa","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케이블 원암 로우","ex_3c3692aa","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/ELBOW_JOINT_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"풀업","pull_up","secondaryStressTags","LAT_LOAD/BICEPS_LOAD/GRIP_LOAD/SCAPULAR_CONTROL_LOAD/CORE_BRACING_LOAD/BODYWEIGHT_LOAD","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|BODYWEIGHT_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"풀업","pull_up","tendonStressTags","BICEPS_TENDON_STRESS/FOREARM_FLEXOR_TENDON_STRESS","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"프론트 스쿼트","ex_c5043892","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/HAMSTRING_LOAD/BARBELL_LOAD/HEAVY_LOAD/NEURAL_LOAD/CORE_BRACING_LOAD","QUAD_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|BARBELL_LOAD|HEAVY_LOAD|NEURAL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"프론트 스쿼트","ex_c5043892","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/UNILATERAL_CONTROL_LOAD/SINGLE_LEG_STABILITY_LOAD/HIP_CONTROL_LOAD","QUAD_LOAD|GLUTE_LOAD|UNILATERAL_CONTROL_LOAD|SINGLE_LEG_STABILITY_LOAD|HIP_CONTROL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"핵 스쿼트","ex_e9e97659","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/MACHINE_GUIDED_LOAD","QUAD_LOAD|GLUTE_LOAD|MACHINE_GUIDED_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
