exerciseStableKey,exerciseName,sourceStableKey,movementJointComplexCodes,tissueJointComplexCodes,mappedLoadUnitCount,sourceProfileState,sourceProfileSha256,reconciliationAction,reviewFlags,status
ex_216351a1,가벼운 콕줍기,ex_216351a1,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,e7ca901c392933ee192c77f898e2bd37e93fb417e1a09180cf38dbe03442da5b,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_27b3deb5,클로즈그립 벤치프레스,ex_27b3deb5,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,15,REVIEWED_PROFILE_PRESENT,4cf32b4a44c4321eb31dd8921e8937a01af5d507196d86f73e0e210b2c599618,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_281347da,덤벨 컬,ex_281347da,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,a70ae409518bc0f16c31f8a6c9f230669916849a5b2fc0d16bd2711b49ea1701,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_2822ec2e,레그 컬,ex_2822ec2e,jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,7,REVIEWED_PROFILE_PRESENT,6f48e05a29e42aca2e1e85451766047fcad35ac8a7942b7e37f0178fafc8dd4b,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_282a9d87,링 로우,ex_282a9d87,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,f455e91b8e324f8dd1648579e833e9682e885fc5d487621e09d77a51aa3e35bc,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_28347c1f,버드독,ex_28347c1f,jc_hip|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_hip|jc_shoulder_scapuloclavicular,14,REVIEWED_PROFILE_PRESENT,0bf5bdf49e516cccfd5dcf20bbd5fec4f312890ee1d0553745295050a840718e,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage,REVIEW_REQUIRED
ex_284ecca6,슈퍼맨,ex_284ecca6,jc_lumbar_spine|jc_thoracic_spine_ribcage,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_hip|jc_shoulder_scapuloclavicular,12,REVIEWED_PROFILE_PRESENT,9332874f876dbc47916c531806ae2257754ef3dc8a58f14d090aae76e7891056,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_28902b13,푸시업,ex_28902b13,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,13,REVIEWED_PROFILE_PRESENT,fdf8d334338149ffe3951935f531e9bfa03be6f145cff72feb49066b76ac097a,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_2892da5a,해머 컬,ex_2892da5a,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,3ca0d710993a57f510cdd5507d39a35a5d81de0597772fee0bd318db40673e44,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_2a826c82,할로우 바디 홀드,ex_2a826c82,,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_hip,8,REVIEWED_PROFILE_PRESENT,f5aeee543a88879f26b843060609877fe88227e73b52032ea7d36da6cf4fc627,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_2f3b56d0,테니스,ex_2f3b56d0,,jc_hand_grip|jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_forearm_radioulnar|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_elbow_flexion_extension|jc_foot_mid_forefoot|jc_shoulder_scapuloclavicular,55,REVIEWED_PROFILE_PRESENT,48a44eee157bfdea93ded9beba0ebf8562507d19afaf4bd9afcfaf83ffb05efc,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_30a0e9aa,원암 덤벨 로우,ex_30a0e9aa,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,4a60171a7ed75e237da448defbe0d274e31703bcca43305096f06fc94659161b,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_314df428,원레그 홉 투 스틱,ex_314df428,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,802544d05cf3a09329b990db613a78a4c7ce6f6e7032c4c2148aa5d7210d9799,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_32219f7a,오버헤드 프레스,ex_32219f7a,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,7c35062a6a41b41463c17914fdb5d3a9f5b94fa1c90a385424f4fa7b9b1ff93d,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_32eb8457,원암 랫풀다운,ex_32eb8457,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,21,REVIEWED_PROFILE_PRESENT,51e06e159d4237c6c0f948224f1492df57dd4052e527df5bc62c3616a0c446a6,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_33841b88,6코너 풋워크,ex_33841b88,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,41600beb4130eec4decba856f2a43c2a5559b535870424dfeebd65f234938246,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_33d2da8e,원암 머신 로우,ex_33d2da8e,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,110ca82a61592bf3ecf67466413d48175e853eb779c4296a61f717fed2387f1e,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_34e7d21,래터럴 바운드 투 스틱,ex_34e7d21,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,9,REVIEWED_PROFILE_PRESENT,45f8802ba6958d550b2d4b7805c211061c3cbc7a3ad05c5a02ba05297e0d1701,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_377448a9,스플릿 스텝 후 좌우 런지,ex_377448a9,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,9,REVIEWED_PROFILE_PRESENT,a209ebb2ddd156066ab0e7badf18c5d583738c7e9f40c2610efcdaa479841733,PRESERVE_UNCHANGED,,PASS
ex_389920ab,글루트 브릿지,ex_389920ab,jc_hip,jc_lumbar_spine|jc_hip,6,REVIEWED_PROFILE_PRESENT,3fb373e0b443e54a37dd81c0b54a680dfa8f8c2bf7230971536ed6bc97912276,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_389e0556,원암 덤벨 벤치프레스,ex_389e0556,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_lumbar_spine|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,e2bc388b9b1da29c3a4d5cd555e1b7708a4f80e7751f95b4dce3b6700e56716a,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_3a7d3eda,덤벨 벤치프레스,ex_3a7d3eda,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,15,REVIEWED_PROFILE_PRESENT,5e578774eda3f41b5bd712c91698cebe282a234ae4eb4137c9729e239bdbc38c,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_3c3692aa,케이블 원암 로우,ex_3c3692aa,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,854d7d7b967d15aacddf01df3b35977e1f8b9232390884fca695f96cc4be1021,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_3caa236b,파이크 푸시업,ex_3caa236b,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,18,REVIEWED_PROFILE_PRESENT,fd8d0ee27a0c405e9db4672d5cf54e651531e81da721a847a4602da6d0212561,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_3d5719de,원암 케이블 컬,ex_3d5719de,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,9849cbe0345d853381442fdca01fc25193bd3a8139176cecc924a5213ad26f0a,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_3f184ef9,버피,ex_3f184ef9,jc_ankle_hindfoot|jc_elbow_flexion_extension|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_elbow_flexion_extension|jc_foot_mid_forefoot|jc_shoulder_scapuloclavicular,30,REVIEWED_PROFILE_PRESENT,e9a9a84e8ece35190f83add4a594425509bd6d597090c7b2306eddbf8573f0bd,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_40fa57be,원암 케이블 하이 로우,ex_40fa57be,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,34316a2e36d326c42e5f49dbad5cd0361090e2caccf70bf1219d81306a6bef87,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_421ba24b,좌우 랜덤 콕줍기,ex_421ba24b,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,c15dc403a861c61fab4b16f71c663959edfbcb44873373d9095b55adbe94cb45,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_4255e429,앞뒤 랜덤 콕줍기,ex_4255e429,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,51647ec2ceccf6ee28d50e3fab242b3db7311e7f8ff36e2aee62b8d68f46a17d,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_442617f6,원암 케이블 플라이,ex_442617f6,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,16,REVIEWED_PROFILE_PRESENT,f24b71c2996b9cfdfcc3cac021775bc9ded3664d2adb13a1911bf3649951fba7,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_462c760e,체스트 서포티드 원암 머신 로우,ex_462c760e,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,f2e77e58b491740a9f660b452c8d180d996e4b9c1176d608d0fc19572ae8b4bc,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_4773b6ea,린단 참고 트랙 스프린트,ex_4773b6ea,,jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_pelvic_ring_sacroiliac|jc_knee_tibiofemoral|jc_hip|jc_foot_mid_forefoot,28,REVIEWED_PROFILE_PRESENT,9090a3d64565641c25119ffa95191444ca748b51284c1379983e54f910581341,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_4aa3725a,머신 숄더프레스,ex_4aa3725a,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,bef24641f1c2fec90718b51e9438f47ac920ab9774e1369b66e0712b5821ae8a,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_4c76dbb2,케이블 풀스루,ex_4c76dbb2,jc_hip,jc_lumbar_spine|jc_hip,6,REVIEWED_PROFILE_PRESENT,c97207b98e1b41b68eadee5ff028f65e26cc14f04b8dd8e88a0f2472d57ea280,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_4c779df2,케이블 플라이,ex_4c779df2,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,14,REVIEWED_PROFILE_PRESENT,b003e4c62e19f59f77a84410882cba162f27a284933827c1ee2b9b686d3272f7,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_5004ca76,린단 참고 페이스 체인지 풋워크,ex_5004ca76,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,faf36603f796e928859f13743104ab1771dd2b0f96ebe4a4e3d9f2c890b4cd63,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,ex_5322f2d1,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_elbow_flexion_extension,5,REVIEWED_PROFILE_PRESENT,9b9ac1161ebda1754d68e566a151c75730852afdccd121cc4e8a57c4d3b414eb,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_5c8751d2,시티드 카프 레이즈,ex_5c8751d2,jc_ankle_hindfoot,jc_ankle_hindfoot,7,REVIEWED_PROFILE_PRESENT,671c4404c27b117954dd0ea92efbbe55103a10bbac099e34918a1a3dc9b970a2,PRESERVE_UNCHANGED,,PASS
ex_5ca7133f,원레그 카프 레이즈,ex_5ca7133f,jc_ankle_hindfoot,jc_ankle_hindfoot,7,REVIEWED_PROFILE_PRESENT,8fdd9138a6dcae66ea7c2589c554d6c4058310bc26561a7bd1613dbc123f1481,PRESERVE_UNCHANGED,,PASS
ex_6232f4bc,박스 스텝업,ex_6232f4bc,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,12,REVIEWED_PROFILE_PRESENT,b6bb76a20f079e7e3e8a12f72e84d9d598c561acb556e0639c614554037d48ce,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
