exerciseStableKey,exerciseName,sourceStableKey,relationCount,primaryCount,secondaryCount,stabilizerCount,sourceProfileSha256,reconciliationAction,status
ex_b3f447be,행잉 레그 레이즈,ex_b3f447be,3,3,0,0,f5431b0a6bee9af423c1b2f101a01911e193d51e8773dcb306acb3d11378d952,PRESERVE_UNCHANGED,PASS
ex_b4b198de,래터럴 런지,ex_b4b198de,5,5,0,0,eaab1f341deb14c21300b7b23d4864a9b5d18fd5f6e8900181e3fbdaf5559171,PRESERVE_UNCHANGED,PASS
ex_b59bed7d,스탠딩 레그 컬,ex_b59bed7d,3,2,1,0,bc8f3f2bf5943aac6f2aa7ef7d29547613ab52f9c3ae1b3a34d4d189a2df8e31,PRESERVE_UNCHANGED,PASS
ex_b69ab702,크로스바디 해머 컬,ex_b69ab702,4,3,1,0,5a1db6977421be26a5c17c894aa2e0ec9758f456978fcb0ce2740f5131895512,PRESERVE_UNCHANGED,PASS
ex_b76d3f92,케이블 래터럴 레이즈,ex_b76d3f92,4,3,1,0,ca379b3f2316918b6222dd4e4759c9258a1303c844bb8819f0f7d58480416fb1,PRESERVE_UNCHANGED,PASS
ex_b78a8f95,레그 익스텐션,ex_b78a8f95,2,1,1,0,0f1af2667dcc9cdd01f84b8311fb13acc4b55f2abd4adbbfcf554e26fc3302e6,PRESERVE_UNCHANGED,PASS
ex_badminton_lesson,배드민턴 레슨,ex_badminton_lesson,5,5,0,0,1548411d84549783afaf2a2c5b957ae1235187a2a39170328263ac6effe2b5c2,PRESERVE_UNCHANGED,PASS
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,ex_bb4b4276,4,4,0,0,687967bfbeef91b3baeb797e5f1a3885099d5b8df605b19650bf4c59e39dbd9c,PRESERVE_UNCHANGED,PASS
ex_bc84eb7f,6방향 랜덤 콕줍기,ex_bc84eb7f,1,1,0,0,3b66a58628933507a0348be33bc7b45e232b638d1c663e46324def3d03a015aa,PRESERVE_UNCHANGED,PASS
ex_c1a81cb2,로프 해머 컬,ex_c1a81cb2,3,2,1,0,16a931debf19d0d17dacf0982e91b0f1eccb99e5a2a9c5d1601207215438d6b1,PRESERVE_UNCHANGED,PASS
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,ex_c1bf2aa8,1,1,0,0,ac601590e121a1fbd77ad49f8bf01b98edc94eb018842d09bea09dd8fc6fffa5,PRESERVE_UNCHANGED,PASS
ex_c365e5e2,원암 스트레이트암 풀다운,ex_c365e5e2,4,4,0,0,168a81877420a11227e6709cab1bc7e943107a51ad1db0ebf8ca49a781e6318a,PRESERVE_UNCHANGED,PASS
ex_c4535de3,스캡 푸시업,ex_c4535de3,2,1,1,0,ed5b05a63b4fd09f81c32721a0ab56f162d85e87d2e32c429c8f8351ae158a2c,PRESERVE_UNCHANGED,PASS
ex_c4ea0a2a,스킵 바운드,ex_c4ea0a2a,2,1,1,0,cc1bf68c78ba1bb9fe52a492efe5502f787b0d9770481cb5286235aa5b5fbf25,PRESERVE_UNCHANGED,PASS
ex_c5043892,프론트 스쿼트,ex_c5043892,5,5,0,0,3a033d79d33d142335629653a350fb2a6163eb96de5e4d4821fb3655ea9208fb,PRESERVE_UNCHANGED,PASS
ex_c536edc2,원암 케이블 숄더프레스,ex_c536edc2,4,4,0,0,82e8872f3a31a2f43d0f74cb6a37bebe3f1595f3212879c22239be6f9e07738b,PRESERVE_UNCHANGED,PASS
ex_c5c2fdef,스트라이드,ex_c5c2fdef,1,1,0,0,4e1791b11c520be7bc099ab78e8363355ec5c416f6d7252df4d5394df658ad27,PRESERVE_UNCHANGED,PASS
ex_c5f4c242,랜덤 비프 풋워크,ex_c5f4c242,1,1,0,0,24ee5663b3bb4e8f41d50d9419ce627649756112d3fe932b7a0c9e86f40ebd30,PRESERVE_UNCHANGED,PASS
ex_c62c0716,컨센트레이션 컬,ex_c62c0716,3,2,1,0,675fa453c40c98f68c8f6e6dcb55a54c0e0b7db22d3c7ef929b84aa77e1e15f4,PRESERVE_UNCHANGED,PASS
ex_c6d9efef,스플릿 스텝,ex_c6d9efef,1,1,0,0,7cff460bffb53ed4e45f1b9aea02aa3350ace06c0f85290c713df0c55562fccc,PRESERVE_UNCHANGED,PASS
ex_c7977dfd,6코너 풋워크 최대반복 테스트,ex_c7977dfd,1,1,0,0,d768bfb124a8d8e0e523520cb223b73ccac33d65d9931f01c8b7d509ccaa7d33,PRESERVE_UNCHANGED,PASS
ex_c8bcf3ce,리버스 런지,ex_c8bcf3ce,4,4,0,0,ef713a7f558b873c962a8515c86049de6333bb822f497c71578475dfab7e84ad,PRESERVE_UNCHANGED,PASS
ex_ca5cce66,스트레이트암 풀다운,ex_ca5cce66,3,3,0,0,30d9bf2888bfd0b0d0ef17166c5d6a38f8d889d1af2a5a6549459399e23bb469,PRESERVE_UNCHANGED,PASS
ex_cb3c4dc2,맨몸 스쿼트,ex_cb3c4dc2,4,4,0,0,4b0d7acb905c9a5f38644e74352eb300ea0605491e3e9257e2510b045ddefdb3,PRESERVE_UNCHANGED,PASS
ex_d5048362,인클라인 덤벨 컬,ex_d5048362,3,2,1,0,2f5f46a855fa04aac4c83751328e47ea2c5da487f84bd74b0764ccf79cc1c07c,PRESERVE_UNCHANGED,PASS
ex_d5bdffe1,데드버그,ex_d5bdffe1,1,1,0,0,7c7a58064a1e5ed3be7efaaf825da90d08ee9766c2a57fc23927225460b9df18,PRESERVE_UNCHANGED,PASS
ex_d60745b4,원레그 레그 익스텐션,ex_d60745b4,2,1,1,0,21b5e0be51430a037c7b12a4eb8bd3a2b68f31adda5727025923778c4511d640,PRESERVE_UNCHANGED,PASS
ex_d6726746,드롭 점프,ex_d6726746,1,1,0,0,ccb589b4c87c38c5c8e3f0e8dd7f174d33cd022f13812d9b35375d59f4adcb57,PRESERVE_UNCHANGED,PASS
ex_d67e5761,피스톨 스쿼트,ex_d67e5761,2,1,1,0,62fd1efede3a0e5c14d07edf9e21f6d10b71257fe5f27b736821812e9828b8ba,PRESERVE_UNCHANGED,PASS
ex_d7c90536,로잉머신,ex_d7c90536,4,3,1,0,f96dad7a951ab8d49bcfa267457e0628f05a3b1a0b61e6a80567c723cbe221f3,PRESERVE_UNCHANGED,PASS
ex_d9e141e4,박스 점프,ex_d9e141e4,1,1,0,0,dae062b07ca7724077274f006611493cb98c3cb413129319263fa5fdc3f3c32e,PRESERVE_UNCHANGED,PASS
ex_da56a4fe,덤벨 킥백,ex_da56a4fe,4,4,0,0,3bfe35d9f96303aa1d8c1b53b72c72a8e7f25c655e2fc981804d1a462bf742ac,PRESERVE_UNCHANGED,PASS
ex_dc9e5953,랫풀다운,ex_dc9e5953,3,2,1,0,d64881dfb221a552d05a6a50cc154537a455b2379dc3b05b9436970a10948eee,PRESERVE_UNCHANGED,PASS
ex_dd16e07a,스트레칭,ex_dd16e07a,1,1,0,0,77f9e1e89d275b70bff6913ac9c730b329637417f77aa05737d611f9f9246696,PRESERVE_UNCHANGED,PASS
ex_de46b7f6,바벨 로우,ex_de46b7f6,4,4,0,0,2f3aeaced864cccb8b2035cecbf421986a5e7471b48d9a55518dccad407668f7,PRESERVE_UNCHANGED,PASS
ex_debf6a8b,다이아몬드 푸시업,ex_debf6a8b,4,4,0,0,1c7ed4093c847e465f6c8cd4da33cae1b173b9fcccfbafa600fde2043e374020,PRESERVE_UNCHANGED,PASS
ex_deca2b61,벤치 딥스,ex_deca2b61,4,3,1,0,8f26fde82ce4844909f1ed5d351709df634975919b9be4f629d6e14116e78167,PRESERVE_UNCHANGED,PASS
ex_df966b45,점프 런지,ex_df966b45,1,1,0,0,f58355e6af739596a445c569dab9ed4c415304dfc465fd23a4ed2e47c85aa475,PRESERVE_UNCHANGED,PASS
ex_e0b1e364,원암 덤벨 RDL,ex_e0b1e364,5,5,0,0,8a6261806ae8ff75319fca7216167ea2e4d515c49274ed6bed18fc927f6fc1c3,PRESERVE_UNCHANGED,PASS
ex_e1894690,스캡 풀업,ex_e1894690,4,3,1,0,116950f8c81b56fb14b185b0788249f89cc6b0a768bac43bdaa511339735809a,PRESERVE_UNCHANGED,PASS
ex_e2efd0fe,불가리안 스플릿 스쿼트,ex_e2efd0fe,4,2,2,0,7f975fd0aad852fe50f948ddaab324c7c679fab0ecab519eedb4ab13c37f6b18,PRESERVE_UNCHANGED,PASS
ex_e3715c0b,워킹 런지,ex_e3715c0b,5,5,0,0,7dd5e1815d2078873f72f00376daba9eb70fec0bb2ead62d6d77818b42a3990e,PRESERVE_UNCHANGED,PASS
ex_e41e8dcf,중량 친업,ex_e41e8dcf,4,4,0,0,d39f224b1d31a5dd6a2f7ae224d6ffe98c40b4eed9f12ca53da5b332009e4883,PRESERVE_UNCHANGED,PASS
ex_e41f4c2b,중량 풀업,ex_e41f4c2b,5,5,0,0,db07a5f9228479cd11c9155f6be264058a004eef41c3f7c16f1ea2f05c487ac4,PRESERVE_UNCHANGED,PASS
ex_e465d1e9,포고 점프,ex_e465d1e9,2,1,1,0,d44ff5d1b1388e9fd63fa74a74ffb2a05914f4b6d4488252214dfc1444a4826e,PRESERVE_UNCHANGED,PASS
ex_e4f911bb,네거티브 풀업,ex_e4f911bb,5,4,1,0,07794035f6ef7235dfc7ee07ac83bb41c9b7a5fab816834d8c79df815e246d49,PRESERVE_UNCHANGED,PASS
ex_e709eeda,케이블 컬,ex_e709eeda,3,2,1,0,ee58e47e3eecfc48f2680b9708ee2deaac849270efaea8376bce1ecfb36cfcdd,PRESERVE_UNCHANGED,PASS
ex_e8ff8cfa,밴드 외회전,ex_e8ff8cfa,3,3,0,0,d59562034c3e98480c42a5ca6acdcb11d73d17a43ac249900eb3c9b7e48b3a85,PRESERVE_UNCHANGED,PASS
ex_e9e97659,핵 스쿼트,ex_e9e97659,5,4,1,0,5869091702d79ef0c60b4ee0d4844183ae518c08ba8e9b8a337af66b47a4da90,PRESERVE_UNCHANGED,PASS
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,ex_eb636bac,4,4,0,0,fb456c5e385b21759fda0ddcb88e85570f84ff387b49f0098ff58eed47f4e900,PRESERVE_UNCHANGED,PASS
ex_ee378da7,스케이터 스쿼트,ex_ee378da7,2,1,1,0,23fff16ad6259f79d630031a4d9c1eccefd9d3057a4ba6b42e4c0aacc13157d7,PRESERVE_UNCHANGED,PASS
ex_f1d31d3d,원레그 핵 스쿼트,ex_f1d31d3d,4,3,1,0,f3fa7719f473fe480c0e6522a256d08b5fd8e18538bf6bba62b63e7bae20f7cd,PRESERVE_UNCHANGED,PASS
ex_f2a79d37,스플릿 스쿼트,ex_f2a79d37,5,5,0,0,194e9a92cbad3a03f4899cd8605d35fbbe8392fcff6c441ca28ae1001c6855b2,PRESERVE_UNCHANGED,PASS
ex_f332aeab,월 드라이브,ex_f332aeab,1,1,0,0,6048e237821a33871512615d3d98d258ea9c1ae9265f8379392f2028c30e2ad7,PRESERVE_UNCHANGED,PASS
ex_f459ad2a,메도우즈 로우,ex_f459ad2a,4,4,0,0,b24106416f5d47e5949004c4782fa580f86a433546e35b37c5f7da36b3228f02,PRESERVE_UNCHANGED,PASS
ex_f6703b06,덤벨 프로네이션/수피네이션,ex_f6703b06,3,2,1,0,ff6776b5796c5ed86b7bb44ea670593dddb34cefff2e72abdf72729d2757bb4a,PRESERVE_UNCHANGED,PASS
ex_f6d43398,사이드 플랭크,ex_f6d43398,3,3,0,0,19c112f2ac0bb3863604ad75eb93ebeae2478441fb9e8b8ebe771bc8f56bb140,PRESERVE_UNCHANGED,PASS
ex_f97a05ab,월 슬라이드,ex_f97a05ab,4,3,1,0,d2a40231b7abf3c539a62149a5abc52bc63b119ff6d15b9ebb4a829589803113,PRESERVE_UNCHANGED,PASS
ex_fa2e73b3,핸드스탠드 푸시업,ex_fa2e73b3,4,4,0,0,e2b567d1eacfcf67a0e0d00c447e4535ffdb105418f01526c688e16c99e4572b,PRESERVE_UNCHANGED,PASS
ex_fa31f7a6,케이블 로우,ex_fa31f7a6,4,3,1,0,53e55fdd3acd5e50b2f5b76667452840a705de1c3cfd08518a31e2138092e738,PRESERVE_UNCHANGED,PASS
ex_fa3416f6,스미스 머신 스쿼트,ex_fa3416f6,4,4,0,0,ca67c9d513d3b44d164c82d7d5d016d98c2f84e4112c6086e94abddf0146f095,PRESERVE_UNCHANGED,PASS
ex_fa34ddfe,케이블 킥백,ex_fa34ddfe,5,5,0,0,ed37a8730a32d9bfa4bd27d8bc6e342cc14dd44e5781cf95084e8e826abc80ed,PRESERVE_UNCHANGED,PASS
ex_fa570291,트라이셉스 푸시다운,ex_fa570291,3,2,1,0,43ed0634b61232f07ae6f1b7bbc09bc0fd9c9f9cce684c3cf7b24ecd24b2f941,PRESERVE_UNCHANGED,PASS
ex_faae2044,인터벌 러닝,ex_faae2044,4,3,1,0,4651c3d016c358c175781e4ea2b4431efd23472b0684c817a9d9713a84a8f8dc,PRESERVE_UNCHANGED,PASS
ex_fb67af37,디클라인 푸시업,ex_fb67af37,4,4,0,0,8425be81e5b682271abef54e5d2c7bc179cbeb12e42d770e0c0a6af9581d02ae,PRESERVE_UNCHANGED,PASS
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,ex_fdbdf454,4,4,0,0,5653ce5f5498fab3087d80bc817e86d2f4e41de5bd7b536a530ba8ad668b9f5e,PRESERVE_UNCHANGED,PASS
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,ex_d20b7487,4,3,1,0,a57ba1eee8be0efff81b4b406cdef22e6d2228f34158f0530b067f58a4cf7a29,INHERIT_UNCHANGED,PASS
ez_bar_preacher_curl,EZ바 프리처 컬,ex_e994008a,3,2,1,0,1b2e84cf09a413b851e4076c5055f1372ecd5e10319df8974d3808006d6e5038,INHERIT_UNCHANGED,PASS
ez_bar_reverse_curl,EZ바 리버스 컬,ex_dd2f732e,4,3,1,0,4c224533dcbd203a6faeab691223d9e832eefa913cbc96153fe4efa1195163b5,INHERIT_UNCHANGED,PASS
ez_bar_spider_curl,EZ바 스파이더 컬,ex_516f4456,4,3,1,0,db6471bf0ebc1f2c6f981f5920ca0cd6f207a64ba637570fcae2a06293e360ea,INHERIT_UNCHANGED,PASS
face_pull,페이스풀,face_pull,4,3,1,0,1129cfbe0e8dc4b55e5077b17002b3943120e6c9d2ecefac3d7c831a32605999,PRESERVE_UNCHANGED,PASS
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,ex_e159d15a,5,5,0,0,ced37e1a51ad2c22a0d3036f467f51d3cd6d0321337884d72b1d747986bedc80,INHERIT_UNCHANGED,PASS
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,half_kneeling_single_arm_dumbbell_press,3,1,2,0,d17d03a91416a492f023bfcb433f1588481e11d69fd162be345e51e32c76b512,PRESERVE_UNCHANGED,PASS
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,half_kneeling_single_arm_kettlebell_press,4,1,3,0,096d94185c8e4bf4551ec952959c2b754efff6ddf5d2963dbaa39d3b6a3128da,PRESERVE_UNCHANGED,PASS
hip_adduction_machine,힙 어덕션 머신,ex_eaea872c,3,3,0,0,4d97bf6412a99db394b4d573c9cdb9b7bd9d7e6904f80828d8fa33300468d042,INHERIT_UNCHANGED,PASS
kettlebell_farmer_carry,케틀벨 파머스 캐리,ex_a1fc4533,2,2,0,0,62bb88ee7e8b7a2d977dbac693f081935419d3ebefe0322ceb467eeeb4c630ae,INHERIT_UNCHANGED,PASS
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,ex_ac7df636,1,1,0,0,35c29113e35314eb7d0b5690c2cc1fc50039a829d2b4ad22817ca1a544c9b7ed,INHERIT_UNCHANGED,PASS
kettlebell_halo,케틀벨 헤일로,kettlebell_halo,4,3,1,0,2b8da808839e642f922a318600bf4d507b6806d9ecfd9ea568db515c39884e1d,PRESERVE_UNCHANGED,PASS
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,single_leg_rdl,4,2,2,0,5a737bff87fcefcf0acd7ee47e9854ed58682320194b50d7a6ec404b2bcc2bc8,INHERIT_UNCHANGED,PASS
landmine_anti_rotation,랜드마인 안티로테이션,landmine_anti_rotation,5,5,0,0,6fc2c4d90a4007a281e4a0e4c4e8a9e89b64fa78ab8bead1f2c02542e50ce2fa,PRESERVE_UNCHANGED,PASS
landmine_rotation,랜드마인 좌우 회전,landmine_rotation,4,2,2,0,647a63ac2ee1c445d2768fc4c54961c1ed6712aab868f8f9df5872ee8901a887,PRESERVE_UNCHANGED,PASS
lateral_bound_continuous,래터럴 바운드,lateral_bound_continuous,4,3,1,0,141f3300bffab3c4360c93407352e5bcaa08c51c7d97c0ea9957d11994d0bbb6,PRESERVE_UNCHANGED,PASS
med_ball_chest_pass,메디신볼 체스트 패스,med_ball_chest_pass,4,4,0,0,908188e391a70f08b0358afbc43406ed425a0f92a20e0d75b76b627a8b0b75af,PRESERVE_UNCHANGED,PASS
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,med_ball_overhead_slam,5,3,2,0,7ef70511bd3939ea8d218975894b2ffe1eefe05379326433ec3eee778b962e1c,PRESERVE_UNCHANGED,PASS
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,med_ball_rotational_scoop_toss,5,5,0,0,0efe369b90585996780fb6f29cc11f9c0cd54b352b11496968504e23c37c5b2f,PRESERVE_UNCHANGED,PASS
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,med_ball_rotational_slam,5,2,3,0,0c771606575026bd24a972731872dca59bc881652289ce97bf7c5f23c0c6b1cb,PRESERVE_UNCHANGED,PASS
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,medicine_ball_rotational_throw,4,2,2,0,1c439cec1fbc6f1851ff7f334052c0404121b51b58091571f7fe31f56817121f,PRESERVE_UNCHANGED,PASS
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,medicine_ball_three_step_acceleration_throw,4,4,0,0,57a6921cd4fcb5e1361cfd33f75edce67a5f9cb86b01807b95aa864ddc13036a,PRESERVE_UNCHANGED,PASS
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,medicine_ball_three_step_deceleration_throw,4,4,0,0,4adc67ef10d121b5505062fef786e8588e4f015bc8272153939f57f7d02dbfaf,PRESERVE_UNCHANGED,PASS
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,ex_d9084b5e,4,4,0,0,f057f993466d8ccd368ad1a4a5c8ff137ad4ac365310c117efbf2d6bf1b4bdfd,INHERIT_UNCHANGED,PASS
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,ex_d9084b5e,4,4,0,0,f057f993466d8ccd368ad1a4a5c8ff137ad4ac365310c117efbf2d6bf1b4bdfd,INHERIT_UNCHANGED,PASS
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,plate_rotational_press_out,5,5,0,0,4c8e9f11124c7ffd2bd14f77043225d5b0ca9d8dca3f35bb378cb1ab926bf2d5,PRESERVE_UNCHANGED,PASS
pull_up,풀업,pull_up,3,3,0,0,4894138d2700c0cecb8fef9e3b1b64e121ed247b2b8e6ec4a25582071c1de51f,PRESERVE_UNCHANGED,PASS
single_leg_hip_bridge,원레그 힙 브릿지,single_leg_hip_bridge,3,1,2,0,9eb6634333c500bd545add37d6d8d57c75535ff32b976ec336fe6b3bbed45d09,PRESERVE_UNCHANGED,PASS
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,ex_bd072cd,2,1,1,0,424535874e8b61a2c3c6c090eef577c17f1f79f20a8c6a1d680d112be4716d5c,INHERIT_UNCHANGED,PASS
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,ex_bd072cd,2,1,1,0,424535874e8b61a2c3c6c090eef577c17f1f79f20a8c6a1d680d112be4716d5c,INHERIT_UNCHANGED,PASS
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,ex_bd072cd,2,1,1,0,424535874e8b61a2c3c6c090eef577c17f1f79f20a8c6a1d680d112be4716d5c,INHERIT_UNCHANGED,PASS
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,ex_e159d15a,5,5,0,0,ced37e1a51ad2c22a0d3036f467f51d3cd6d0321337884d72b1d747986bedc80,INHERIT_UNCHANGED,PASS
vipr_chop,바이퍼 회전 아래로,vipr_chop,4,2,2,0,2701a9b8d7d45270c0644326cf9495282f4f44449ed9fd9cc3f10c8ca5c3d3da,PRESERVE_UNCHANGED,PASS
vipr_rotational_lift,바이퍼 회전 위로,vipr_rotational_lift,5,3,2,0,8076a98ede87e0ccf7a68a8432ab173c97f85efa1f2402b315d9990377045371,PRESERVE_UNCHANGED,PASS
vipr_rotational_press_out,바이퍼 로테이셔널 프레스아웃,vipr_rotational_press_out,5,5,0,0,8da0b492346c1d80c380dc3db7cd4bf3139c49dd7b8e7450cfe19692040a7a63,PRESERVE_UNCHANGED,PASS
vipr_step_and_rotate,바이퍼 스텝 앤 로테이트,vipr_step_and_rotate,5,5,0,0,600075c01af3cb98303eafc5ef2a634bef4753a74d9ab9b806c5b848bee18694,PRESERVE_UNCHANGED,PASS
