korean,english,provenance,sourcePath
대체,alternative,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
대퇴근,thigh work,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
대퇴사두,quadriceps,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
덤벨 스탠딩 카프 레이즈,Dumbbell Standing Calf Raise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
덤벨 오버헤드 트라이셉스 익스텐션,Dumbbell overhead triceps extension,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
덤벨 원레그 루마니안 데드리프트,Dumbbell one leg Romanian deadlift,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
덤벨 프로네이션/수피네이션,Dumbbell pronation/supination,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
덮어쓰기,overwrite,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
덮어쓰기는 미확인 계획만 삭제합니다. 실제 완료 기록은 삭제되지 않습니다.,Overwriting only deletes unconfirmed plans. Actual completion records will not be deleted.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
덮어쓰면 기존 기록이 삭제됩니다.,Overwriting will delete the existing record.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
데드 kg,dead kg,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
데드리프트 특이성,Deadlift Specificity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
데드리프트/RDL 계열,Deadlift/RDL series,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayReadinessSentenceBuilder.kt
데이터 수,data count,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
동일 지표,same indicator,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
동작 계열,motion series,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisModels.kt
동작 분류,Movement classification,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
동작 세부형,Action details,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
동작 집중,focus on movement,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt
동작 패턴,Motion pattern,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
되돌리기,revert,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
둔근/햄스트링,Glute/Hamstrings,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt
등,etc.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt
등 상부,upper back,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
등/광배,Back/lats,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
디클라인,Decline,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt
뚜렷한 관계는 약합니다.,Distinct relationships are weak.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
"라켓 보조 같은 구 전이축이 아니라 풋워크, 가속, 감속, 리액션 등 전이 목적 기준으로 비교합니다.","Comparisons are made based on transfer objectives such as footwork, acceleration, deceleration, and reaction, rather than old transfer axes such as racket assistance.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
랜드마인 로테이션,Landmine Rotation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt
랜드마인 안티로테이션,Landmine Anti-Rotation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
랜드마인 프레스,Landmine Press,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt
랭킹,Ranking,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
러닝 경기,running race,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt
러닝 세션,running session,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt
"런지, 리치, 넓은 보폭에서 자세를 유지하는 전이 목적입니다.","This is for transition purposes, maintaining posture during lunges, reaches, and wide strides.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
런지/감속,Lunge/Deceleration,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
런지/리치,Lunge/Reach,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
레그익스텐션,leg extension,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt
레그컬,leg curl,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt
레그프레스,leg press,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt
레벨,Level,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
로우,low,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
롤링 사전검증,Rolling pre-verification,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
루마니안,Romanian,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
리액션,reaction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
"리치, 런지, 방향전환 중 몸통이 무너지지 않게 버티는 전이 목적입니다.","The purpose of the transition is to keep the torso from collapsing during reach, lunge, and direction changes.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
매우 가벼움,very light,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
매우 피곤함,very tired,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
맨몸 스탠딩 카프 레이즈,Bare body standing calf raise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
"멈춤, 착지, 방향전환 직전의 감속 능력을 보강하는 훈련입니다.","This is training that strengthens the ability to decelerate just before stopping, landing, and changing direction.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
메뉴,menu,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
메인 운동과 보조운동을 정리하는 중입니다.,I'm in the process of organizing the main and auxiliary exercises.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/TrainingViewModel.kt
메타데이터 상태,metadata status,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
메타데이터 수정,Edit metadata,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
메타데이터를 되돌리지 못했습니다.,Failed to revert metadata.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
모두 해제,turn off all,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt
모든 피로도가 양호합니다. 힘차게 운동!,All fatigue levels are good. Exercise vigorously!,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayFatigueStatusLabeler.kt
목,neck,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/AnalysisChartTemporalPolicy.kt
목록,inventory,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
몸무게,weight,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
몸무게(kg),Weight (kg),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
몸통 고정,torso fixation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
무거운 스쿼트,heavy squats,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
무릎,knee,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
무조건,unconditionally,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
미확인 세트만,Unconfirmed set only,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
미확인만 삭제,Delete only unconfirmed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
바벨 리버스 컬,barbell reverse curl,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
바쁨/일정,Busy/Schedule,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
바이퍼 회전 위로,viper turn up,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
반년,half a year,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
반드시 쉬어야 합니다,You must rest,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
반복 감소,Reduce repetitions,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
반복 비교에서는 우연 상관이 포함될 수 있습니다. 결과를 훈련 처방의 단독 근거로 사용하지 마세요.,Repeated comparisons may include chance correlations. Do not use the results as the sole basis for training prescriptions.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
반복되는 운동 목적이 과해지지 않도록 구성을 점검했습니다.,The configuration has been checked to ensure that repetitive exercise objectives are not excessive.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt
반복수 구간 비중 추이,Trend of repetition section proportion,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
반복수 기반 강도 구간 비중,Proportion of intensity intervals based on repetitions,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
반영할 수 있는 관련 운동 변화가 아직 부족합니다.,There is still a lack of relevant motor changes that can be reflected.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
반응,reaction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
반응 드릴,reaction drill,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
반응 확인 기간,reaction confirmation period,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
발목/발,ankle/foot,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
방향전환,change direction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
배드민턴 : 근력,Badminton: Strength,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
배드민턴 게임,badminton game,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt
배드민턴 경기 기록,badminton match records,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt
배드민턴 경기력,badminton performance,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
배드민턴 경력 년,years of badminton experience,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
배드민턴 관련 훈련 자극과 주간 흐름을 봅니다.,View badminton-related training stimulation and weekly flow.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
배드민턴 연습 훈련량(일별),Badminton practice load (daily),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 연습 훈련량(주별),Badminton practice load (weekly),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 목표에 맞춰 코트 피로를 더 민감하게 반영했습니다.,Court fatigue has been reflected more sensitively in line with badminton goals.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialAdaptationProfile.kt
배드민턴 보조 4주,Badminton Assistant 4 weeks,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
배드민턴 부담,badminton burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
배드민턴 분,badminton player,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
배드민턴 세션,badminton session,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt
배드민턴 세션 후 피드백 연동,Feedback integration after badminton session,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
배드민턴 시간과 다음날 회복 입력을 날짜 기준으로 모으는 중입니다.,We are collecting badminton time and next day recovery input by date.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CourtDurationRecoveryAnalyzer.kt
배드민턴 웨이트 보조 4주,Badminton weight support 4 weeks,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
배드민턴 전이 목적 설명,Badminton transfer purpose explanation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 전이 목적별 자극량,Badminton transfer stimulation amount for each purpose,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 전이 목적별 자극량을 계산하고 있습니다.,We are calculating the amount of stimulation for each badminton transfer purpose.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 주당,badminton per week,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
배드민턴 지원 목적의 주간 훈련량,Weekly training volume for badminton support purposes,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
배드민턴 지원 웨이트,badminton support weights,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramAutoBuilder.kt
배드민턴 특이 훈련과 일반 근력의 우선순위를 조절합니다.,Prioritize badminton-specific training and general strength training.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
배드민턴 연습 훈련량,Badminton practice load,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
배드민턴 연습 훈련량 추세를 계산하고 있습니다.,Calculating the badminton practice load trend.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
배드민턴 훈련에서 발생한 주간 피로 부담,Weekly fatigue burden from badminton training,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
배드민턴 훈련을 버틸 수 있는 반복 능력과 체력 기반을 보강하는 전이 목적입니다.,The transfer purpose is to strengthen your repetition ability and strength base to withstand badminton training.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
백업 복원 ${summary.backupRestorationProvenance ?:,Restore Backup ${summary.backupRestorationProvenance ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
밴드 팔로프 프레스,Band Palloff Press,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
벤치 kg,bench kg,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
벤치 특이성,bench specificity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
벤치 프레스,bench press,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
벤치/상체 푸시,Bench/Upper Body Push,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
변수 선택만으로는 계산하지 않습니다. 버튼을 누르면 1~4주 뒤 패턴만 탐색합니다.,"Variable selection alone does not calculate it. If you press the button, it will only search for patterns 1 to 4 weeks later.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
보정,correction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
보조 스트레스,secondary stress,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
보조 전이,secondary transition,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferModels.kt
보조 풀,auxiliary pool,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt
보조근,auxiliary muscle,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
보통 수준의 탐색 결과이며 인과관계를 의미하지 않습니다.,These are moderate exploratory results and do not imply causality.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
보통 신뢰도 · 패턴 탐색,Medium reliability · pattern search,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
보통 이하,below average,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
복근,abs,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
복근/전면코어,Abs/front core,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
복근/코어,Abs/Core,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt
복부,abdomen,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
복사,copy,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
복사할 기준 세트가 없습니다.,There is no baseline set to copy.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
부담 낮추기,lower the burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatus.kt
부상,injury,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
부상 위험이 높습니다,High risk of injury,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
부위별,By part,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayReadinessSentenceBuilder.kt
부위별 기록이 아직 적습니다.,There are still few records for each part.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
부위별 피로,Fatigue by area,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
부족,shortage,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
분,minute,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
분석,Analysis,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
분석 가능한 주간 데이터가 부족합니다. 최소 8~12주 이상의 기록이 필요합니다.,There is insufficient weekly data available for analysis. At least 8 to 12 weeks of records are required.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
분석 단위,unit of analysis,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
분석 대상,analysis target,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
분석단위명,Analysis unit name,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
분석하기,analyze,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
불편감 부위 고강도 운동,High-intensity exercise for areas of discomfort,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PainGateEvaluator.kt
불편감 입력은 없습니다.,There is no input of discomfort.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
불편감 입력이 높아 해당 부위는 조절이 필요합니다.,The discomfort input is high and the area requires adjustment.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PainGateEvaluator.kt
불편감 입력이 있어 고강도 운동을 줄입니다.,Reduce high-intensity exercise due to discomfort input.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PainGateEvaluator.kt
불편감 입력이 있어 해당 부위 부담을 낮춥니다.,There is discomfort input to reduce the burden on the area.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PainGateEvaluator.kt
불편감/제한 신호,Signs of discomfort/restriction,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
비교 가능한 저하 신호는 크지 않습니다.,The comparable degradation signals are not significant.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
비교적 뚜렷한 경향이 있습니다.,There is a relatively clear trend.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
비슷한 부하에서 RPE가 상승했습니다,RPE rose at similar loads,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/RpeAutoregulationAnalyzer.kt
비우기,Empty,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordSetRow.kt
비중,specific gravity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
비틀림 부하를 제어,Control torsional load,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
빈 프로그램으로 시작,Start with an empty program,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/PlanScreen.kt
빠른 신장 부하에 대응,Responds to rapid elongation load,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
사두,sadhu,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
사선,diagonal,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
사용 가능한 지표,Available Metrics,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
사용 근육과 장비,Muscles and equipment used,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
사용 주,use note,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
사용자 메타데이터 수정값을 삭제하고 기본값으로 되돌립니다.,Deletes user metadata modifications and reverts them to default.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
사후분포 중앙값,Posterior median,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
삭제,Delete,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
삼각,triangle,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
삼두,triceps,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
상관계수,correlation coefficient,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
상대적으로 안정적 · 인과관계 아님,"Relatively stable, not causal",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
상세 실패 메시지가 저장되지 않았습니다.,Detailed failure messages are not saved.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
상세 입력,Enter detailed information,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordEntryCard.kt
상위 프록시 loading,Top proxy loading,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
상태 지문 ${summary.modelStateFingerprint?.take(16) ?:,State Fingerprint ${summary.modelStateFingerprint?.take(16) ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
상태 확인,Check status,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatus.kt
새 프로그램,new program,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt
