koreanTemplate,englishTemplate,provenance,sourcePath
분석 기간: ${} · 정렬 관측치: ${},Analysis period: %1$s · Sorted observations: %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
불러온 운동: ${},Loaded exercise: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt
불편감 ${},Discomfort %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
빈 kg에 ${}kg 적용,Apply %1$skg to empty kg,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordBulkEditDialog.kt
빈 세트에도 ${}kg 적용?,Does %1$skg apply to empty sets as well?,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordEntryCard.kt
사용 모델: ${},Used model: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
상태 지문 ${} · 스키마 ${},State Fingerprint %1$s · Schema %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
상태: ${},Status: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
새 계획: ${}개,New Plan: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/PlanScreen.kt
선택 기간 기여 ${}%,Select period contribution %1$s%,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt
선택 모델 ${},Select model %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
선택 통제 변수: ${},Select control variable: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
성장률 ${} · 이전 ${} ·,Growth rate %1$s · Previous %2$s ·,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 innovation ${},Session innovation %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 likelihood ${},Session likelihood %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 전 local prior ${},Before session local prior %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 전 예상 ${},Pre-session forecast %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
세션 전 추정 ${} · 80% ${},Pre-session estimate %1$s · 80% %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 후 local posterior ${},After session local posterior %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세션 후 추정 ${} · 80% ${},Post-session estimate %1$s 80% %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
세트 간 휴식 ${}초,Rest between sets %1$s seconds,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/PlanProgramSections.kt
수면 ${}시간,Sleep %1$shours,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
수면시간이 ${}시간으로 입력되었습니다.,Sleep time was entered as %1$s hours.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
수치 진단 ${},Numerical diagnosis %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
수치 진단: ${},Numerical diagnosis: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
시간 예산 ${}분을 초과합니다.,Time budget %1$s minutes exceeded.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt
시작: ${},Start: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
신뢰도 ${},Reliability %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
실제 e1RM ${},Actual e1RM %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
실패한 운동일: ${},Failed workout day: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/PerformanceTrendSummaryService.kt
역할:${},Role:%1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramSelectionReasonFormatter.kt
예상 대비 ${},%1$s compared to expected,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
예시 운동: ${},Example exercise: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
예측분포 내 위치 ${},Position in prediction distribution %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
예측분포 내 위치 ${}%,Position within prediction distribution %1$s%,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
오늘 불편감이 ${}/5로 입력되었습니다.,Today's discomfort was entered as %1$s/5.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
오늘 전신 피로가 ${}/5로 입력되었습니다.,Total body fatigue today was entered as %1$s/5.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
오늘 집중력/의욕이 ${}/5로 입력되었습니다.,Today's concentration/motivation was entered as %1$s/5.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
오늘 하체 피로가 ${}/5로 입력되었습니다.,Today’s lower body fatigue was entered as %1$s/5.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
오류 유형: ${},Error Type: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/StrengthPosteriorUpdateService.kt
완료 ${}세트 · 계획 ${}세트,Completed %1$s set · Planned %2$s set,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
완료 세트 ${}개,Complete set %1$s pieces,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
완료 세트 ${}개가 포함되어 있습니다.,Includes %1$s complete set.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
완료: ${},Completed: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
외 ${}개,and %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
외 ${}개 선택됨,Other %1$s selected,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt
외생 통제 Z: ${},Exogenous control Z: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
요청 horizon: ${}주 · 실제 horizon: ${}주,Request horizon: %1$s weeks Actual horizon: %2$s weeks,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
운동 ${}개 · 세트 ${}개,Exercise %1$s pieces · Set %2$s pieces,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
"운동 ${}개, 세트 ${}개","Exercises %1$s, sets %2$s",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
"운동 ${}개, 세트 ${}개가 삭제됩니다.",%1$s exercises and %2$s sets will be deleted.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
응답 변수 Y: ${},Response variable Y: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
이벤트 원장 전체 ${} · 대기 ${} · 실패 ${},Event Ledger Full %1$s · Standby %2$s · Failed %3$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
이전 revision ${} · 재빌드 출처 ${},Previous revision %1$s · Rebuild source %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
이전 사후분포 중앙값 ${},Previous posterior median %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
자동 보정 변수: ${},Auto-calibration variable: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
자동 포함 내생변수: ${},Automatically included endogenous variables: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
작업 ID: ${},Job ID: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
작업: ${},Task: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
적용 예정: ${},To be applied: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordBulkEditDialog.kt
전신 ${},Whole body %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
전이:${},Transition:%1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramSelectionReasonFormatter.kt
주간 ${} 운동량,Weekly %1$s training volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 ${} 최근 3일 운동량,Weekly %1$s Training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 ${} 최근 7일 운동량,Weekly %1$s Training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
중앙값 변화 ${} · 구간 폭 변화 ${},Median change %1$s · Interval width change %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
직접 ${} · 프록시 ${},Direct %1$s · Proxy %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
직접 ${} · 프록시 ${} · 관련 운동 ${},Direct %1$s · Proxy %2$s · Related Exercises %3$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
직접 ${}회 · 프록시 ${}회 · 관련 운동 ${}개,Direct %1$s times · Proxy %2$s times · %3$s related exercises,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
진단 보고서 저장 실패: ${},Failed to save diagnostic report: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/TrainingViewModel.kt
진단 코드: ${},Diagnostic Code: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
집중/의욕 ${},Focus/Motivation %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
체중 출처 ${},Weight source: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
최고 ${} · Top3 ${} · ${}회,Top %1$s · Top 3 %2$s · %3$s times,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordMetricsCards.kt
최근 ${} 추정 신호,Recent %1$s estimated signal,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
최근 ${}일 ${} 자극이 부족합니다.,Recently %1$s days %2$s lack of stimulation.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/BadmintonTransferCoverageAnalyzer.kt
최근 ${}일 기록이 없습니다.,There are no recent records for %1$s.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/BadmintonTransferCoverageAnalyzer.kt
최근 ${}일 동안 ${} 부하에 많이 기여한 기록입니다.,This is a record of contributing a lot to %2$s load in the recent %1$s days.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt
최근 ${}일 비중이 낮습니다.,"Recently, the proportion of %1$s days has been low.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/BadmintonTransferCoverageAnalyzer.kt
"최근 3일 평균 ${}시간, 기준 ${}시간입니다. 오늘 강도 해석을 보수적으로 적용합니다.","This is the average %1$s time for the last three days, and the standard %2$s time. Today we apply the intensity analysis conservatively.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt
최근 3일 평균 ${}시간입니다. 고강도 훈련 판단에는 여유를 둡니다.,This is the average %1$s time for the last three days. Take some time to judge high-intensity training.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt
최근 3일 평균 ${}시간입니다. 수면만으로 강한 조절 신호를 만들지는 않습니다.,This is the average %1$s time for the last three days. Sleep alone does not create strong regulatory signals.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt
최근 3일 평균 ${}시간입니다. 피로 신호를 조금 더 보수적으로 봅니다.,This is the average %1$s time for the last three days. We take a slightly more conservative look at fatigue signals.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/SleepRecoverySignalAnalyzer.kt
"최근 7일은 ${} 자극이 많고, ${} 자극은 상대적으로 적습니다.","In the last 7 days, there is a lot of %1$s stimulation, and there is relatively little %2$s stimulation.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodSeries.kt
최근 7일은 ${} 자극이 많습니다.,The last 7 days have been very stimulating %1$s.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodSeries.kt
최근 성장률 ${},Recent growth rate %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
최근 이벤트 지문 ${},Recent event fingerprint %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
최근 직접 1RM ${} · ${},Recent direct 1RM %1$s · %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
최근 직접 기록 ${},Recent Direct Record %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
최근 피로 상승은 ${} 기록과 ${} 부담이 함께 누적된 영향일 가능성이 큽니다.,The recent increase in fatigue is likely the cumulative effect of the %1$s record and the %2$s burden.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt
"축별 상태: 매우 높음(${}), 높음(${}), 보통(${}), 낮음(${})","Status by axis: Very High (%1$s), High (%2$s), Normal (%3$s), Low (%4$s)",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayFatigueStatusLabeler.kt
컨디션 · ${},Condition · %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordScreen.kt
파일: ${},File: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
판단: ${} 피로도를 조절하면 좋습니다.,Judgment: %1$s It is good to control fatigue.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayFatigueStatusLabeler.kt
프록시 전이 제외 · ${},Excluding proxy transitions %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
프록시 혁신 ${} · 실패 ${},Proxy Innovation %1$s · Failure %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
하체 ${},Lower body %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
현재 ${},Currently %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
현재 근력 분석을 재계산하지 못했습니다.${},Failed to recalculate current strength analysis.%1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
현재 단계: ${},Current stage: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
현재 데이터가 있는 지표 ${}개,%1$s indicators with current data,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
현재 사후분포 중앙값 ${},Current posterior median %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
현재 상태: ${} · ${},Current status: %1$s · %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisCoachUi.kt
현재 체중 기준 추가중량 ${},Additional weight based on current weight %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
"확인 세트 ${}개, 미확인 세트 ${}개","%1$s confirmed sets, %2$s unconfirmed sets",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt
활성 revision ${} · RIR 정책 ${},Active revision %1$s · RIR policy %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
활성 revision ${} · 상태 ${},Active revision %1$s · Status %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
휴${},Huh%1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordSetRow.kt
휴식 ${},Rest %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
사용 가능한 기간: ${}~${},Available period: %1$s to %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
정렬된 주간 기록: ${}주 · 변환 후 공통 사용 가능: ${}주,Aligned weekly records: %1$s weeks · Common usable after transformation: %2$s weeks,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
요청 기간 추정 행: ${}개 · 현재 조합 최소: ${}개,Estimation rows for requested horizon: %1$s · Minimum for current combination: %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
실행 분석: ${},Executed analysis: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
변환 후 공통 주간: ${}주 · 실제 추정 관측치: ${}개,Common weeks after transformation: %1$s · Actual estimation observations: %2$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시차 가중치: ${},Lag weights: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 공적분 진단: ${},Exploratory cointegration diagnostic: %1$s,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
${} 주간 기록이 없어 분석을 시작할 수 없습니다.,Analysis cannot start because %1$s has no weekly records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
변환 후 공통으로 사용할 수 있는 기록은 ${}주이며 최소 ${}주가 필요합니다.,There are %1$s common usable weeks after transformation; at least %2$s are required.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시차와 반응 기간을 적용한 추정 행은 ${}개이며 현재 조합에는 최소 ${}개가 필요합니다.,There are %1$s estimation rows after applying the lag and response horizon; the current combination requires at least %2$s.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
중간 결측 ${}주는 채우지 않으며 실제 추정 행에서 제외합니다.,%1$s internally missing weeks are not filled and are excluded from the actual estimation rows.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
요청한 ${}주 중 현재 자료로는 최대 ${}주까지 추정할 수 있습니다.,Of the requested %1$s weeks the current data support estimation through at most %2$s weeks.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
변환 후 사용할 수 있는 기록 ${}주로는 분석을 완료할 수 없습니다.,The analysis cannot be completed with %1$s usable weeks after transformation.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
