exerciseStableKey,relationType,relationId,role,qualifier,coefficient,confidence,sourceStatus,version,status
ex_2822ec2e,PROGRAM_ROLE,CORE,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,VARIANT_GROUP,HAMSTRING_KNEE_FLEXION_ISOLATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,PROGRESSION_GROUP,HAMSTRING_KNEE_FLEXION_ISOLATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,MUSCLE,CALVES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,MUSCLE,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,BADMINTON_TRANSFER,LOW_FATIGUE_CONTROL,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,BADMINTON_TRANSFER,ROTATION_CONTROL,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,BADMINTON_FATIGUE_COST,LOW,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,PHYSICAL_QUALITY,HIP_KNEE_EXTENSION_STRENGTH,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,PHYSICAL_QUALITY,LOWER_BODY_FORCE,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,MOVEMENT_PATTERN,HAMSTRING_CURL_VARIANTS,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,BODY_REGION,LOWER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_2822ec2e,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_282a9d87,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_282a9d87,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_282a9d87,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_282a9d87,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_282a9d87,OFI_DOSE,VOLUME_LOAD,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_AXIS,HIGH_FORCE_NEURAL,,MEDIUM,37.8125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_AXIS,SYSTEMIC_MUSCULAR,,MEDIUM,34.375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_AXIS,LOCAL_MUSCULAR,,MEDIUM,58.4375,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_AXIS,HIGH_SPEED,,MEDIUM,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_AXIS,REACTIVE,,MEDIUM,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_GROUP,HORIZONTAL_PULL_COMPOUND,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_GROUP,HORIZONTAL_PULL_COMPOUND,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_GROUP,HORIZONTAL_PULL_COMPOUND,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SCORE,HIGH_FORCE_NEURAL,,,47,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SCORE,SYSTEMIC_MUSCULAR,,,43,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SCORE,LOCAL_MUSCULAR,,,73,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SCORE,HIGH_SPEED,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SCORE,REACTIVE,,,20,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,OFI_SNAPSHOT,SUMMARY,NORMAL,LOW,44,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_SLOT,UPPER_PULL_ANCHOR,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_SLOT,SCAPULAR_SHOULDER_SUPPORT,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_SLOT,FOREARM_GRIP_ELBOW_SUPPORT,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_SLOT,TRUNK_ANTI_ROTATION_STABILITY,LIMITED,,0.35,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,ANCHOR,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,TRANSFER,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,CORE,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,VARIANT_GROUP,HORIZONTAL_PULL_COMPOUND,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PROGRESSION_GROUP,HORIZONTAL_PULL_COMPOUND,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MUSCLE,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MUSCLE,BICEPS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MUSCLE,FOREARM_GRIP,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MUSCLE,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,BADMINTON_TRANSFER,RACKET_SUPPORT,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,BADMINTON_FATIGUE_COST,MEDIUM,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PHYSICAL_QUALITY,SCAPULAR_CONTROL,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,PHYSICAL_QUALITY,SHOULDER_DURABILITY,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MOVEMENT_PATTERN,ROW_VARIANTS,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,BODY_REGION,UPPER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_282a9d87,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_28347c1f,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_28347c1f,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_28347c1f,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_28347c1f,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_28347c1f,OFI_DOSE,REPS_OR_TIME,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_AXIS,HIGH_FORCE_NEURAL,,SHORT,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_AXIS,SYSTEMIC_MUSCULAR,,SHORT,13.28125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_AXIS,LOCAL_MUSCULAR,,SHORT,37.8125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_AXIS,HIGH_SPEED,,SHORT,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_AXIS,REACTIVE,,SHORT,63.75,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_GROUP,CORE_BRACING_CONTROL,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_GROUP,CORE_BRACING_CONTROL,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_GROUP,CORE_BRACING_CONTROL,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SCORE,HIGH_FORCE_NEURAL,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SCORE,SYSTEMIC_MUSCULAR,,,17,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SCORE,LOCAL_MUSCULAR,,,47,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SCORE,HIGH_SPEED,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SCORE,REACTIVE,,,80,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,OFI_SNAPSHOT,SUMMARY,NORMAL,LOW,57,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_SLOT,TRUNK_ANTI_ROTATION_STABILITY,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_SLOT,ACCESSORY_ROTATION,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_SLOT,SINGLE_LEG_STRENGTH_CONTROL,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_SLOT,HIP_HINGE_POSTERIOR_CHAIN,LIMITED,,0.35,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,ANCHOR,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,TRANSFER,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,CORE,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,PREHAB,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,VARIANT_GROUP,CORE_BRACING_CONTROL,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PROGRESSION_GROUP,CORE_BRACING_CONTROL,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,MUSCLE,ANTERIOR_CORE,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,MUSCLE,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,MUSCLE,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BADMINTON_TRANSFER,LOW_FATIGUE_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BADMINTON_TRANSFER,RACKET_SUPPORT,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BADMINTON_TRANSFER,ROTATION_CONTROL,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BADMINTON_TRANSFER,UNILATERAL_STABILITY,,SUPPORTIVE,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BADMINTON_FATIGUE_COST,HIGH,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PHYSICAL_QUALITY,CORE_BRACING,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PHYSICAL_QUALITY,HIP_CONTROL,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,PHYSICAL_QUALITY,SINGLE_LEG_STABILITY,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,MOVEMENT_PATTERN,ANTI_ROTATION_ANTI_EXTENSION_CORE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,BODY_REGION,WHOLE_BODY,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_28347c1f,MODALITY,EXERCISE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,CAPABILITY,OFI,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_284ecca6,CAPABILITY,PROGRAM_GENERATION,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_284ecca6,CAPABILITY,MUSCLE_LOAD,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_284ecca6,CAPABILITY,BADMINTON_TRANSFER,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_284ecca6,CAPABILITY,CONNECTIVE_TISSUE,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,ENABLED
ex_284ecca6,OFI_DOSE,REPS_OR_TIME,,THREE_CONFIRMED_SETS_20KG_8REPS_600SECONDS_RPE8,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_AXIS,HIGH_FORCE_NEURAL,,SHORT,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_AXIS,SYSTEMIC_MUSCULAR,,SHORT,13.28125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_AXIS,LOCAL_MUSCULAR,,SHORT,37.8125,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_AXIS,HIGH_SPEED,,SHORT,17.1875,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_AXIS,REACTIVE,,SHORT,15.625,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,,WORKLOAD_BASELINE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,,LOCAL_REPEAT_DETECTION,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,,STRENGTH_COMPARISON,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SCORE,HIGH_FORCE_NEURAL,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SCORE,SYSTEMIC_MUSCULAR,,,17,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SCORE,LOCAL_MUSCULAR,,,47,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SCORE,HIGH_SPEED,,,21,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SCORE,REACTIVE,,,20,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,OFI_SNAPSHOT,SUMMARY,LOW,LOW,28,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_SLOT,HIP_HINGE_POSTERIOR_CHAIN,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_SLOT,RECOVERY_PREHAB_LIGHT,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_SLOT,ACCESSORY_ROTATION,SECONDARY,,0.65,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_SLOT,SINGLE_LEG_STRENGTH_CONTROL,LIMITED,,0.35,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,ANCHOR,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,TRANSFER,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,SUPPORT,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,CORE,,INELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,PREHAB,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRAM_ROLE,ACCESSORY,,ELIGIBLE,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,VARIANT_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PROGRESSION_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,ANTERIOR_CORE,SECONDARY,,0.5,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,BACK_LATS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,GLUTES,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,HAMSTRINGS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,POSTERIOR_CHAIN_ERECTORS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MUSCLE,SHOULDERS,PRIMARY,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,BADMINTON_TRANSFER,LOW_FATIGUE_CONTROL,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,BADMINTON_TRANSFER,RACKET_SUPPORT,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,BADMINTON_TRANSFER,UNILATERAL_STABILITY,,GENERAL,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,BADMINTON_FATIGUE_COST,HIGH,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PHYSICAL_QUALITY,CORE_BRACING,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PHYSICAL_QUALITY,HIP_CONTROL,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,PHYSICAL_QUALITY,SINGLE_LEG_STABILITY,,,1,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,MOVEMENT_PATTERN,POSTERIOR_CHAIN_LOW_LOAD_CONTROL,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
ex_284ecca6,BODY_REGION,WHOLE_BODY,,,0,1,MIGRATED_CURRENT_BEHAVIOR,ANALYSIS_CONTRACT_BASELINE_V1,
